name,institution_type,impervious_surface
Brazoria County Solar Project (Danciger),Power Plant,0
"Glover Creek Solar, LLC",Power Plant,0
"Middleton Biogas Solar, LLC",Power Plant,0
Salvation Army Solar,Power Plant,100
Lancaster Area Battery,Power Plant,70
Eight Point Wind,Power Plant,0
"Generate Colchester Fuel Cells, LLC",Power Plant,0
"Cathcart Solar, LLC",Power Plant,0
Weston RICE,Power Plant,92
Angelica Solar Site 1,Power Plant,2
Angelica Solar Site 2,Power Plant,1
Angelica Solar Site 3,Power Plant,1
Angelica Solar Site 4,Power Plant,2
West Valley Solar,Power Plant,0
Maple City,Power Plant,59
IGS PCW1,Power Plant,91
Buffalo Sun CSG,Power Plant,32
Oster Sun CSG,Power Plant,0
Quarry Sun CSG,Power Plant,27
Marlborough Solar,Power Plant,0
Blacksmith Road Solar 1,Power Plant,0
Electric Avenue Lunenburg Solar 1,Power Plant,0
Harbor Road Solar 1,Power Plant,0
Solar Star Urbana Landfill East,Power Plant,10
Solar Star Urbana Landfill Central,Power Plant,19
Lenox Renewables,Power Plant,29
OE IL Solar 3,Power Plant,0
French Road Solar II,Power Plant,17
Rafterville Solar,Power Plant,39
Rockford Solar,Power Plant,70
Milo CSG,Power Plant,5
Livermore Falls CSG,Power Plant,25
Putah Creek Solar Farm North,Power Plant,0
Canal Road Solar,Power Plant,65
Moraine Sands Wind Power,Power Plant,30
Bizer Creek,Power Plant,51
"Cortez Solar 1, LLC",Power Plant,0
ER Bison Solar CSG,Power Plant,1
IGS VGT,Power Plant,75
IGS LAS1,Power Plant,100
Water Street Solar,Power Plant,0
"Blue Elk IV Solar, LLC",Power Plant,0
"Blue Elk III Solar, LLC",Power Plant,0
"Blue Elk VII Solar, LLC",Power Plant,0
"Blue Elk II Solar, LLC",Power Plant,0
"Midcontinent Solar, LLC",Power Plant,0
"Greenstone Solar, LLC",Power Plant,0
Babbitt Ranch Energy Center,Power Plant,0
Elizabeth Solar Plant,Power Plant,0
Newport Solar Project,Power Plant,0
"HCE Amelia Solar I, LLC",Power Plant,37
"HCE Amelia Solar II, LLC",Power Plant,0
"HCE Millboro Springs Solar, LLC",Power Plant,0
"HCE Moran Solar, LLC",Power Plant,0
"HCE Powhatan Solar, LLC",Power Plant,0
"HCE Reams Solar, LLC",Power Plant,0
"HCE Roark Mill Solar, LLC",Power Plant,1
"West Line Solar, LLC",Power Plant,79
Hecate Energy Albany 2 LLC,Power Plant,18
Lake Mabel Solar and Battery Storage,Power Plant,3
Dover Solar and Battery Storage,Power Plant,0
"Bartonsville Energy Facility, LLC",Power Plant,0
"AES Pelletier Solar, LLC",Power Plant,0
"AES Daigle Solar, LLC",Power Plant,0
Zier Solar,Power Plant,25
PNA Rossford Solar Array,Power Plant,78
"Cortez Solar 3, LLC",Power Plant,0
Kaiser - Harbor City,Power Plant,86
CA - DGS RFP - RJ Donovan State Prison,Power Plant,0
Siems Solar Project CSG,Power Plant,0
Schueler Community Solar,Power Plant,0
Bowden Solar LLC,Power Plant,0
M72 West Solar,Power Plant,0
SWM Fuel Cell,Power Plant,42
Montefiore Nyack Hospital,Power Plant,94
Mt Hope Solar,Power Plant,0
Williams Acres Solar,Power Plant,0
River Valley Solar,Power Plant,0
"Bitter Ridge Wind Farm, LLC",Power Plant,45
Sanford Solar,Power Plant,85
"University Solar, LLC",Power Plant,0
St. Mary's Hospital For Children,Power Plant,67
Harlem Hospital Center,Power Plant,89
Lakeville Solar,Power Plant,33
Dedeaux,Power Plant,100
MSAP 13,Power Plant,0
Paulson Community (CSG),Power Plant,43
Laurel Village (CSG),Power Plant,0
Hertzberg Community (CSG),Power Plant,0
Oak Leaf Solar XXXIII LLC (Lantz),Power Plant,0
Brenda Luhman - CSG,Power Plant,0
Carlson Community (CSG),Power Plant,0
Hammer Community (CSG),Power Plant,0
Luna Storage,Power Plant,0
Crescent Wind Park,Power Plant,0
Gratiot Farms Wind Project,Power Plant,0
Topaz Generating,Power Plant,77
Red Lake Falls Community Hybrid,Power Plant,0
Oak Street Solar,Power Plant,46
"Hunker Solar River, LLC",Power Plant,0
"PG Solar, LLC",Power Plant,0
"Freight Line Solar, LLC",Power Plant,0
"Butler Solar, LLC",Power Plant,1
"Holly Swamp Solar, LLC",Power Plant,0
Westmoreland County Solar Project,Power Plant,0
Cranberry Solar,Power Plant,95
Galloway Landfill,Power Plant,54
AGT000 Stevens Creek Fuel Cell,Power Plant,100
AGT001 Centerville Fuel Cell,Power Plant,94
CST001 McCarthy Fuel Cell,Power Plant,79
EQX002 Secaucus Rd Fuel Cell,Power Plant,100
EQX003 Secaucus Rd Fuel Cell,Power Plant,92
EQX010 Great Oaks Fuel Cell,Power Plant,85
EQX011 Duane Fuel Cell,Power Plant,99
EQX012 Harz Fuel Cell,Power Plant,89
EQX015 Great Oaks Fuel Cell,Power Plant,100
Golden Hill Wind,Power Plant,1
JSR000 N Mathilda Fuel Cell,Power Plant,86
KSR028 Merced Fuel Cell,Power Plant,99
IIV000 Mt Bethel Fuel Cell,Power Plant,68
GEN005 Antibody Fuel Cell,Power Plant,58
SCU000 El Camino Real Fuel Cell,Power Plant,65
KSR053 Cantara Fuel Cell,Power Plant,89
TLR000 Hansen Fuel Cell,Power Plant,58
ISM Solar Cranston CSG,Power Plant,65
Elora Solar,Power Plant,0
Augusta Solar,Power Plant,0
Cool Springs Solar (Hybrid),Power Plant,0
Rawhide Prairie Solar Hybrid,Power Plant,0
Hayfield Solar I LLC CSG,Power Plant,0
Hayfield Solar III LLC CSG,Power Plant,0
Pipestone City Solar LLC CSG,Power Plant,60
Slate Hybrid,Power Plant,0
Taos Mesa Energy Facility Hybrid,Power Plant,1
CES Marbletown Solar,Power Plant,0
Neptune Energy Center Hybrid,Power Plant,0
"ESA Buies Creek, LLC",Power Plant,0
"Eros Solar, LLC",Power Plant,6
"Ventura Solar, LLC",Power Plant,20
Silverstrand Grid Energy Storage System,Power Plant,57
Chisholm Grid Energy Storage System,Power Plant,0
Helena Wind,Power Plant,0
Las Majadas Wind Farm,Power Plant,0
USS Bluff Country Solar CSG,Power Plant,21
USS Viceroy Solar LLC CSG,Power Plant,0
USS Solar Way LLC CSG,Power Plant,26
USS Hubers Solar LLC CSG,Power Plant,0
"Greensville County Solar Project, LLC",Power Plant,0
"TWE Myrtle Solar Farm, LLC",Power Plant,0
Fogarty CSG,Power Plant,18
Mount Hope West,Power Plant,9
Mount Hope East,Power Plant,0
Bluestone,Power Plant,50
Underhill,Power Plant,0
Grabinski,Power Plant,0
"Platteville Solar CSG, LLC",Power Plant,0
Gulf Power Blue Indigo Energy,Power Plant,0
Milner Butte LFGE,Power Plant,0
Omtanke Solar,Power Plant,0
Madero Grid,Power Plant,56
Kroger La Habra,Power Plant,89
CA-DGS-California Correctional Inst,Power Plant,62
Ballenger Road Solar A,Power Plant,0
White Horse Solar A,Power Plant,13
Soscol Ferry Solar,Power Plant,0
Silveira Ranch Road Solar,Power Plant,0
CES Agawam Tuckahoe Solar Hybrid,Power Plant,0
Elm Branch Solar 1,Power Plant,0
Black Bear Solar 1,Power Plant,0
Happy Solar 1,Power Plant,0
Elk Hill Solar 2,Power Plant,0
Briar Creek Solar 1,Power Plant,0
Bighorn Solar 1,Power Plant,0
Adirondack Solar,Power Plant,83
Elk Hill Solar 1,Power Plant,0
Mount Kisco Landfill Solar & Storage CSG,Power Plant,69
Tech Square Microgrid,Power Plant,65
Thunder Wolf Energy Center Hybrid,Power Plant,0
Pinson Solar Farm,Power Plant,0
"Suntex Solar, LLC",Power Plant,0
"Rock Garden Solar, LLC",Power Plant,0
NY- CSG- Johnstown 2,Power Plant,41
NY- CSG- Livingston 4,Power Plant,61
Ben Moreell Solar Farm,Power Plant,20
Pleasant Hill PV1,Power Plant,0
East Nash PV2,Power Plant,0
Illinois PV Fulton 1 CSG,Power Plant,75
Sobania Community Solar LLC,Power Plant,0
Svihel Community Solar LLC CSG,Power Plant,11
Studenski Community Solar LLC CSG,Power Plant,42
Stevens Community Solar LLC,Power Plant,0
"Alkali Solar, LLC",Power Plant,0
"West Hines Solar I, LLC",Power Plant,0
Ellis Solar LLC,Power Plant,50
NY - CSG - Ellsworth II,Power Plant,50
St. Joseph Solar,Power Plant,0
"Bronco Plains Wind, LLC",Power Plant,0
Partridgeville Hybrid CSG,Power Plant,0
Williamsville Hybrid CSG,Power Plant,0
"Sugar Solar, LLC",Power Plant,0
"Allora Solar, LLC",Power Plant,22
"Centerfield Cooper Solar, LLC",Power Plant,0
"Lick Creek Solar, LLC",Power Plant,0
"Highest Power Solar, LLC",Power Plant,0
"Gunsight Solar, LLC",Power Plant,0
SR Odom,Power Plant,0
"RJC CSG, LLC",Power Plant,0
"Hinterland CSG, LLC",Power Plant,0
"Betcher CSG 1, LLC",Power Plant,0
"Huneke CSG 1, LLC",Power Plant,26
"Huneke CSG 2, LLC",Power Plant,0
CED Beecher Sun Solar,Power Plant,0
CED Hilltop Solar,Power Plant,0
Lineage Logistics Solar,Power Plant,46
POET Biorefining - Jewell,Power Plant,75
Partin Solar,Power Plant,0
Hardin Solar Energy II LLC,Power Plant,0
"POET Biorefining - Marion, LLC",Power Plant,88
Conagra Foods at St. Elmo,Power Plant,0
"POET Biorefining Caro, LLC",Power Plant,95
"POET Biorefining-Hanlontown, LLC",Power Plant,89
Bluebird Solar SC LLC,Power Plant,26
Gateway Energy Storage System,Power Plant,80
"Pilot Mountain Solar, LLC",Power Plant,0
"Benson Solar, LLC",Power Plant,0
"Lane II Solar, LLC",Power Plant,0
High Point Solar LLC,Power Plant,0
Midlands,Power Plant,3
Sparta Solar,Power Plant,0
"Trent River Solar, LLC",Power Plant,0
"Johanna Energy Center, LLC",Power Plant,84
Fort Calhoun Community Solar,Power Plant,0
"DePue Holdings, LLC",Power Plant,0
Solar Blue,Power Plant,0
Chestnut,Power Plant,0
"POET Biorefining - North Manchester, LLC",Power Plant,30
POET Biorefining - Chancellor,Power Plant,69
Medusa NY 1,Power Plant,0
Walden NY 1,Power Plant,0
Westtown NY 2,Power Plant,0
Middletown NY 1,Power Plant,0
Westerlo NY 1,Power Plant,0
"Golden Field Solar III, LLC",Power Plant,89
Encino Solar Energy Center,Power Plant,0
Logansport Solar,Power Plant,0
IBM Solar,Power Plant,67
Camp San Luis Obispo,Power Plant,46
Kern Valley SP,Power Plant,0
"Willowbrook Solar I, LLC",Power Plant,30
Samson Solar Energy III LLC,Power Plant,19
East Brookfield Main Street Solar LLC CS,Power Plant,18
"ESIL-PFCHICAGO 3, LLC",Power Plant,98
"ESIL-PFCHICAGO 2, LLC",Power Plant,75
Saticoy,Power Plant,78
Lily Solar Hybrid,Power Plant,20
"GD Hopkinton Main I, LLC",Power Plant,0
Milo PV - BD Solar 1 LLC,Power Plant,0
Augusta PV - BD Solar Augusta LLC,Power Plant,0
Fairfield PV - BD Solar Fairfield LLC,Power Plant,0
Oxford PV - BD Solar Oxford LLC,Power Plant,58
Cornillie 2 Community (CSG),Power Plant,33
Pinesburg Solar LLC,Power Plant,0
Timonium Fairgrounds,Power Plant,91
Azure Sky Solar,Power Plant,4
"Turquoise Nevada, LLC",Power Plant,0
Panther Creek Wind Project,Power Plant,0
SulusSolar17,Power Plant,10
Otter Creek Solar,Power Plant,1
Bluegrass Solar,Power Plant,9
Dodge Flat,Power Plant,41
Cedar Springs I,Power Plant,0
Cedar Springs II,Power Plant,0
Cedar Springs III,Power Plant,0
DC Water Solar,Power Plant,100
POET Biorefining - Hudson,Power Plant,100
POET Biorefining LLC - Corning,Power Plant,94
POET Biorefining - Fostoria,Power Plant,70
POET Biorefining - Shelbyville,Power Plant,0
POET Biorefining - Portland,Power Plant,99
POET Biorefining - Gowrie,Power Plant,74
"POET Biorefining- Alexandria, LLC",Power Plant,88
Riley,Power Plant,0
Fort Rock IV,Power Plant,0
"POET Biorefining - Leipsic, LLC",Power Plant,88
Vacaville Hospital,Power Plant,95
Troy Solar,Power Plant,9
Cal Flats BESS,Power Plant,0
CPV Three Rivers Energy Center,Power Plant,0
Titan Solar 1 (CA),Power Plant,36
Dry Lake Solar Energy Center,Power Plant,0
Severson Garden,Power Plant,0
Marion Garden,Power Plant,0
Silver Lake Garden,Power Plant,0
Lyman Garden,Power Plant,0
Nicollet Garden,Power Plant,27
Union Garden,Power Plant,28
Central 40,Power Plant,2
Oasis Alta,Power Plant,0
Sunpin Blandford,Power Plant,0
Coso Battery Storage,Power Plant,41
"Blackhorse Farm Solar, LLC CSG",Power Plant,0
Clinton Solar 4 LLC CSG,Power Plant,1
"Vermilion Solar 1, LLC CSG",Power Plant,97
DGS Valley State Prison,Power Plant,75
CED Spring Creek Solar,Power Plant,0
Cortland,Power Plant,83
Erving CSG,Power Plant,0
Lena,Power Plant,55
Ridge Farm,Power Plant,0
Easthampton CSG,Power Plant,0
Mendota,Power Plant,0
"Palmer Creek Solar, LLC",Power Plant,0
"Day Hill Solar, LLC",Power Plant,0
"SSD Marion 3, LLC",Power Plant,0
"SSD Marion 5, LLC",Power Plant,29
"SSD Marion 6, LLC",Power Plant,0
"SSD Clackamas 1, LLC",Power Plant,0
"SSD Clackamas 4, LLC",Power Plant,0
"SSD Clackamas 7, LLC",Power Plant,0
"SSD Marion 1, LLC",Power Plant,0
"Danville Farm, LLC",Power Plant,1
FastSun12 CSG,Power Plant,0
Charter Durabar at Woodstock,Power Plant,0
The GSI Group LLC at Assumption,Power Plant,0
SulusSolar35,Power Plant,0
7185 13th Pl. NW,Power Plant,97
CCUA Solar,Power Plant,0
Cardinal Solar LLC,Power Plant,0
"Hayes Solar, LLC",Power Plant,0
"Harrison Solar, LLC",Power Plant,0
Bay Tree,Power Plant,0
Central Generating,Power Plant,0
Duette Solar Power Plant,Power Plant,0
315 Vinson Road,Power Plant,48
Red Cloud Wind LLC,Power Plant,0
Charlie Creek Solar Power Plant,Power Plant,0
"Rocket Solar, LLC",Power Plant,0
"Horseshoe Solar, LLC",Power Plant,0
Fort Bend Solar LLC,Power Plant,0
Rialto - High School,Power Plant,76
Novel Martens Solar LLC(CSG),Power Plant,0
Blooming Grove Wind Energy Center,Power Plant,43
Peterman II,Power Plant,26
Kish CSG,Power Plant,0
Nostrand,Power Plant,0
Vulcan,Power Plant,0
FTF-PackingShed,Power Plant,0
Firebaugh-CCS-PV-1,Power Plant,0
Trenton,Power Plant,68
Cape San Blas,Power Plant,47
Pine Hill,Power Plant,0
Jennings Energy Storage Facility,Power Plant,71
Micanopy Energy Storage Facility,Power Plant,0
Amaterasu LLC,Power Plant,56
"Camellia Solar, LLC",Power Plant,0
"Buttercup Solar, LLC",Power Plant,23
Iron Star Wind Project,Power Plant,0
Interfaith Medical Center,Power Plant,99
Toyota Long Beach Trigen,Power Plant,100
SulusSolar33,Power Plant,0
SulusSolar28,Power Plant,0
MilfordSolar OR,Power Plant,86
BristolSolar,Power Plant,18
"Energix Hollyfield, LLC",Power Plant,0
Bainbridge Solar,Power Plant,38
"Energix Nokesville, LLC",Power Plant,0
Somonauk Road Solar 1,Power Plant,0
28 Livermore Hill Road Solar,Power Plant,0
"Energix Buckingham, LLC",Power Plant,0
Edwardsville Solar II,Power Plant,0
Brick Church Solar,Power Plant,51
Route 76 Boone Solar 1,Power Plant,0
Altavista Solar,Power Plant,0
West Riverside Energy Center,Power Plant,96
Alden Solar CSG LLC,Power Plant,0
SulusSolar22,Power Plant,0
"10 Finderne Avenue Solar, LLC",Power Plant,19
"Monte Vista Solar 2 CSG, LLC",Power Plant,0
"101 Carnegie Center Solar, LLC",Power Plant,61
"ANSON Solar Center, LLC",Power Plant,0
SB Water Reclamation Fuel Cell,Power Plant,45
San Diego - EMDF at San Diego,Power Plant,73
Bauer Solar CSG,Power Plant,0
Kenmare - Sullivan Community College,Power Plant,19
"Fremont CO 1, LLC",Power Plant,0
MTSUN,Power Plant,0
GreenparkSolar,Power Plant,39
SulusSolar25,Power Plant,0
Powatan Road Solar,Power Plant,0
Apple Canyon Lake Solar,Power Plant,0
Wappinger 9D Solar,Power Plant,42
Montague Road Solar,Power Plant,0
Olney Solar II CSG,Power Plant,25
Off Airport Road - West,Power Plant,48
Fitchburg Renewables,Power Plant,0
6140 Route 209 - North,Power Plant,0
Caddo Wind,Power Plant,0
SulusSolar29,Power Plant,0
San Diego - NCRC at Vista,Power Plant,77
Fort Bragg - Camp Mackall PV BESS System,Power Plant,0
"Orchard Windfarm 2, LLC",Power Plant,0
"Orchard Windfarm 3, LLC",Power Plant,0
"Orchard Windfarm 4, LLC",Power Plant,0
Clines Corners Wind Farm LLC,Power Plant,0
Wonderful Orchards - New Columbia,Power Plant,0
T Luhman CSG,Power Plant,32
Wheatridge 1,Power Plant,0
2662 Freeport Solar 1 CSG,Power Plant,61
Whiteside Solar 1 CSG,Power Plant,45
SELCO Community Solar,Power Plant,41
"Hecate Energy West Newberry, LLC",Power Plant,14
Palmyra PV - BD Solar Palmyra LLC,Power Plant,0
Duran Mesa LLC,Power Plant,0
Tecolote Wind LLC,Power Plant,0
BD Solar Hancock LLC,Power Plant,80
Winslow PV - BD Solar 2 LLC,Power Plant,0
BD Solar Ellsworth LLC,Power Plant,73
Camp Ripley Solar,Power Plant,58
Cimarron Bend III,Power Plant,0
Taygete II Energy Project,Power Plant,0
"Route 66 Energy Center, LLC",Power Plant,0
Pittsfield Solar LLC,Power Plant,51
CatanSolar,Power Plant,0
Dane County Airport Solar,Power Plant,0
Sunflower County,Power Plant,0
Blanchard Road 1 Community Solar,Power Plant,24
North Providence,Power Plant,0
Norge Solar Farm,Power Plant,4
Blanchard Road 2 Community Solar,Power Plant,24
"Alta Farms II Wind Project, LLC",Power Plant,0
Ignacio Grid Energy Storage System,Power Plant,100
NYS Rte 12 Community Solar,Power Plant,24
Moore Road Community Solar,Power Plant,5
Great Lakes Seaway Community Solar,Power Plant,24
Montross Solar,Power Plant,0
Samuel Mickle School,Power Plant,78
Electric City Solar,Power Plant,0
Tesla Reno GigaFactory,Power Plant,89
Tweite Community Solar LLC,Power Plant,0
"Morgan Solar 4, LLC CSG",Power Plant,69
"Mid-River PA, LLC (ABE4)",Power Plant,97
GE 19th Hole,Power Plant,47
Desert Harvest II LLC,Power Plant,0
"Maverick Solar 4, LLC",Power Plant,0
"Maverick Solar 6, LLC",Power Plant,0
"Maverick Solar 7, LLC",Power Plant,0
Canton,Power Plant,80
Gold Meadow Farms,Power Plant,80
Ravenbrook,Power Plant,100
Hudson,Power Plant,0
A Street 2,Power Plant,49
Berkley,Power Plant,72
Kilvert,Power Plant,84
A Street 1,Power Plant,51
Carver,Power Plant,62
Plainfield Pike,Power Plant,60
Meadowlark Solar,Power Plant,0
Nash 97 Solar 2,Power Plant,35
Nickelson Solar 2,Power Plant,31
Chicopee,Power Plant,61
Siler City Solar 2,Power Plant,0
"Marlow Solar, LLC CSG",Power Plant,0
James W. Broderick Hydropower Plant,Power Plant,0
IGS Stockton DG CSG,Power Plant,85
Podunque Road CSG,Power Plant,0
County Road 16,Power Plant,0
Townsend Road(CSG),Power Plant,0
Ware Palmer Road Solar LLC CSG,Power Plant,0
East Brookfield Adams Road Solar LLC CSG,Power Plant,34
"Phobos Solar, LLC",Power Plant,0
"Cabin Creek Solar, LLC",Power Plant,0
North Haven Solar One,Power Plant,10
Ridgeback,Power Plant,0
Thunderhead,Power Plant,13
River Road,Power Plant,0
196 Tremont St(CSG),Power Plant,0
NY8 - Grissom Solar,Power Plant,0
NY8 - Branscomb Solar,Power Plant,0
NY8 - Janis Solar,Power Plant,1
NY8 - Regan Solar,Power Plant,0
NY8 - Puckett Solar,Power Plant,0
AES Belleville Solar LLC,Power Plant,0
Atlanta Farms Solar,Power Plant,85
Jayhawk Wind Energy Center,Power Plant,0
City of Bowie,Power Plant,0
Fremont - Kato Rd,Power Plant,100
University of the Pacific,Power Plant,69
Benning Road,Power Plant,94
"ER Bone Hill Solar, LLC",Power Plant,46
Crimson,Power Plant,0
Bristol Landfill Solar,Power Plant,69
Big Turtle Wind Farm 2,Power Plant,56
"Energix Aditya, LLC",Power Plant,0
Clinton Solar,Power Plant,0
UMass PV Lot 49,Power Plant,100
UMass PV Lot 22,Power Plant,100
ASA DeKalb NY Solar II LLC,Power Plant,0
ASA DeKalb NY Solar I LLC,Power Plant,0
ASA Gouverneur NY Solar I LLC,Power Plant,0
ASA Gouverneur NY Solar II LLC,Power Plant,0
ASA Volney NY Solar I LLC,Power Plant,0
Lily Garden,Power Plant,0
ASA Clayton NY Solar I LLC,Power Plant,0
Lacy Creek Wind Energy Center,Power Plant,0
Orioles Community Solar,Power Plant,87
Grinnell College,Power Plant,3
Ontario Sun,Power Plant,0
"ER Center Road Solar, LLC",Power Plant,0
Hudson County Solar,Power Plant,96
Five H Farms Solar Array,Power Plant,0
Van der Kooi Dairy Solar Array,Power Plant,0
Hildreth Solar Power Plant,Power Plant,0
Bay Ranch Solar Power Plant,Power Plant,0
High Springs Solar Power Plant,Power Plant,0
Hardeetown Solar Power Plant,Power Plant,0
Cranberry Highway Solar LLC,Power Plant,0
"ENGIE 2019 ProjectCo-MA1, LLC",Power Plant,0
"WW-DC Solar 1, LLC",Power Plant,41
Donaghy-Stockton,Power Plant,89
Mtn. Solar 4 (CSG),Power Plant,1
CSP Los Angeles,Power Plant,0
Norton LLC,Power Plant,89
Holliston LLC,Power Plant,88
Broadway 3 - Tucson Phase I,Power Plant,16
Broadway 3 - UC Merced 1,Power Plant,0
Broadway 3 - UCSB Lot 38,Power Plant,69
Broadway 4 - Target Shafter,Power Plant,22
West Village Solar - Array 1Community So,Power Plant,0
West Village Solar - Array 2 Community S,Power Plant,77
University of San Diego,Power Plant,75
CalTech - Pasadena (PPA),Power Plant,34
AT&T Middletown,Power Plant,56
SCC - San Jose,Power Plant,95
Medtronic - New Haven 2,Power Plant,87
Medtronic - New Haven,Power Plant,100
Keysight - Santa Rosa,Power Plant,1
DirecTV - Los Angeles,Power Plant,76
Certain Solar - Staten Island,Power Plant,71
CalTech - Pasadena,Power Plant,74
Beckton Dickenson - San Jose,Power Plant,82
AT&T - Redwood City,Power Plant,89
AT&T - Gardena,Power Plant,81
AT&T - Hawthorne,Power Plant,100
AT&T - Hayward,Power Plant,87
Equinix - Billerica,Power Plant,98
Enloe Medical - Chico,Power Plant,20
Comcast - Universal City,Power Plant,92
Altice - Hicksville,Power Plant,93
Altice - Parsippany,Power Plant,94
Gaucho Solar,Power Plant,0
Nestlewood Solar,Power Plant,11
Woburn,Power Plant,91
South Goshen Community Solar,Power Plant,0
"Caden Energix Endless Caverns, LLC",Power Plant,0
Pleasant Hill Solar,Power Plant,0
Watlington Solar,Power Plant,0
County Road 17 (CSG),Power Plant,0
Phare Garden,Power Plant,0
"Apple Grove Solar, LLC",Power Plant,0
"Waverly Solar, LLC",Power Plant,30
"Ameresco Danville Solar, LLC",Power Plant,46
Red Prairie Solar,Power Plant,0
OK Produce Fresno Carport,Power Plant,92
Truman Solar,Power Plant,0
"Hunter Solar, LLC (CO)",Power Plant,0
Chambers 3 - Lewis County,Power Plant,55
Chambers 3 - Erie County Alden,Power Plant,69
Venture 2 - 1B,Power Plant,0
Venture 3 - 1C,Power Plant,0
Venture 4 - 1D,Power Plant,0
Chambers 4 - Eastvale LGB3,Power Plant,86
Maysville BESS,Power Plant,0
McKinney BESS,Power Plant,41
Charlemont A,Power Plant,1
New Rosewood BESS,Power Plant,70
Queens Creek BESS,Power Plant,3
Rocky Point BESS,Power Plant,0
Walkers Crossroads BESS,Power Plant,70
Zion Hill BESS,Power Plant,36
Collier BESS,Power Plant,0
Docs Road BESS,Power Plant,63
Five Points BESS,Power Plant,97
Chambers 4 - Redland LGB4,Power Plant,39
Chambers 4 - Riverside LGB6,Power Plant,71
Chambers 4 - Rialto LGB8,Power Plant,85
Chambers 4 - Sacramento SMF1,Power Plant,91
Chambers 4 - Eastvale DCA2,Power Plant,84
Chambers 4 - San Bernardino SNA7,Power Plant,56
Lineage MS,Power Plant,64
Wapakoneta-Pratt,Power Plant,0
Byrd Ranch Storage,Power Plant,0
Kearsarge William Way,Power Plant,73
HEB00020,Power Plant,100
Kearsarge Haverhill,Power Plant,0
Kearsarge Upper Union,Power Plant,0
Kearsarge Montague BD(CSG),Power Plant,0
Diamond H Dairy Power,Power Plant,0
Freeborn Wind Farm,Power Plant,0
Hudson - High Desert Hybrid,Power Plant,0
Blodgett Solar CSG,Power Plant,44
Slidematic at Rockford,Power Plant,11
JM Huber at Quincy,Power Plant,71
"Rabbitbrush Solar, LLC",Power Plant,0
Jamison Solar (FL),Power Plant,0
Rexford Solar Farm,Power Plant,0
"Big Plain Solar, LLC",Power Plant,0
Big River Solar,Power Plant,0
"Borderlands Wind, LLC",Power Plant,0
TG East,Power Plant,0
Hot Springs Energy Storage & Microgrid,Power Plant,2
Big Bend II Solar,Power Plant,0
P52ES 1755 Henryton Rd Phase 1 LLC CSG,Power Plant,0
P52ES 1755 Henryton Rd Phase 2 LLC,Power Plant,0
White Marsh Solar,Power Plant,63
Mason Solar One LLC,Power Plant,0
Pittman Solar One LLC,Power Plant,0
"Bulldog Solar One, LLC",Power Plant,0
Pivot Solar 4 LLC (CSG),Power Plant,0
Pivot Solar 1 LLC (CSG),Power Plant,0
Pivot Solar 14 LLC (CSG),Power Plant,0
Pivot Solar 2 LLC (CSG),Power Plant,0
Pivot Solar 15 LLC (CSG),Power Plant,1
Pivot Solar 7 LLC (CSG),Power Plant,0
Pivot Solar 3 LLC (CSG),Power Plant,0
Pivot Solar 8 LLC (CSG),Power Plant,0
Magnolia Solar,Power Plant,0
"AEUG Union Solar, LLC",Power Plant,0
Heartland Divide II,Power Plant,27
HEB00028,Power Plant,12
"Sac County Wind, LLC",Power Plant,35
WLWPCF Cogeneration Facility,Power Plant,50
"Clark Road Solar 1, LLC",Power Plant,69
Great Prairie Wind,Power Plant,0
"Blue Jay Solar I, LLC",Power Plant,0
Acton,Power Plant,0
Van Buren,Power Plant,0
Naples,Power Plant,0
Lake Herman,Power Plant,0
Ryland Road Solar,Power Plant,0
Windsor Hwy 17 Solar,Power Plant,0
"Hamlin Solar 1, LLC",Power Plant,0
"Clifton Park Solar 1, LLC",Power Plant,1
"Clifton Park Solar 2, LLC",Power Plant,1
Adams,Power Plant,0
"Oak Trail Solar, LLC",Power Plant,6
Orangeville Storage,Power Plant,0
Van der Hoek Solar Array/ Dairy,Power Plant,76
Plymouth Wind,Power Plant,0
MD - PR97 (CSG),Power Plant,0
Todd Solar,Power Plant,0
Fredonia Solar LLC,Power Plant,73
Dos Palos,Power Plant,75
Angel Fire Energy Facility,Power Plant,1
"Dunstable Solar 1, LLC",Power Plant,0
Swan Garden,Power Plant,0
"Blue Prairie Solar, LLC",Power Plant,0
"El Dorado Solar, LLC",Power Plant,92
LeConte Energy Storage,Power Plant,0
"Stanly Solar, LLC",Power Plant,0
Fairhaven MA 2,Power Plant,0
Acushnet MA 1,Power Plant,0
Acushnet MA 2 (CSG),Power Plant,0
"Santee Solar Partners, LLC",Power Plant,0
CL-Viaduct LLC,Power Plant,0
White Mesa Wind,Power Plant,0
UN-School House LLC,Power Plant,0
Sanborn BESS 1,Power Plant,0
Sanborn BESS 2,Power Plant,0
Rice Lake Solar Array,Power Plant,0
Dusenberry,Power Plant,10
Knapp East (CSG),Power Plant,0
Main Rd Community Solar,Power Plant,29
Redman North Community Solar,Power Plant,0
Glenmere Lake,Power Plant,0
Knapp West(CSG),Power Plant,0
Rowe (CSG),Power Plant,0
Redman South Community Solar,Power Plant,0
Alton Road Solar,Power Plant,68
Townline Community Solar,Power Plant,0
Williams Rd,Power Plant,14
West Haydenville PJ Community Solar,Power Plant,0
Brookwood Drive Community Solar,Power Plant,0
Novel Froehle Solar LLC,Power Plant,0
Novel Milbradt Solar LLC,Power Plant,0
