name,institution_type,avg_rad,no2,impervious_surface
"Beacon Solar, LLC",Power Plant,3.8391666,2.551837817514435e-5,0
Town of Amherst Solar,Power Plant,2.7466667,3.110477793058543e-5,0
Clearwater Wind East,Power Plant,0.5183333,1.2200877426873344e-5,0
Clearwater Wind II,Power Plant,0.60583335,1.6763932102308622e-5,0
"Crooked Lake Solar, LLC",Power Plant,28.2975,3.614555478130845e-5,0
McCarthy Solar,Power Plant,2.3041666,2.824010305285442e-5,0
POM Plant 1,Power Plant,47.315002,3.431686455552802e-5,0
POM Plant 2,Power Plant,45.003334,3.431686455552802e-5,1
Inst and Envir Dir Marine Logistics Base,Power Plant,8.443334,2.6300479262236334e-5,41
Maple Flats,Power Plant,0.59833336,3.1168532693522834e-5,0
Heartland Farms,Power Plant,0.65833336,3.114072592347684e-5,0
Oak Ridge Solar,Power Plant,5.550833,1.5697395923746044e-5,0
"SPPW1, LLC",Power Plant,0.46166667,2.3022224583098477e-5,0
"Madison Fields Solar Project, LLC",Power Plant,0.79083335,3.0954203719052196e-5,0
"Cairo Solar Farm, LLC",Power Plant,0.86333334,2.2038935602510435e-5,0
"Cedar Creek Solar, LLC",Power Plant,3.4008334,2.48493053186002e-5,38
Niagara Bottling - Bloomfield,Power Plant,17.126667,3.332327819415275e-5,73
"Old Plank Road Solar Farm, LLC",Power Plant,2.2483335,2.447085151650331e-5,0
Ripley,Power Plant,1.1608334,2.654670738159607e-5,0
"Turnipseed Solar, LLC",Power Plant,3.1016667,2.654294875725991e-5,16
Mohawk View Solar,Power Plant,1.7574999,2.345884520878018e-5,15
Van Epps Solar,Power Plant,0.7441667,2.345884520878018e-5,1
North Central Valley,Power Plant,2.6658335,3.474348880428331e-5,0
Bantam Solar,Power Plant,0.73,2.270382797992225e-5,21
Bogart Solar,Power Plant,0.5441667,1.9677686882954725e-5,1
Brickchurch Solar,Power Plant,0.7966667,2.1140861827993977e-5,0
Canoga Solar,Power Plant,0.8183333,2.0794176361355513e-5,0
Costanza Solar,Power Plant,0.46416667,2.0642380271562977e-5,0
County Route 84 Solar,Power Plant,0.42416668,1.511712983102038e-5,0
Cafferty Hill Solar,Power Plant,0.95,1.942941335999021e-5,0
Donati Solar,Power Plant,0.9825,1.720604041569318e-5,0
Dubois Solar (Hybrid),Power Plant,3.1166666,2.7440216152137345e-5,3
Dunkleman Solar,Power Plant,0.62166667,2.251443592831288e-5,0
Finney Solar,Power Plant,1.5058334,2.5917621430370462e-5,0
Henrietta Solar,Power Plant,3.1725001,2.1309954864064708e-5,20
Landau II Solar (Hybrid),Power Plant,0.99333334,3.3327230050678385e-5,0
Lockenhurst Pond Solar,Power Plant,0.7916667,1.8555167016665747e-5,0
New Beginnings Solar,Power Plant,0.56583333,2.5584951429780535e-5,0
NY70 Solar,Power Plant,0.5375,1.3125060950102064e-5,0
Reid Solar,Power Plant,13.0875,1.790584275027451e-5,1
Reisender Solar,Power Plant,1.5891666,2.7966320159733797e-5,39
Salt Point Solar (Hybrid),Power Plant,1.7816666,2.8739437478524544e-5,0
Sangolqui Solar,Power Plant,0.9433333,1.720604041569318e-5,0
State Route 14A Solar,Power Plant,0.4925,2.074970797064277e-5,0
State Highway 17B Solar,Power Plant,2.4966667,2.273177031359185e-5,0
Svenski Solar (Hybrid),Power Plant,1.1341667,2.7390691017750633e-5,53
West Creek Solar,Power Plant,0.495,1.964035602893047e-5,0
Wheatland 2A Solar,Power Plant,0.92833334,2.4935415660500523e-5,0
Wheatland 2B Solar,Power Plant,0.9325,2.4935415660500523e-5,0
Wildflower Way Solar,Power Plant,3.3691666,1.2964992329292696e-5,0
Misenheimer Solar LLC,Power Plant,1.0466666,2.9655594375795676e-5,0
Pearl River Solar Park LLC,Power Plant,0.505,1.5149889681467378e-5,0
Ragsdale Solar LLC,Power Plant,1.3666667,1.6501599447373724e-5,0
Lake Elsinore Canopies - Lakeside HS,Power Plant,17.9375,3.615002165681031e-5,69
Lewiston Junction Road Solar,Power Plant,0.9141667,1.876297076329546e-5,0
Webb Road Solar,Power Plant,0.97999996,2.133172077815591e-5,0
Merrill Road Solar,Power Plant,0.7,1.7708321740748888e-5,0
Lisbon Street Solar,Power Plant,4.7933335,1.84862563240824e-5,0
Sabattus SB01,Power Plant,1.3441666,2.4141701929580817e-5,0
Sanford CGA,Power Plant,1.2958333,2.7343490740184396e-5,18
Sanford -NY,Power Plant,3.7849998,2.6990697944104902e-5,18
Shaker,Power Plant,2.9933333,2.281716482106687e-5,0
700 Binnewater,Power Plant,0.90666664,2.5457610058468735e-5,0
665 Scenic Highway,Power Plant,0.9941667,2.884713026984719e-5,0
Boyd Soccerplex,Power Plant,8.401667,2.815651796429329e-5,100
Sycamore,Power Plant,6.056667,3.456913086724394e-5,0
Howell (Lowes),Power Plant,37.56333,4.629321582435123e-5,49
Hamilton,Power Plant,38.875,6.341841420465252e-5,0
Farmington,Power Plant,6.8308334,2.1461425531788686e-5,76
Mineral Gap,Power Plant,1.4125,1.613319782143932e-5,0
1 Commercial,Power Plant,12.7525,3.767429486123904e-5,100
"CBEP Solar 1, LLC",Power Plant,0.99916667,1.8927799210746635e-5,0
"CBEP Solar 4, LLC",Power Plant,7.351667,3.0386778960598495e-5,12
"CBEP Solar 5, LLC",Power Plant,1.6583333,3.0386778960598495e-5,0
"GSPP 7024 Fox Rd, LLC",Power Plant,1.1325,1.785669721908022e-5,0
"GSPP NESV, LLC",Power Plant,1.7441666,2.3649779946144297e-5,0
"GSPP 4643 Twelve Corners Road, LLC",Power Plant,0.52416664,2.2062917948928285e-5,0
"GSPP 126 Little Bow Rd N, LLC",Power Plant,0.7858333,2.141756111830755e-5,48
"GSPP 126 Little Bow Rd S, LLC",Power Plant,0.7858333,2.141756111830755e-5,48
RA Jones Roof Mounted Solar System,Power Plant,23.589167,4.326493380374803e-5,76
"Saratoga Solar III, LLC",Power Plant,1.2966666,2.7618175368103884e-5,0
"Saratoga Solar IV, LLC",Power Plant,1.045,2.7618175368103884e-5,0
Pulpit Hill,Power Plant,7.710833,2.9961670627044175e-5,77
Sand Road,Power Plant,1.3575,2.462465505550347e-5,0
Portland SP,Power Plant,2.1283333,2.259229907359124e-5,0
NY Finchville Tpke CSG,Power Plant,0.6741667,2.520507352530689e-5,0
NY Lower Road II CSG,Power Plant,1.5416666,2.5859100303774873e-5,0
NY Lower Road III CSG,Power Plant,1.1558334,2.5859100303774873e-5,0
Norfolk Landfill Solar Project,Power Plant,0.5466667,1.7351393254341997e-5,0
Raffia Road Solar Project,Power Plant,3.6891665,3.568284318737894e-5,0
Union Sanitary District Cogen,Power Plant,12.66,3.74806351799156e-5,95
Hall Property,Power Plant,1.3483334,3.643814751512415e-5,0
Jonesboro CWL Solar Park,Power Plant,15.016666,2.929674413569709e-5,0
TAI Huntsville Solar Hybrid,Power Plant,27.784166,2.343188680780301e-5,0
Cavalry Solar Hybrid,Power Plant,2.215,3.7788201427393955e-5,0
Spectrum Solar Hybrid,Power Plant,27.496666,4.708093931760274e-5,0
Mount Dora Solar Farm F,Power Plant,13.026667,2.8312800435658567e-5,67
Mount Dora Solar Farm W,Power Plant,20.320833,2.508983294506624e-5,42
Pavlov,Power Plant,1.915,1.254599557480806e-5,0
Mainland,Power Plant,20.108334,1.7208058844733873e-5,0
Russek,Power Plant,11.104166,1.7375649086353143e-5,45
Sandlake,Power Plant,4.5724998,2.9096451010974106e-5,0
Brewer (CSG),Power Plant,1.8833333,2.517551738201736e-5,0
Oliver Wind IV,Power Plant,0.71416664,2.7278347520664947e-5,0
Walnut Bend Solar Station PV,Power Plant,10.598333,2.0919327700703176e-5,15
Sturbridge Barn,Power Plant,0.9266667,3.831728037987295e-5,0
Bunce,Power Plant,4.185,2.0731505752506273e-5,43
ACC,Power Plant,7.391667,1.5926695913714807e-5,42
Oaks Landfill CS 1,Power Plant,3.8241665,2.9307599150281335e-5,86
Grossmont College,Power Plant,17.123333,3.978820588959164e-5,84
Lone Oak,Power Plant,1.0966667,4.7012318356393205e-5,0
ADC Varner,Power Plant,0.875,2.2532672294672254e-5,0
City of Green Forest (Carroll),Power Plant,4.3375,2.1514459365220065e-5,0
Crossett SD,Power Plant,15.831667,1.1634253725727214e-5,0
CSU Sacramento I,Power Plant,67.76417,3.7816331528447326e-5,83
El Dorado AR,Power Plant,8.3075,1.2872669444482726e-5,0
Fayetteville Public Schools (Ozarks),Power Plant,1.8408333,1.979479879627887e-5,0
Fayetteville Public Schools (SWEPCO),Power Plant,3.3941667,1.679823832500574e-5,0
LRWRA,Power Plant,3.3941667,1.679823832500574e-5,0
Rivercrest SD,Power Plant,5.375,3.72871758325452e-5,0
Searcy Water I,Power Plant,3.3525,2.065205251069561e-5,0
Searcy Water II,Power Plant,9.1925,1.9357875413969333e-5,0
Southside SD,Power Plant,12.609167,2.615846953666583e-5,0
UADA,Power Plant,7.391667,1.5926695913714807e-5,0
White River Medical Center,Power Plant,22.786667,2.7455149902722617e-5,79
"Augusta CSG, LLC",Power Plant,5.3075,1.8795791426455094e-5,0
"Waynesboro Bridge Solar, LLC Community S",Power Plant,1.1458334,1.8795791426455094e-5,0
"Suffolk CSG, LLC",Power Plant,2.2616668,2.947318974649953e-5,0
"Fairfield Lee Solar, LLC Community Solar",Power Plant,0.45166665,1.833920695986038e-5,0
RB Inyokern Solar WDAT 1203 (CSG),Power Plant,0.6716667,1.993822226043819e-5,0
RB Inyokern Solar WDAT 1281 (CSG),Power Plant,0.5983333,1.993822226043819e-5,0
Creston Solar (50 MW),Power Plant,1.0941666,2.6401498666516805e-5,0
Pleasant Creek Unit 2,Power Plant,3.0025,3.041553273280584e-5,0
Wever Solar (150MW),Power Plant,0.9166667,2.868516870972469e-5,45
Marshall Solar Plus LLC,Power Plant,50.485832,2.745732295308293e-5,0
USS Rosewood Solar LLC (CSG),Power Plant,1.4683334,2.942865300066443e-5,0
USS Slayton Solar LLC (CSG),Power Plant,2.6308334,2.334918054317087e-5,0
State Route 5,Power Plant,1.2366667,1.8842212261038167e-5,0
Cedarville (IL),Power Plant,2.6741667,3.0080680028893426e-5,32
Bourbonnais,Power Plant,1.1791667,5.324632980224319e-5,0
NY Newark St Rt 31 - Environomics S1,Power Plant,1.6883333,2.343479395034834e-5,0
AstraZeneca Newark Solar,Power Plant,17.413334,4.794848531467486e-5,1
Sunnyside 2 Solar,Power Plant,18.0275,2.616968917538724e-5,0
Monument Valley,Power Plant,1.0033333,2.8766196179040635e-5,46
Sandwich,Power Plant,5.15,2.4116001369882277e-05,58
AES ES Alamitos 2 LLC,Power Plant,58.630833,6.96459092305065e-5,98
Markum Solar Farm,Power Plant,0.5675,1.6043025459097906e-5,0
Collins (NY) (CSG),Power Plant,2.4291668,2.3241487976993157e-5,0
Ny Frankfort Bleecker St - Frankfort -NG,Power Plant,14.616667,2.3474500016924088e-5,0
NY Newark ST RT 31 - Environomics S2,Power Plant,1.1616666,2.343479395034834e-5,0
SV CSG AFTON I,Power Plant,18.858334,3.2157444319255695e-5,0
DSI Don Solar,Power Plant,1.0575,3.1611930297242045e-5,0
NSF Aurelius Site 1 LLC,Power Plant,25.3975,2.0139872801257013e-5,0
"NSF Aurelius Site 2, LLC",Power Plant,18.058332,2.0139872801257013e-5,0
NSF Aurelius Site 3 LLC,Power Plant,14.033333,2.0139872801257013e-5,0
NSF Aurelius Site 4 LLC,Power Plant,14.033333,2.0139872801257013e-5,0
Adams PV Plant,Power Plant,1.8525,2.8962849493273588e-5,0
Portage Solar Plant,Power Plant,0.5908333,3.3598996364817765e-5,0
NY ALTONA MAYOTT - Environomics P1,Power Plant,0.59,2.6976674492026254e-5,0
NY ALTONA MAYOTT - Environomics P2,Power Plant,0.59,2.6976674492026254e-5,0
Diversion Wind Energy LLC,Power Plant,0.42916667,1.7831210038888984e-5,0
Zonneveld Oak Grove,Power Plant,6.5625,2.8606254323821223e-5,0
River Ranch Dairy,Power Plant,3.7441666,4.222937638518771e-5,0
NSF Torrey Site 3,Power Plant,0.5966667,1.935625941666082e-5,0
NSF Torrey Site 2,Power Plant,0.52666664,1.935625941666082e-5,0
NSF Torrey Site 1,Power Plant,0.5725,1.935625941666082e-5,0
NY PAVILION 6464 SHEPARD RD - Genesee 4,Power Plant,0.7341667,2.581257081707944e-5,0
Glen Mary 1,Power Plant,0.81416667,1.974404446695823e-5,0
Glen Mary 2,Power Plant,0.97333336,1.974404446695823e-5,0
Barone,Power Plant,0.8975,2.7651636240911284e-5,0
"Dakota Solar 1, LLC",Power Plant,1.0383333,2.990112095110641e-5,0
"Krumkill Road Solar North, LLC",Power Plant,2.66,2.264018040525547e-5,8
"Krumkill Road Solar South, LLC",Power Plant,2.66,2.264018040525547e-5,8
Spencer (NY),Power Plant,0.7925,1.874601427985269e-5,0
Eddy,Power Plant,0.995,2.1325435992289377e-5,0
Janiak,Power Plant,0.82916665,2.386224343672609e-5,9
Ridgeway 1,Power Plant,3.7433333,2.3116827164231265e-5,0
"9521 US 14 SOLAR 1, LLC",Power Plant,0.94083333,3.619524305353385e-5,23
"Goodenow Road West Solar 1, LLC",Power Plant,2.0008333,6.450861122937035e-5,0
Trenton East,Power Plant,1.0058334,3.265849851902507e-5,0
Trenton West,Power Plant,1.0666666,3.265849851902507e-5,0
Trinity Freeport,Power Plant,2.1791668,3.0187309287109034e-5,0
"Cottage Grove North Solar 1, LLC",Power Plant,2.4424999,5.571469176727904e-5,45
"Cottage Grove South Solar 1, LLC",Power Plant,1.8191667,5.571469176727904e-5,20
County Route 11B,Power Plant,0.64166665,2.9940773931233968e-5,0
Acer,Power Plant,0.8566667,2.0233977118387715e-5,12
Breezewood,Power Plant,19.2575,3.6031755486005435e-5,75
Buck Run,Power Plant,0.75666666,1.7764932685654788e-5,18
"Ash Mesa Solar, LLC",Power Plant,0.63166666,1.9480163969936343e-5,0
Butterfield Solar Farm,Power Plant,1.4816667,2.0581495239279197e-5,0
Blue Harvest Solar Park,Power Plant,2.4933333,3.246399498858923e-5,0
Timber Road Solar Park,Power Plant,2.8491666,3.1850522899027986e-5,0
Source Power Company - Aldrich,Power Plant,0.8441667,2.277129214046333e-5,48
Source Power NY II - Whaling,Power Plant,1.98,1.975344600925757e-5,45
Source Power NY III - Medina II (CSG),Power Plant,1.0441667,2.5858949825478735e-5,28
Martin Marietta Wind Project,Power Plant,24.165,4.066364432034405e-5,94
Cutlass Solar II,Power Plant,1.3475,1.5245039009864382e-5,0
Eleven Mile Solar Center,Power Plant,0.8858333,2.341411387547185e-5,0
Paradise Energy Storage,Power Plant,12.259167,4.3460504756501144e-5,4
Clairemont Energy Storage,Power Plant,22.776667,2.800183031542077e-5,68
Steel Solar LLC,Power Plant,2.9433334,1.5885136689849433e-5,15
"Gravel Pit Solar, LLC",Power Plant,1.8091667,3.526947321490366e-5,0
Riverstart Solar Park III,Power Plant,1.1491667,3.322083015043353e-5,0
Proxima,Power Plant,0.79833335,3.335900340791395e-5,0
Ameresco HCE Solar LLC,Power Plant,4.825,1.1958162185714037e-5,0
RIC - Hanover (CSG),Power Plant,2.8008335,2.4437643569666654e-5,0
Summit - Cicero,Power Plant,3.3408334,2.1241545868246345e-5,0
Summit - Lysander (CSG),Power Plant,3.6375,2.2296047186484945e-5,0
Summit - Oswego,Power Plant,1.165,2.0372656395694066e-5,0
Blake Solar Plant,Power Plant,3.9416666,2.3044142226465148e-5,49
Elliott Energy Storage,Power Plant,7.994167,3.809549700806888e-5,13
Boulevard Energy Storage,Power Plant,2.0958333,2.54935971128063e-5,0
Pala Gomez Creek BESS,Power Plant,2.4275,2.901995887204049e-5,0
Melrose BESS,Power Plant,21.031668,2.8216528371593987e-5,50
Woodruff County Solar,Power Plant,0.705,2.5762394101999375e-5,3
Silver Maple,Power Plant,0.5675,2.8900236646801335e-5,0
Condor Energy Storage LLC,Power Plant,31.828333,1.0204122703533448e-4,50
"NMRD Data Center III, LLC",Power Plant,0.9083333,1.2732351011651246e-5,0
Cutlass Solar 1 LLC,Power Plant,1.0625,1.553105602298842e-5,0
Bookers Mill Solar,Power Plant,1.8383334,2.1853025417713597e-5,0
Madison Solar,Power Plant,0.66333336,3.6369673085614e-5,0
Madison Solar,Power Plant,0.66333336,3.6369673085614e-5,0
Madison Solar,Power Plant,0.66333336,2.3856087472314016e-5,0
Madison Solar,Power Plant,0.66333336,2.3856087472314016e-5,0
Brimfield,Power Plant,0.7841667,3.74163075885035e-5,56
WEB Brookfield,Power Plant,0.825,3.3903168831634935e-5,0
3Colton,Power Plant,2.8675,3.4722277991183245e-5,0
"King Creek Wind Farm 1, LLC",Power Plant,0.39833334,1.618110745801252e-5,0
Summit - Scriba CSG,Power Plant,12.729166,2.2306325997354423e-5,0
"King Creek Wind Farm 2, LLC",Power Plant,2.2508333,1.420317623275191e-5,0
BPL Files Solar,Power Plant,1.9183333,2.118438789494213e-5,0
Black Mesa BESS,Power Plant,0.5058333,2.158359364685226e-5,0
Wonderful Firebaugh,Power Plant,6.7275,2.4575208372844676e-5,0
Wonderful Kings,Power Plant,8.4075,2.200243007742198e-5,0
Superstition Energy Storage,Power Plant,35.753334,3.8203730712919846e-5,54
Sierra Estrella Energy Storage,Power Plant,17.599167,3.307864857364446e-5,0
St. Gall Energy Storage I,Power Plant,2.8708334,1.683346620248056e-5,0
Callisto I Energy Center,Power Plant,69.668335,3.178153798376497e-5,73
Brainerd Airport,Power Plant,11.866667,1.828751013009049e-5,48
Bulloch County GA S4 LLC,Power Plant,8.591666,2.570817897118201e-5,0
Elk Solar LLC,Power Plant,1.0308334,2.494557842778843e-5,45
Bulloch County GA S3 LLC,Power Plant,9.5075,2.570817897118201e-5,0
Green Solar LLC (CSG),Power Plant,0.46083334,1.734754711429449e-5,1
Richmond County GA S2 LLC,Power Plant,4.885,2.489702482052951e-5,0
Marble Solar LLC (CSG),Power Plant,2.7416666,2.9671285340075353e-05,31
Upson County GA S1 LLC,Power Plant,18.723333,2.2941686631799852e-5,80
Sheridan Solar LLC (CSG),Power Plant,2.07,2.3007870149895492e-5,0
Wallace Solar LLC (CSG),Power Plant,1.1475,2.476474014366657e-5,0
Yellow Pine Solar,Power Plant,2.6608334,1.6694275372754774e-5,0
"Virginia Line Solar, LLC",Power Plant,1.4666667,2.093464603607687e-5,0
Ruler Solar Partners (CSG),Power Plant,0.93083334,2.5671494816260288e-5,0
Royal Solar Partners (CSG),Power Plant,0.93083334,2.5671494816260288e-5,0
"Erie Solar, LLC",Power Plant,7.7941666,2.5355485506784007e-5,0
IMPA Middletown Solar Park,Power Plant,3.7483335,3.594375214653832e-5,39
IMPA Richmond Solar Park 7,Power Plant,10.449166,3.261256111914103e-5,28
NSE Astoria - Skyward,Power Plant,3.435,3.1783878116492325e-5,31
"Wildflower Solar, LLC (MS)",Power Plant,1.1583333,2.8649562808468825e-5,0
BWC Unity Pond LLC,Power Plant,2.9491668,2.3888729380797827e-5,41
Edison Farm,Power Plant,14.683333,2.3191372223457184e-5,32
Overhill Solar,Power Plant,6.4166665,2.1986015483567407e-5,22
Polk Farm,Power Plant,5.1683335,2.5274033964417137e-5,22
Selwyn Farm,Power Plant,1.9541667,2.228877775820921e-5,54
Shieldwall Solar,Power Plant,0.8725,2.18693682629195e-5,3
Summit Solar,Power Plant,1.9625,2.629322745457341e-5,14
Gray Fox Solar LLC,Power Plant,1.3908334,2.3561759797474977e-5,14
Auburn Solar LLC (CSG),Power Plant,1.4908333,3.664346144284387e-5,0
"SCS Penfield One 010750 Penfield, LLC",Power Plant,1.5491667,2.4073224349690357e-5,0
"SCS Harpswell 012903 Brunswick, LLC",Power Plant,2.4416666,2.0118381625851796e-5,35
Oswego,Power Plant,0.5108333,1.771660035558059e-5,0
NY USLE Rome-Oriskany,Power Plant,2.6141667,1.65615522801011e-5,35
"Cereal City Solar, LLC",Power Plant,1.3291667,3.204911868130384e-5,0
Jax LNG,Power Plant,78.0775,3.9817284834707634e-5,96
Towanda Facility,Power Plant,6.035,2.0297561200135197e-5,0
"Goleta Energy Storage, LLC",Power Plant,35.928333,1.604281609732244e-5,71
Alta Sea,Power Plant,33.608334,4.63746913586414e-5,0
Caribou,Power Plant,0.55333334,1.6530736005294707e-5,0
Loring,Power Plant,0.95666665,1.5187965797016645e-5,38
Red Mesa Solar Project,Power Plant,0.42916667,1.0619037449898122e-5,0
Chaves County Solar II,Power Plant,1.0608333,1.4648301396208434e-5,0
"AJMS, LLC",Power Plant,0.44666666,2.2475782541887163e-5,0
Buena Vista Energy Center,Power Plant,0.7425,2.4937785300934336e-5,0
Grizzly Ridge Solar,Power Plant,0.47583333,1.2658453657690537e-5,0
Hayhurst New Mexico Solar,Power Plant,2.8441668,2.2603693190476178e-5,0
Spanish Fork Community Solar,Power Plant,39.426666,2.289216084464398e-5,0
IMPA Knightstown Solar Park,Power Plant,3.51,3.47174405349857e-5,12
IMPA Washington Solar Park 2,Power Plant,1.2991667,3.533809486602917e-5,0
Manheim New England,Power Plant,13.408334,2.90489324001332e-5,45
Sonny Solar LLC,Power Plant,1.0466666,2.290323411776195e-5,0
Dane County Solar LLC,Power Plant,6.0625,3.2705138282460514e-5,0
Five Wells Solar Center - Hybrid,Power Plant,2.0049999,1.3590107928964464e-5,1
Westside Solar,Power Plant,3.0083334,3.014560942446069e-5,0
Stanton Battery Energy Storage,Power Plant,69.418335,5.8486032630349014e-5,92
ELP Livingston Solar,Power Plant,0.67333335,3.104113614018668e-5,0
ELP Claverack Solar,Power Plant,1.6858333,2.7162358755679012e-5,0
"Emerald Marshfields, LLC",Power Plant,10.448334,3.060043440460983e-5,14
"Emerald Kemble, LLC",Power Plant,11.1925,4.3982359496103106e-5,84
"Emerald Gardens PKI, LLC",Power Plant,26.824167,4.2965769360733344e-5,78
USS Fruita Solar LLC CSG,Power Plant,2.6983333,1.4172953347523443e-5,18
USS Fair Park Solar LLC (CSG),Power Plant,0.74833333,3.5500784906092753e-5,0
Monroeville RTO BTM,Power Plant,13.195,3.113263308982792e-5,0
USS Cosmo Solar LLC (CSG),Power Plant,0.6275,2.874124060565651e-5,0
USS Cogburn Solar LLC (CSG),Power Plant,1.4658333,2.3623280323480155e-5,18
Niles RTO BTM,Power Plant,5.483333,2.924942271686579e-5,45
Perkasie PA BTM,Power Plant,10.003333,2.935529224368403e-5,0
LSE Musca Solar,Power Plant,0.86333334,1.4305066427381478e-5,0
Weatherly(PA) RTO BTM,Power Plant,4.181667,2.4571842274116896e-5,35
Woodville RTO BTM,Power Plant,9.8075,4.066364432034405e-5,86
Blakely (PA) RTO BTM,Power Plant,14.864166,1.81503181677754e-5,0
Ephrata PA BTM,Power Plant,15.975833,3.161189703638146e-5,18
Westport Stone & Sand Solar (CSG),Power Plant,2.1458333,2.583011378099855e-5,0
Girard (PA) RTO BTM,Power Plant,14.9383335,2.467544641073283e-5,74
Northline Solar CSG,Power Plant,1.3175,2.0568775613636576e-5,0
Quakertown PA BTM,Power Plant,17.379168,3.0337078859757098e-5,71
Schuylkill Haven PA BTM,Power Plant,17.515,2.2703853073984136e-5,62
Mifflinburg PA BTM,Power Plant,4.5308332,1.6414647348837162e-5,46
Wadsworth IPS RTO BTM,Power Plant,7.090833,2.6918703496871487e-5,27
Hatfield PA BTM,Power Plant,16.1125,3.268682706764115e-5,65
Yale New Haven - New London,Power Plant,24.938334,3.2028209611887024e-5,93
Anheuser Busch - Fairfield,Power Plant,29.6,3.120466557206799e-5,92
Apple Staten Island - Industrial Loop,Power Plant,18.545,7.776227588608541e-5,51
Redlands Community Hospital,Power Plant,11.645833,8.23552664466049e-5,72
Taylor Farms - Schilling Place,Power Plant,65.1425,1.2357314274410265e-5,81
Apple Staten Island - Winant Place,Power Plant,29.351667,7.776227588608541e-5,68
Beaumont BESS,Power Plant,15.8475,4.6145679863869906e-5,0
Placerita ESS,Power Plant,40.461666,5.613236152309057e-5,34
Wadsworth HBS RTO BTM,Power Plant,4.6383333,3.206134584417172e-5,84
"Spring Hope Solar 2, LLC",Power Plant,1.2225,1.945551032426544e-5,36
Dakota,Power Plant,0.81916666,2.990112095110641e-5,13
Galt,Power Plant,4.7,3.28898503747678e-5,0
Grass River,Power Plant,0.59,2.218881371992789e-5,25
Meltwater,Power Plant,1.43,2.0350985756735516e-5,0
Niagara (NY),Power Plant,3.6075,2.8081720375446223e-5,51
Skyline,Power Plant,3.3899999,3.057548204362262e-5,41
Walldog,Power Plant,4.2591667,3.814105391616514e-5,0
MD JESSUP 7950 OCEANO AVE,Power Plant,45.1225,4.115965133693178e-5,74
Cedar Trail,Power Plant,0.58,1.9500958876717e-5,0
Swallowtail,Power Plant,0.4075,1.908280761972672e-5,0
Lawrence Solar 1 LLC,Power Plant,0.93833333,3.619524305353385e-5,48
Lawrence Solar 2 LLC,Power Plant,0.93833333,3.619524305353385e-5,48
Schmidt CSG 1,Power Plant,3.1966667,3.495635542367159e-5,45
SV CSG Wagner A LLC,Power Plant,0.9091667,3.074368947273667e-5,25
SV CSG Wagner B LLC,Power Plant,0.7325,3.58130182115472e-5,29
Oaks Landfill CS 2,Power Plant,3.8241665,2.9307599150281335e-5,86
Tubolino CSG,Power Plant,6.3058333,2.0395508629214237e-5,6
Capon Bridge Solar LLC,Power Plant,1.3058333,1.838284553165367e-5,16
Holtville,Power Plant,28.805,4.1376244305928296e-5,5
Twin Lakes Solar LLC,Power Plant,1.3475,3.642374765953855e-5,3
Coffee Creek BESS,Power Plant,20.038334,3.826295408493533e-5,80
Osage City Solar,Power Plant,0.6725,2.568419533728502e-5,0
Spring Lane,Power Plant,0.905,2.5066526733290116e-5,0
CUA West Campus - South (CSG),Power Plant,71.97667,4.622169294262804e-5,6
EDF Saucon Valley,Power Plant,10.009167,2.889811588334085e-5,1
CUA West Campus - North (CSG),Power Plant,71.97667,4.622169294262804e-5,6
Constable BESS,Power Plant,14.148334,2.925092843450973e-5,0
Whiskey Acres,Power Plant,2.8683333,4.743640570897186e-5,0
Al Pastor Battery Storage Plant,Power Plant,5.991667,1.995058179220984e-5,0
WPWP,Power Plant,4.7425,2.0423188301046973e-5,90
Antigo-Forrest Street Solar Project,Power Plant,1.8316667,2.3500063648712378e-5,0
"Auburn Solar WI, LLC",Power Plant,1.3516667,3.346418715859428e-5,0
"Bonduel Solar WI, LLC",Power Plant,0.94166666,2.7175223615832448e-5,0
"Hackbarth Solar WI, LLC",Power Plant,1.1058333,3.463416088850545e-5,0
"Jackson Solar WI, LLC",Power Plant,1.68,3.371356150538555e-5,0
"LaFayette Solar WI, LLC",Power Plant,3.0541668,3.747723102301913e-5,0
"Raymond Solar WI, LLC",Power Plant,1.6700001,4.886189636299381e-5,0
"Silver Lake Solar WI, LLC",Power Plant,2.3716667,4.687283401478003e-5,0
"Spring Prairie Solar WI, LLC",Power Plant,1.0791667,4.0744408451057714e-5,0
Citadel Battery Storage Plant,Power Plant,7.701667,4.587535052971754e-5,0
Wigeon Whistle Battery Storage Plant,Power Plant,5.7083335,2.541917093353216e-5,0
Bishop Ranch BR 1-X,Power Plant,40.869167,4.003940691165702e-5,100
Dynamic Energy CT STAG,Power Plant,19.4925,3.830356306398876e-5,82
White Plains RFP Shapham Place,Power Plant,32.371666,5.025197200834316e-5,74
Highway 43 1887-WD,Power Plant,2.2091665,2.6546403124078623e-5,0
Nachtigall 1836-WD,Power Plant,5.3258333,2.7529513820314703e-5,1
Terry 1818-WD,Power Plant,14.1525,2.7529513820314703e-5,0
Kern Sunset 1886-WD,Power Plant,12.706667,3.7702670996275625e-5,0
DG Harlem Solar,Power Plant,0.77666664,3.2255260535513115e-5,47
Plote Somonauk,Power Plant,0.89416665,4.417177740169399e-5,0
Slocum Energy Storage,Power Plant,25.68,4.038393463101149e-5,52
All World Solar Facility,Power Plant,24.328333,3.742200835465625e-5,0
