"facility_name","address","city","state","zip","county","lat","long","status","operator_name","mw","sizerank","community_pushback","mw_clean","local_gen_mw","pct_consumed","local_mw_capacity","pct_consumed_capped"
"Summit Crossing (Amazon)","~3001 Summit Crossing Rd","Fredericksburg","VA","22408","Spotsylvania",38.19338,-77.43845,"Approved/Permitted/Under construction","Amazon",NA,"Unknown","Unknown",0,714371.90000001,0,11434.1,0
"Summit Crossing Tech Campus","Summit Crossing Road","Fredericksburg","VA","22408","Spotsylvania",38.188473,-77.44053,"Proposed",NA,NA,"Unknown","Unknown",0,715881.90000001,0,11432.1,0
"Summit Technology Park","2901 Summit Crossing RD","Fredericksburg","VA","22408","Spotsylvania",38.19514,-77.43207,"Proposed",NA,NA,"Unknown","Unknown",0,714012.60000001,0,11414.1,0
"Vantage Data Center","225 Centreport Parkway","Fredericksburg","VA","22406","Spotsylvania",38.39153,-77.46516,"Operating",NA,NA,"Unknown","Unknown",0,717452.20000001,0,11782.3,0
"COPT DC 19 LLC","8170 BETHLEHEM RD","Gainesville","VA","20155","Prince William",38.779423,-77.54248,"Operating","COPT DC 19 LLC",NA,"Unknown","Unknown",0,722037.00000001,0,10030.4,0
"Gainesville Crossing Data Campus","13700 UNIVERSITY BLVD","Gainesville","VA","20155","Prince William",38.801327,-77.5803,"Expanding","CORSCALE","306","Hyperscale (100-999 MW)","Unknown",306,723915.20000001,4.06914893617021,7520,4.06914893617021
"Gainsville East","5945 WELLINGTON RD","Gainesville","VA","20155","Prince William",38.790676,-77.587975,"Proposed","Amazon",NA,"Unknown","Unknown",0,723915.20000001,0,8332.1,0
"Gardner Property","14414 MCGRAWS CORNER","Gainesville","VA","20155","Prince William",38.7958,-77.62219,"Proposed",NA,NA,"Unknown","Unknown",0,724130.20000001,0,7510.5,0
"GCDC PURCHASER PHASE 1 LLC","13760 UNIVERSITY BLVD","Gainesville","VA","20109","Prince William",38.802406,-77.58256,"Expanding","GCDC PURCHASER PHASE 1 LLC",NA,"Unknown","Unknown",0,723915.20000001,0,7520,0
"I-66 and Route 29 Technology Park","14300 JOHN MARSHALL HWY","Gainesville","VA","20155","Prince William",38.8008,-77.61256,"Proposed","NTT Global Data Centers",NA,"Unknown","Unknown",0,724126.30000001,0,7512.5,0
"John Marshall CommonsTech Park","14392 JOHN MARSHALL HWY","Gainesville","VA","20155","Prince William",38.803947,-77.61687,"Proposed","CTP-1 LLC",NA,"Unknown","Unknown",0,724130.20000001,0,7510.5,0
"NTT Data Center","Core Scientific","Gainesville","VA","20155","Prince William",38.800114,-77.60961,"Proposed",NA,"96","Large (51-99 MW)","Unknown",96,724126.30000001,1.27753010845698,7514.5,1.27753010845698
"PORPOISE VENTURES LLC (Digital Realty Trust)","8217 LINTON HALL RD","Gainesville","VA","20155","Prince William",38.778057,-77.59468,"Operating","PORPOISE VENTURES LLC (Digital Realty Trust)",NA,"Unknown","Unknown",0,723915.20000001,0,8330.6,0
"Prince William Digital Gateway","Pageland Ln","Gainesville","VA","20155","Prince William",38.82437,-77.56874,"Cancelled","Compass, QTS Data Centers",NA,"Mega campus (>1,000 MW)","Yes",0,723859.30000001,0,7524.8,0
"University Business Park","13490 UNIVERSITY BLVD","Gainesville","VA","20155","Prince William",38.79446,-77.58242,"Proposed","Microsoft",NA,"Unknown","Unknown",0,723915.20000001,0,8334,0
"Village Place at Gainesville Technology Park","14403 JOHN MARSHALL HWY","Gainesville","VA","20155","Prince William",38.801834,-77.6206,"Proposed","CTP-I LLC",NA,"Unknown","Unknown",0,724131.500000011,0,7510.5,0
"Cavalier Innsbrook Data Center","4551 COX RD","Glen Allen","VA","23060","Henrico",37.660877,-77.57392,"Operating","HIGHWOODS PROP",NA,"Unknown","Unknown",0,716345.90000001,0,9100.8,0
"Hunter Hawking Data Center","15201 Ashland Rd","Glen Allen","VA","23059","Hanover",37.71385,-77.6231,"Cancelled",NA,"900","Hyperscale (100-999 MW)","Yes",900,717293.00000001,10.0390407138873,8965,10.0390407138873
"Unnamed Data Center","6321 ROCKFORD SCH RD","Gretna","VA","24557","Pittsylvania",36.98035,-79.35187,"Proposed","BOLES, BRENDA ET ALS EAST, SHARON ET ALS BOLES, DOUGLAS ET ALS KELLEY, OTEY HARRIS III ET ALS KELLEY, CHARLES ET ALS",NA,"Unknown","Unknown",0,765487.70000001,0,6683,0
"DBT Data Cyber Integration Center","139 TYCO ST","Harrisonburg","VA","22802","Harrisonburg",38.462486,-78.8568,"Expanding","AC 139 TYCO STREET LLC",NA,"Unknown","Unknown",0,755080.900000011,0,1766,0
"AMAZON DATA SERVICES INC","15435 JOHN MARSHALL HWY","Haymarket","VA","20169","Prince William",38.815937,-77.652245,"Operating","Amazon",NA,"Unknown","Unknown",0,724394.900000011,0,7501.3,0
"DC 11 DE LLC (Amazon)","15395 JOHN MARSHALL HWY","Haymarket","VA","20169","Prince William",38.815174,-77.64868,"Operating","Amazon",NA,"Unknown","Unknown",0,724279.900000011,0,7504.6,0
"EdgeConneX Richmond - EDCRIC01","1450 E PARHAM RD","Henrico","VA","23228","Henrico",37.63892,-77.46779,"Operating","NORTH RUN LH LLC",NA,"Unknown","Unknown",0,710934.80000001,0,7854.7,0
"Lumen Richmond 2","8145 Staples Mill Road","Henrico","VA","23228","Henrico",37.623894,-77.50267,"Operating","LEVEL 3 COMMUNICATIONS LLC",NA,"Unknown","Unknown",0,711169.00000001,0,7872.5,0
"Equinix DC 97","460 SPRINGPARK PL","Herndon","VA","20170","Fairfax",38.96167,-77.37743,"Operating","LDI PROPCO 2 LLC",NA,"Unknown","Unknown",0,716233.40000001,0,11005.4,0
"Renaissance Technology Park","13850 PARK CENTER RD","Herndon","VA","20171","Fairfax",38.932446,-77.42387,"Proposed","RP INDUSTRIAL OWNER II LLC",NA,"Unknown","Unknown",0,716473.40000001,0,8851.5,0
"DC-4","10680 UNIVERSITY BLVD","Innovation","VA","20109","Prince William",38.75263,-77.5165,"Proposed","QTS MANASSAS I DC4 LLC",NA,"Unknown","Unknown",0,721925.40000001,0,10026.6,0
"EdgeCore","5735 State Rte 653","Kents Store","VA","23084","Goochland",37.88311,-78.0388,"Suspended",NA,"1100","Mega campus (>1,000 MW)","Unknown",1100,731958.40000001,12.1170729557947,9078.1,12.1170729557947
"Birchwood AWS","10900 BIRCHWOOD DR","King George","VA","22485","King George",38.266403,-77.317726,"Proposed","Amazon",NA,"Unknown","Unknown",0,712250.50000001,0,12982.3,0
"Dahlgren West","west of the intersection of Route 301 and Route 616, just up the road from the Chestnut Hill Loop","King George","VA","22485","King George",38.30985,-77.11264,"Proposed",NA,NA,"Unknown","Unknown",0,702731.30000001,0,12267.5,0
"Cochran Mill Road","42277 COCHRAN MILL RD","Leesburg","VA","20175","Loudoun",39.074635,-77.51654,"Proposed",NA,NA,"Unknown","Unknown",0,719387.600000011,0,6993.8,0
"COMPASS DATACENTERS IAD I","42247 THUNDERBALL DR","Leesburg","VA","20175","Loudoun",39.04382,-77.5376,"Operating","COMPASS DATACENTERS IAD I LLC",NA,"Unknown","Unknown",0,720116.600000011,0,6932.5,0
"Cross Mill Center","20040 SYCOLIN RD","Leesburg","VA","20175","Loudoun",39.06295,-77.550476,"Proposed","Kuhn, Charles C/JK Holdings II LLC",NA,"Unknown","Unknown",0,720148.600000011,0,6932.5,0
"Cross Mill Center Data Center","Skycolin Rd","Leesburg","VA","20175","Loudoun",39.06358,-77.5522,"Proposed",NA,NA,"Unknown","Unknown",0,720154.100000011,0,6932.5,0
"Curata Partners Leesburg Data Center","west side of Gulick Mill Road, south of Leesburg","Leesburg","VA","20175","Loudoun",39.03693,-77.56153,"Proposed","Curata Partners",NA,"Unknown","Unknown",0,721663.100000011,0,6932.5,0
"Greenlin Park","41453 HOGELAND MILL RD","Leesburg","VA","20175","Loudoun",39.056362,-77.55221,"Proposed","Charles S Kuhn/JK Landholdings II LLC",NA,"Unknown","Unknown",0,721657.600000011,0,6932.5,0
"HAYDEN TECHNOLOGIES","20491 GOOSE LANDING LN","Leesburg","VA","20175","Loudoun",39.051716,-77.53956,"Expanding","HAYDEN TECHNOLOGIES LLC",NA,"Unknown","Unknown",0,720146.600000011,0,6932.5,0
"IAD 01-04","19540 COMPASS CREEK PKWY","Leesburg","VA","20175","Loudoun",39.067856,-77.56021,"Operating","Microsoft",NA,"Unknown","Unknown",0,721743.100000011,0,6930.5,0
"Leesburg Data Center","41789 Cochran Mill Rd, Leesburg, VA 20175","Leesburg","VA","20175","Loudoun",39.06878,-77.5313,"Proposed","Amazon",NA,"Unknown","Unknown",0,719492.600000011,0,6932.5,0
"Leesburg Gateway","481 POTOMAC STATION DR","Leesburg","VA","20176","Loudoun",39.103153,-77.536385,"Proposed","Google",NA,"Unknown","Unknown",0,720227.600000011,0,6247.2,0
"Leesburg Gateway","Betw East Market St and Potomac Station Dr","Leesburg","VA","20176","Loudoun",39.105076,-77.536705,"Proposed",NA,NA,"Unknown","Yes",0,720227.600000011,0,6261.6,0
"NVA06 Campus","19265 COMPASS CREEK PKWY","Leesburg","VA","20175","Loudoun",39.080227,-77.56473,"Operating","STACK INFRASTRUCTURE","24","Medium (11-50 MW)","Unknown",24,721745.100000011,0.387979113791041,6185.9,0.387979113791041
"NVA06 Campus","19275 COMPASS CREEK PKWY SE","Leesburg","VA","20175","Loudoun",39.082626,-77.56523,"Operating","STACK INFRASTRUCTURE","48","Medium (11-50 MW)","Unknown",48,721747.900000011,0.775958227582082,6185.9,0.775958227582082
"Oaklawn","101 OAKLAWN DR","Leesburg","VA","20175","Loudoun",39.091972,-77.56057,"Proposed",NA,NA,"Unknown","Unknown",0,721750.600000011,0,6185.9,0
"Orme Farm Rezoning","41451 SHREVE MILL RD","Leesburg","VA","20175","Loudoun",39.059395,-77.55797,"Proposed","Van Metre Communities LLC/Roy Barnett",NA,"Unknown","Unknown",0,721664.100000011,0,6930.5,0
"Project Celtic Phase 1","20680 CELTIC PARK DR","Leesburg","VA","20175","Loudoun",39.056915,-77.54663,"Expanding","Google",NA,"Unknown","Unknown",0,720147.600000011,0,6932.5,0
"Project Celtic Phase 2","20649 ENERGY PARK DR","Leesburg","VA","20175","Loudoun",39.0539,-77.54465,"Expanding","Google",NA,"Unknown","Unknown",0,720146.600000011,0,6932.5,0
"Tuscarora Crossing Landbay 3","19560 CROSSTRAIL BLVD","Leesburg","VA","20175","Loudoun",39.077232,-77.533745,"Proposed","BlackChamber Group",NA,"Unknown","Unknown",0,719493.600000011,0,6932.5,0
"Villages at Leesburg","42830 GOLF CLUB RD","Leesburg","VA","20176","Loudoun",39.087734,-77.5195,"Proposed","STACK INFRASTRUCTURE",NA,"Unknown","Unknown",0,719417.600000011,0,6993.8,0
"Spring Valley Technology Park","22532 EVERGREEN MILLS RD","LEESBURG","VA","20175","Loudoun",39.001057,-77.57126,"Proposed",NA,NA,"Unknown","Unknown",0,721724.100000011,0,6937.4,0
"Wilderness Crossing","4447 GERMANNA HWY","Locust Grove","VA","22508","Orange",38.33316,-77.73109,"Proposed","Amazon",NA,"Unknown","Unknown",0,726757.80000001,0,9106.7,0
"Amazon Data Center","Hwy 33","Louisa","VA","23093","Louisa",37.98242,-77.9511,"Proposed","Amazon",NA,"Unknown","Unknown",0,729326.70000001,0,8676.5,0
"North Creek Tech Campus","Mount Airy Rd","Louisa","VA","23093","Louisa",37.968376,-77.95334,"Proposed","Amazon",NA,"Unknown","Unknown",0,729325.70000001,0,8690.9,0
"Amazon Data Center","between Kennon and School Bus Rds","Louisa County","VA","23117","Louisa",38.00263,-77.94,"Cancelled","Amazon",NA,"Unknown","Unknown",0,728475.80000001,0,8696.5,0
"Desper Creek Technology Campus (AWS Data Center)","Betw Mt Airy Rd and US-33","Louisa County","VA","23093","Louisa",37.97047,-77.9546,"Proposed",NA,NA,"Unknown","Unknown",0,729325.70000001,0,8690.9,0
"Data center","Cabin Field Rd and Richmond Hwy","Lynchburg","VA","24504","Campbell County",37.3761,-79.0327,"Cancelled",NA,NA,"Unknown","Unknown",0,757866.00000001,0,4181.6,0
"9001 Hornbaker Rd","9001 HORNBAKER RD","Manassas","VA","20109","Prince William",38.762554,-77.53385,"Proposed",NA,NA,"Unknown","Unknown",0,722070.20000001,0,10026.6,0
"ABTEEN VENTURES LLC (CloudHQ)","10880 AIRMAN AVE","Manassas","VA","20110","Prince William",38.716854,-77.49974,"Operating","ABTEEN VENTURES LLC (CloudHQ)",NA,"Unknown","Unknown",0,719635.90000001,0,11918.9,0
"Airport Gateway Commerce Center","10940 AIRMAN AVE","Manassas","VA","20110","Prince William",38.715843,-77.49836,"Proposed","UNICORN INTERESTS LLC, PCL F1",NA,"Unknown","Unknown",0,718125.90000001,0,11897.2,0
"AIRPORT GATEWAY COMMERCE CENTER","10850 Airman Ave","Manassas","VA","20110","Prince William",38.72144,-77.49643,"Proposed","UNICORN HOTEL LLC, C/O DUPONT FABROS DEVELOPMENT, PCL D",NA,"Unknown","Unknown",0,718149.30000001,0,11920.4,0
"ALEXANDRIA TECHNOLOGY CENTER","10600 PYRAMID PL","Manassas","VA","20110","Prince William",38.756546,-77.51377,"Proposed","QTS MANASSAS I LAND LLC C/O BLACKSTONE PROPERTY ADVISORS",NA,"Unknown","Unknown",0,721864.40000001,0,10031.1,0
"Alligned Data Centers (Balls Ford)","10920 BALLS FORD RD","Manassas","VA","20109","Prince William",38.799274,-77.52802,"Proposed","PROPCO LLC",NA,"Unknown","Unknown",0,721832.90000001,0,9220.4,0
"Amazon Data Center","7101 CENTURY PARK DR","Manassas","VA","20109","Prince William",38.7977,-77.54477,"Proposed","Amazon",NA,"Unknown","Unknown",0,721974.00000001,0,9217.4,0
"Amazon Data Center",NA,"Manassas","VA","20110","Prince William",38.733845,-77.51592,"Proposed","Amazon",NA,"Unknown","Unknown",0,719746.60000001,0,11919.6,0
"Amazon Data Center","7500 BETHLEHEM RD","Manassas","VA","20109","Prince William",38.792118,-77.53619,"Proposed","Amazon",NA,"Unknown","Unknown",0,721972.00000001,0,10031.4,0
"Amazon Data Center","7300 CENTURY PARK DR","Manassas","VA","20109","Prince William",38.7956,-77.54214,"Proposed","Amazon",NA,"Unknown","Unknown",0,721974.00000001,0,10031.4,0
"AMAZON DATA SERVICES INC","7600 DOANE DR","Manassas","VA","20109","Prince William",38.792156,-77.54833,"Operating","Amazon",NA,"Unknown","Unknown",0,722038.00000001,0,10031.4,0
"AMAZON DATA SERVICES INC","11801 BREWERS SPRING RD","Manassas","VA","20109","Prince William",38.789906,-77.54799,"Operating","Amazon",NA,"Unknown","Unknown",0,722038.00000001,0,10031.4,0
"AMAZON DATA SERVICES INC","11800 BREWERS SPRING RD","Manassas","VA","20109","Prince William",38.79109,-77.54837,"Operating","Amazon",NA,"Unknown","Unknown",0,722038.00000001,0,10031.4,0
"AMAZON DATA SERVICES INC","10201 TANNER WAY","Manassas","VA","20110","Prince William",38.734943,-77.504524,"Operating","Amazon",NA,"Unknown","Unknown",0,719661.00000001,0,11920.3,0
"Ashwood Addition","10400 HARRY J PARRISH BLVD","Manassas","VA","20110","Prince William",38.731693,-77.51026,"Proposed",NA,NA,"Unknown","Unknown",0,719745.60000001,0,11920.3,0
"BOURZOU VENTURES LLC (CloudHQ)","10100 HARRY J PARRISH BLVD","Manassas","VA","20110","Prince William",38.72298,-77.49923,"Operating","CloudHQ",NA,"Unknown","Unknown",0,718149.30000001,0,11918.9,0
"COPT DC INNOVATION LLC","11120 THOMASSON BARN RD","Manassas","VA","20109","Prince William",38.74406,-77.529854,"Operating","COPT DC INNOVATION LLC",NA,"Unknown","Unknown",0,722051.90000001,0,11919.6,0
"DC 12 14 DE LLC (Amazon)","7056 WELLINGTON RD","Manassas","VA","20109","Prince William",38.778107,-77.558235,"Operating","DC 12 14 DE LLC (Amazon)",NA,"Unknown","Unknown",0,722093.00000001,0,10026.6,0
"Digital Second Manassas","10000 BRICKYARD WAY","Manassas","VA","20110","Prince William",38.737873,-77.508286,"Proposed","DIGITAL CARVER BRICKYARD LLC",NA,"Unknown","Unknown",0,719681.60000001,0,11920.3,0
"EQUINIX LLC","7400 INFANTRY RIDGE RD","Manassas","VA","20109","Prince William",38.80344,-77.510796,"Operating","Equinix",NA,"Unknown","Unknown",0,719576.10000001,0,9222.1,0
"GI TC 7510 MASON KING CT LLC (Amazon)","7510 MASON KING CT","Manassas","VA","20109","Prince William",38.790344,-77.54118,"Operating","Amazon",NA,"Unknown","Unknown",0,721974.00000001,0,10031.4,0
"INNOVATION EXECUTIVE CENTER DC-3","9420 GODWIN DR","Manassas","VA","20109","Prince William",38.75278,-77.51228,"Proposed","QTS MANASSAS I DC2 LLC",NA,"Unknown","Unknown",0,719681.60000001,0,10027.3,0
"Iron Mountain Building 7","8328 BETHLEHEM RD","Manassas","VA","20109","Prince William",38.775063,-77.539795,"Proposed","IRON MOUNTAIN DATA CENTERS VA 7 LLC",NA,"Unknown","Unknown",0,722028.00000001,0,10030.4,0
"Iron Mountain Data Center VA-1","11680 Hayden Rd","Manassas","VA","20109","Prince William",38.77727,-77.5477,"Operating",NA,"280","Hyperscale (100-999 MW)","Unknown",280,722093.00000001,2.79257175912074,10026.6,2.79257175912074
"Iron Mountain Data Center VA-5","7729 Wellington Glen Dr","Manassas","VA","20109","Prince William",38.77139,-77.5423,"Approved/Permitted/Under construction",NA,NA,"Unknown","Unknown",0,722083.00000001,0,10026.6,0
"KH Data Capital Development","11560 HAYDEN RD","Manassas","VA","20109","Prince William",38.77393,-77.54234,"Operating","IRON MOUNTAIN DATA CENTERS VA 4/5 SUBSIDIARY LLC",NA,"Unknown","Unknown",0,722087.00000001,0,10026.6,0
"KH DATA CAPITAL DEVELOPMENT LAND LLC
 C/O IRON MOUNTAIN GLOBAL REAL ESTATE","11650 HAYDEN RD","Manassas","VA","20109","Prince William",38.7768,-77.54394,"Operating","KH DATA CAPITAL DEVELOPMENT LAND LLC
 C/O IRON MOUNTAIN GLOBAL REAL ESTATE",NA,"Unknown","Unknown",0,722092.00000001,0,10030.4,0
"Manassas Corporate Center MCC-7 PRA","10101 HARRY J PARRISH BLVD","Manassas","VA","20110","Prince William",38.722412,-77.50135,"Proposed","UNICORN INTERESTS LLC",NA,"Unknown","Unknown",0,719660.00000001,0,11918.9,0
"Manassas Data Center","11101 University Blvd","Manassas","VA","20110","Prince William",38.75382,-77.5245,"Proposed",NA,NA,"Unknown","Yes",0,721996.90000001,0,11919.6,0
"MANASSAS NCP LLC","9000 FREEDOM CENTER BLVD","Manassas","VA","20110","Prince William",38.760582,-77.51869,"Operating","MANASSAS NCP LLC",NA,"Unknown","Unknown",0,721929.40000001,0,10030.4,0
"Manassas Point","7816 BETHLEHEM RD","Manassas","VA","20109","Prince William",38.783833,-77.53779,"Proposed",NA,NA,"Unknown","Unknown",0,722036.00000001,0,10031.4,0
"MANASSAS TECHNOLOGY PARTNERS LLC (Amazon)","7505 MASON KING CT","Manassas","VA","20109","Prince William",38.791252,-77.53829,"Operating","MANASSAS TECHNOLOGY PARTNERS LLC (Amazon)",NA,"Unknown","Unknown",0,721974.00000001,0,10031.4,0
"MCC5","10740 AIRMAN AVE","Manassas","VA","20112","Prince William",38.719757,-77.49309,"Proposed","UNICORN INTERESTS LLC, CLOUD HQ",NA,"Unknown","Unknown",0,718123.90000001,0,11920.4,0
"MCI COMMUNICATION SERVICES LLC VERIZON GLOBAL REAL ESTATE","7777 INFANTRY RIDGE RD","Manassas","VA","20109","Prince William",38.80486,-77.51249,"Operating","MCI COMMUNICATION SERVICES LLC VERIZON GLOBAL REAL ESTATE",NA,"Unknown","Unknown",0,721820.70000001,0,9222.1,0
"Mid-County Industrial Park","14901 DUMFRIES RD","Manassas","VA","20112","Prince William",38.63156,-77.41153,"Proposed",NA,NA,"Unknown","Unknown",0,716497.60000001,0,11653.9,0
"NVA05A & NVA05B Proffer Amendment and Rezoning","9101 FREEDOM CENTER BLVD","Manassas","VA","20109","Prince William",38.760544,-77.51536,"Proposed",NA,NA,"Unknown","Unknown",0,721800.40000001,0,10031.4,0
"NVA15 LLC","9650 HORNBAKER RD","Manassas","VA","20109","Prince William",38.74385,-77.53758,"Proposed","STACK INFRASTRUCTURE","48","Medium (11-50 MW)","Unknown",48,722059.40000001,0.402698077116682,11919.6,0.402698077116682
"NVA16 LLC","9530 HORNBAKER RD","Manassas","VA","20109","Prince William",38.748554,-77.53744,"Proposed","Amazon","48","Medium (11-50 MW)","Unknown",48,722059.40000001,0.402698077116682,11919.6,0.402698077116682
"PARSONS BUSINESS PARK LLC","14237 DUMFRIES RD","Manassas","VA","20112","Prince William",38.645596,-77.4416,"Proposed",NA,NA,"Unknown","Unknown",0,717566.70000001,0,11652.8,0
"Potomac Technology Park/ Quantico Ridge","14854 DUMFRIES RD","Manassas","VA","20112","Prince William",38.630245,-77.42247,"Cancelled","Plaza Realty Management Inc",NA,"Unknown","Unknown",0,716501.60000001,0,11650.8,0
"POWERLOFT @ INNOVATION I","9651 HORNBAKER RD","Manassas","VA","20109","Prince William",38.74736,-77.53177,"Operating","POWERLOFT @ INNOVATION I",NA,"Unknown","Unknown",0,722051.90000001,0,11919.6,0
"Project Well","6894 WELLINGTON RD","Manassas","VA","20109","Prince William",38.780552,-77.56264,"Proposed",NA,NA,"Unknown","Unknown",0,722753.00000001,0,8332.1,0
"QTS Manassas DC 2","9400 GODWIN DR","Manassas","VA","20110","Prince William",38.752438,-77.513145,"Operating","QTS Manassas DC 2",NA,"Unknown","Unknown",0,719681.60000001,0,10027.3,0
"QTS Manassas DC 5","9301 FREEDOM CENTER BLVD","Manassas","VA","20109","Prince William",38.75485,-77.51758,"Operating","QTS Manassas DC 5",NA,"Unknown","Unknown",0,721929.40000001,0,10026.6,0
"QTS MANASSAS I DC3 LLC","9480 GODWIN DR","Manassas","VA","20110","Prince William",38.753265,-77.510345,"Expanding","QTS MANASSAS I DC3 LLC",NA,"Unknown","Unknown",0,719681.60000001,0,10027.3,0
"QTS MANASSAS I DC6 LLC","9540 GODWIN DR","Manassas","VA","20110","Prince William",38.75438,-77.509895,"Expanding","QTS MANASSAS I DC6 LLC C/O BLACKSTONE PROPERTY ADVISORS",NA,"Unknown","Unknown",0,719617.60000001,0,10031.1,0
"SI NVA02 LLC A1A","9720 HORNBAKER RD","Manassas","VA","20109","Prince William",38.74435,-77.53293,"Operating","STACK INFRASTRUCTURE",NA,"Unknown","Unknown",0,722051.90000001,0,11919.6,0
"SI NVA02 LLC A2A","9750 HORNBAKER RD","Manassas","VA","20109","Prince William",38.743156,-77.53342,"Operating","STACK INFRASTRUCTURE",NA,"Unknown","Unknown",0,722051.90000001,0,11919.6,0
"SI NVA 04 LLC (Avanti at Innovation)","9590 HORNBAKER RD","Manassas","VA","20109","Prince William",38.74576,-77.53817,"Operating","STACK INFRASTRUCTURE",NA,"Unknown","Unknown",0,722059.40000001,0,11919.6,0
"SI NVA05 LLC","9680 INNOVATION DR","Manassas","VA","20110","Prince William",38.748386,-77.521545,"Operating","STACK INFRASTRUCTURE",NA,"Unknown","Unknown",0,721996.90000001,0,11919.6,0
"SI NVA06 LLC","9700 INNOVATION DR","Manassas","VA","20110","Prince William",38.747314,-77.51989,"Operating","STACK INFRASTRUCTURE",NA,"Unknown","Unknown",0,721925.40000001,0,11919.6,0
"SI NVA07 LLC","9720 INNOVATION DR","Manassas","VA","20110","Prince William",38.746647,-77.51876,"Operating","STACK INFRASTRUCTURE",NA,"Unknown","Unknown",0,721925.40000001,0,11919.6,0
"SI NVA08 LLC","9740 INNOVATION DR","Manassas","VA","20110","Prince William",38.746067,-77.51748,"Operating","STACK INFRASTRUCTURE",NA,"Unknown","Unknown",0,721925.40000001,0,11919.6,0
"South Point Phase II LLC","8300 BUCKEYE TIMBER DR","Manassas","VA","20109","Prince William",38.77665,-77.5567,"Proposed","South Point Phase II LLC",NA,"Unknown","Unknown",0,722093.00000001,0,10026.6,0
"Stoneview","8625 Wellington Rd","Manassas","VA","20109","Prince William",38.76551,-77.51943,"Proposed",NA,NA,"Unknown","Unknown",0,721807.90000001,0,10031.4,0
"UNICORN INTERESTS LLC, PCL C1","10849 AIRMAN AVE","Manassas","VA","20110","Prince William",38.719288,-77.496185,"Proposed","UNICORN INTERESTS LLC",NA,"Unknown","Unknown",0,718125.90000001,0,11918.9,0
"VA6B1 and VA6B2","7749 WELLINGTON RD","Manassas","VA","20109","Prince William",38.76804,-77.53841,"Operating","IRON MOUNTAIN DATA CENTERS LLC",NA,"Unknown","Unknown",0,722074.40000001,0,10026.6,0
"Vulcan Data Center","8501 VULCAN LN","Manassas","VA","20109","Prince William",38.77115,-77.51435,"Proposed","Amazon",NA,"Unknown","Unknown",0,721800.40000001,0,10032.1,0
"WELLINGTON GLEN TECHNOLOGY PARK","11901 SUDLEY MANOR DR","Manassas","VA","20109","Prince William",38.764816,-77.54452,"Proposed",NA,NA,"Unknown","Unknown",0,722082.00000001,0,10026.6,0
"Wellington Road PRA","8819 Wellington Rd","Manassas","VA","20109","Prince William",38.763477,-77.513535,"Proposed",NA,NA,"Unknown","Unknown",0,721800.40000001,0,10032.1,0
"Westview 66","11314 BALLS FORD RD","Manassas","VA","20109","Prince William",38.79625,-77.53552,"Proposed","Microsoft",NA,"Unknown","Unknown",0,721974.00000001,0,10031.4,0
"NVA05C","8860 WELLINGTON RD","MANASSAS","VA","20109","Prince William",38.761223,-77.511635,"Proposed",NA,NA,"Unknown","Unknown",0,719621.60000001,0,10032.1,0
"Roosevelt Building","1755 OLD MEADOW RD","McLean","VA","22102","Fairfax",38.919983,-77.211754,"Operating","YOSEMITE DC ASSETS LLC",NA,"Unknown","Unknown",0,710130.70000001,0,9378.2,0
"Middletown Data Center","8209 Valley Pike","MIddletown","VA","22645","Frederick",39.01765,-78.29093,"Operating","MIDDLETOWN DATA CENTER LLC","6.7","Small (0-10 MW)","Unknown",6.7,737211.800000011,0.156410495844617,4283.6,0.156410495844617
"Project Loch","751 WATKINS CENTRE PKWY","Midlothian","VA","23114","Chesterfield",37.499065,-77.69161,"Proposed",NA,NA,"Unknown","Unknown",0,717912.20000001,0,7886,0
"Province Group @Powhatan Technology Park","1318 PAGE RD","MIDLOTHIAN","VA","23113","Powhatan",37.50839,-77.73239,"Approved/Permitted/Under construction","Province Group","365-2,400","Mega campus (>1,000 MW)","Unknown",365,718692.30000001,4.35373825087075,8383.6,4.35373825087075
"Project Loch (Google)","750 Watkins Centre Pkwy","Midloththian","VA","23114","Chesterfield",37.49932,-77.6884,"Proposed","Google",NA,"Unknown","Unknown",0,717912.20000001,0,8028.4,0
"Lake Anna Tech Campus","Intersection of Haley Dr and Kentucky Springs Rd","Mineral","VA","23117","Louisa",38.04825,-77.80991,"Proposed","Amazon",NA,"Unknown","Unknown",0,727745.40000001,0,9311.7,0
"Project Skye (Google)","4200 Moseley R","Moseley","VA","23120","Chesterfield",37.44824,-77.781,"Proposed","Google",NA,"Unknown","Unknown",0,722913.90000001,0,9066.1,0
"Upper Magnolia Green East","18100 DUVAL RD","Moseley","VA","23120","Chesterfield",37.42037,-77.75997,"Proposed",NA,NA,"Unknown","Unknown",0,720266.60000001,0,10739.5,0
"Upper Magnolia Green West Tract A and Tract B","4401 MOSELEY RD","Moseley","VA","23120","Chesterfield",37.444225,-77.77384,"Proposed",NA,NA,"Unknown","Unknown",0,722539.00000001,0,9066.1,0
"EdgeConneX Norfolk","3800 VILLAGE AVENUE","Norfolk","VA","23502","Norfolk",36.86186,-76.235344,"Operating","Warehouse 888, Llc",NA,"Unknown","Unknown",0,670847.000000009,0,4115,0
"Zone5","2415 ALMEDA AVENUE","Norfolk","VA","23513","Norfolk",36.87813,-76.21608,"Operating","Fair Holdings Llc",NA,"Unknown","Unknown",0,670310.60000001,0,4127.4,0
