ref_number,prefix,property_name,state,county,city,street_number,status,request_type,restricted_address,acreage_of_property,area_of_significance,category_of_property,external_link,level_of_significance_international,level_of_significance_national,level_of_significance_state,level_of_significance_local,level_of_significance_not_indicated,listed_date,nhl_designated_date,other_names,park_name,property_id,district_name,address
02000989,NA,Edgemont Historic District (Boundary Increase),North Carolina,Edgecombe,Rocky Mount,"Roughly bounded by Cokey Rd., George St., Eastern Ave., Edgewood St., and School St.",Listed,Single,FALSE,21,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/47720136,FALSE,FALSE,FALSE,TRUE,FALSE,2002-09-14,NA,NA,NA,02000989,Edgemont (Boundary Increase),"Edgemont Historic District (Boundary Increase), Edgecombe, North Carolina"
11001042,NA,Lincoln Park Historic District,North Carolina,Edgecombe,Rocky Mount,"800 blk. Ellison Dr., 800-900 & 1000-1002 Leggett Rd. & 800 Carver Pl.",Listed,Single,FALSE,NA,Community Planning And Development; Architecture; Black,District,https://catalog.archives.gov/id/47720140,FALSE,FALSE,FALSE,TRUE,FALSE,2012-01-20,NA,NA,NA,11001042,Lincoln Park,"Lincoln Park Historic District, Edgecombe, North Carolina"
80002826,NA,Rocky Mount Central City Historic District,North Carolina,Edgecombe,Rocky Mount,"Roughly bounded by Robinson and Atlantic Aves., Holly and Franklin Sts.",Listed,Single,FALSE,98,Commerce; Transportation; Architecture,District,https://catalog.archives.gov/id/47720150,FALSE,FALSE,TRUE,FALSE,FALSE,1980-06-19,NA,NA,NA,80002826,Rocky Mount Central City,"Rocky Mount Central City Historic District, Edgecombe, North Carolina"
80002832,NA,Tarboro Historic District,North Carolina,Edgecombe,Tarboro,"Roughly bounded by Albemarle Ave., Walnut, Panola, and Water Sts., and River Rd.",Listed,Multiple,FALSE,330,Community Planning And Development; Commerce; Agriculture; Transportation; Architecture,District,https://catalog.archives.gov/id/47717791,FALSE,FALSE,TRUE,FALSE,FALSE,1980-04-02,NA,See Also:76001320;71000578,NA,80002832,Tarboro,"Tarboro Historic District, Edgecombe, North Carolina"
04000904,NA,Ardmore Historic District,North Carolina,Forsyth,Winston-Salem,"Roughly bounded by Knollwood, Queen, Duke, and Ardsley Sts.",Listed,Single,FALSE,600,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/47720252,FALSE,FALSE,FALSE,TRUE,FALSE,2004-08-25,NA,NA,NA,04000904,Ardmore,"Ardmore Historic District, Forsyth, North Carolina"
78001948,NA,Bethabara Historic District,North Carolina,Forsyth,Winston-Salem,N of Winston-Salem on NC 67,Listed,Single,FALSE,41,Community Planning And Development; Historic - Non-Aboriginal; Exploration/Settlement; Architecture; Religion; Social History,District,https://catalog.archives.gov/id/47720163,FALSE,TRUE,FALSE,FALSE,FALSE,1978-11-15,1999-01-20,NA,NA,78001948,Bethabara,"Bethabara Historic District, Forsyth, North Carolina"
76001321,NA,Bethania Historic District,North Carolina,Forsyth,Winston-Salem,"N of Winston-Salem on NC 65, SR 1611, 1628, and 1688",Listed,Single,FALSE,50,Community Planning And Development; Architecture; Religion; Social History,District,https://catalog.archives.gov/id/47720210,FALSE,FALSE,TRUE,FALSE,FALSE,1976-05-03,2001-08-07,See Also:Bethania Historic District (Boundary Increase),NA,76001321,Bethania,"Bethania Historic District, Forsyth, North Carolina"
91000346,NA,Bethania Historic District (Boundary Increase),North Carolina,Forsyth,Bethania,"Roughly, area outside present district W and N along Muddy Cr., S to Reynolda Rd. and E along Walker Rd.",Listed,Single,FALSE,450,Industry; Community Planning And Development; Agriculture; Exploration/Settlement,District,https://catalog.archives.gov/id/47720160,FALSE,FALSE,TRUE,FALSE,FALSE,1991-03-25,NA,See Also:Bethania Historic District,NA,91000346,Bethania (Boundary Increase),"Bethania Historic District (Boundary Increase), Forsyth, North Carolina"
08000379,NA,Centerville Historic District,North Carolina,Forsyth,Winston-Salem,"Roughly bounded by Waughtown, Vargrave, Haled & Chapel Sts.",Listed,Single,FALSE,15,Community Planning And Development; Commerce,District,https://catalog.archives.gov/id/47720258,FALSE,FALSE,FALSE,TRUE,FALSE,2008-05-08,NA,NA,NA,08000379,Centerville,"Centerville Historic District, Forsyth, North Carolina"
02001669,NA,Downtown North Historic District,North Carolina,Forsyth,Winston-Salem,"Roughly bounded by W. Fifth, W. Eighth, N. Main and N. Cherry Sts.",Listed,Single,FALSE,20,Commerce; Architecture,District,https://catalog.archives.gov/id/47720244,FALSE,FALSE,FALSE,TRUE,FALSE,2002-12-31,NA,Trade Street District,NA,02001669,Downtown North,"Downtown North Historic District, Forsyth, North Carolina"
100008467,SG,Downtown Winston-Salem Historic District,North Carolina,Forsyth,Winston-Salem,"3rd, 4th, 5th, 6th, Spring, Spruce, Marshall, Cherry, Town Run, Trade, Liberty, and Church Sts.",Listed,Single,FALSE,53,Architecture; Commerce; Community Planning And Development; Politics/Government; Social History,District,NA,FALSE,FALSE,TRUE,TRUE,FALSE,2022-12-19,NA,NA,NA,100008467,Downtown Winston-Salem,"Downtown Winston-Salem Historic District, Forsyth, North Carolina"
02000442,NA,Holly Avenue Historic District,North Carolina,Forsyth,Winston-Salem,"Roughly bounded by Broad and Marshall Sts., Holly Ave. and Business I-40",Listed,Single,FALSE,59,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/47720254,FALSE,FALSE,FALSE,TRUE,FALSE,2002-05-02,NA,NA,NA,02000442,Holly Avenue,"Holly Avenue Historic District, Forsyth, North Carolina"
04001394,NA,North Cherry Street Historic District,North Carolina,Forsyth,Winston-Salem,"N. Cherry St. bounded by Fourteenth, Twenty-third and Seventeenth St., Lincoln and Pittsburg Ave.",Listed,Single,FALSE,22,Black; Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/47720276,FALSE,FALSE,FALSE,TRUE,FALSE,2004-12-23,NA,NA,NA,04001394,North Cherry Street,"North Cherry Street Historic District, Forsyth, North Carolina"
88000118,NA,North Cherry Street Historic District,North Carolina,Forsyth,Kernersville,100 blk. N. Cherry St.,Listed,Multiple,FALSE,3.5,Architecture; Social History,District,https://catalog.archives.gov/id/47717813,FALSE,FALSE,FALSE,TRUE,FALSE,1988-02-25,NA,NA,NA,88000118,North Cherry Street,"North Cherry Street Historic District, Forsyth, North Carolina"
14000332,NA,North Cherry Street Historic District (Boundary Decrease And Additional Documentation),North Carolina,Forsyth,Winston-Salem,"1407, 1408, 1409, 1410-12, 1411-13, 1415, 1419, 1463, 2067 N. Cherry St.",Listed,Single,FALSE,2.6,NA,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2014-06-20,NA,NA,NA,14000332,North Cherry Street (Boundary Decrease And Additional Documentation),"North Cherry Street Historic District (Boundary Decrease And Additional Documentation), Forsyth, North Carolina"
16000877,NA,Oak Crest Historic District,North Carolina,Forsyth,Winston-Salem,"1141-1537 Polo & Fred's Rds., Friendship, Crepe Myrtle & Rosedale Circles, Idlewilde Dr., Harmon Ave., Hobart St",Listed,Single,FALSE,145,Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2016-12-20,NA,NA,NA,16000877,Oak Crest,"Oak Crest Historic District, Forsyth, North Carolina"
66000591,AD,Old Salem Historic District,North Carolina,Forsyth,Winston-Salem,600 S. Main St. (Salem College campus and area near Salem Sq.),Listed,Add.doc.,FALSE,223,Archeology; Black; Exploration/Settlement; Education; Historic - Non-Aboriginal; Community Planning And Development; Industry; Commerce; European; Architecture; Social History,District,NA,FALSE,TRUE,FALSE,FALSE,FALSE,2066-11-13,2066-11-13,NA,NA,66000591,Old Salem,"Old Salem Historic District, Forsyth, North Carolina"
80002833,NA,Reynolda Historic District,North Carolina,Forsyth,Winston-Salem,Reynolda Rd.,Listed,Single,FALSE,178,Industry; Community Planning And Development; Landscape Architecture; Agriculture; Architecture; Social History,District,https://catalog.archives.gov/id/47720158,FALSE,TRUE,FALSE,FALSE,FALSE,1980-11-28,NA,NA,NA,80002833,Reynolda,"Reynolda Historic District, Forsyth, North Carolina"
08000111,NA,Reynoldstown Historic District,North Carolina,Forsyth,Winston-Salem,"Portions of 800 & 900 blks. of Camel, Cameron, Graham, Jackson & Rich Aves., E. 10th St.& Cameron Ave Bridge",Listed,Single,FALSE,41,Community Planning And Development; Architecture; Engineering; Black,District,https://catalog.archives.gov/id/47720256,FALSE,FALSE,TRUE,FALSE,FALSE,2008-02-28,NA,Cameron Park,NA,08000111,Reynoldstown,"Reynoldstown Historic District, Forsyth, North Carolina"
88000137,NA,South Main Street Historic District,North Carolina,Forsyth,Kernersville,100--600 blks. of S. Main St.,Listed,Multiple,FALSE,45,Industry; Commerce; Exploration/Settlement; Architecture,District,https://catalog.archives.gov/id/47717833,FALSE,FALSE,FALSE,TRUE,FALSE,1988-02-25,NA,See Also:Korner's Folly,NA,88000137,South Main Street,"South Main Street Historic District, Forsyth, North Carolina"
08000380,NA,Sunnyside-Central Terrace Historic District,North Carolina,Forsyth,Winston-Salem,"Roughly bounded by Haled, Junia, Monmouth, Glendale, Goldfloss, Brookline & Main Sts.",Listed,Single,FALSE,140,Community Planning And Development; Industry; Architecture,District,https://catalog.archives.gov/id/47720262,FALSE,FALSE,FALSE,TRUE,FALSE,2008-05-08,NA,NA,NA,08000380,Sunnyside-Central Terrace,"Sunnyside-Central Terrace Historic District, Forsyth, North Carolina"
04001521,NA,Waughtown-Belview Historic District,North Carolina,Forsyth,Winston-Salem,"Roughly bounded by Dacian, Waughtown St, Bellwauwood, Sprague, Ernest, Goldfloss, and Gilbreath Dr.",Listed,Single,FALSE,460,Community Planning And Development; Commerce; Industry,District,https://catalog.archives.gov/id/47720260,FALSE,FALSE,FALSE,TRUE,FALSE,2005-01-20,NA,NA,NA,04001521,Waughtown-Belview,"Waughtown-Belview Historic District, Forsyth, North Carolina"
86003442,NA,West End Historic District,North Carolina,Forsyth,Winston-Salem,"Roughly bounded by W. End Blvd., Sixth, Broad, and Fourth Sts., I-40, Sunset Dr., and Peters Creek",Listed,Single,FALSE,229,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/47720206,FALSE,FALSE,TRUE,FALSE,FALSE,1986-12-04,NA,"See Also:Poindexter, H. D., Houses;Zevely House",NA,86003442,West End,"West End Historic District, Forsyth, North Carolina"
04001524,NA,West Salem Historic District,North Carolina,Forsyth,Winston-Salem,"Roughly bounded by Business 40, Poplar, Salem Ave., Walnut, Shober, Hutton Sts, Granville Dr. and Beaumont St.",Listed,Single,FALSE,350,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/47720250,FALSE,FALSE,FALSE,TRUE,FALSE,2005-01-19,NA,NA,NA,04001524,West Salem,"West Salem Historic District, Forsyth, North Carolina"
09000602,NA,Winston-Salem Tobacco Historic District,North Carolina,Forsyth,Winston-Salem,"Bounded by Chestnut St. on the W., 5th and 7th Sts. on the N., Linden St. on the E., and 4th and Fogle Sts. on the S.",Listed,Single,FALSE,31,Industry; Commerce; Black; Social History,District,https://catalog.archives.gov/id/47720288,FALSE,FALSE,FALSE,TRUE,FALSE,2009-08-05,NA,NA,NA,09000602,Winston-Salem Tobacco,"Winston-Salem Tobacco Historic District, Forsyth, North Carolina"
87000041,NA,Louisburg Historic District,North Carolina,Franklin,Louisburg,"Roughly bounded by Allen Lane, Main and Cedar Sts., Franklin, Elm, and King St.",Listed,Single,FALSE,168,Education; Architecture,District,https://catalog.archives.gov/id/47720342,FALSE,FALSE,FALSE,TRUE,FALSE,1987-02-18,NA,"See Also:Williamson House;Main Building, Louisburg College;P",NA,87000041,Louisburg,"Louisburg Historic District, Franklin, North Carolina"
93000584,NA,Belmont Abbey Historic District,North Carolina,Gaston,Belmont,"100 Belmont--Mt. Holly Rd. (NC 2093, E side)",Listed,Single,FALSE,37.5,Architecture; Religion,District,https://catalog.archives.gov/id/47720419,FALSE,TRUE,FALSE,FALSE,FALSE,1993-07-14,NA,NA,NA,93000584,Belmont Abbey,"Belmont Abbey Historic District, Gaston, North Carolina"
96001525,NA,Belmont Historic District,North Carolina,Gaston,Belmont,"Roughly bounded by Sacred Heart College campus, RR line, N. and S. Main, Glenway, Bryant Sts., Keener Blvd., Central Ave",Listed,Single,FALSE,170,Commerce; Community Planning And Development; Education; Transportation; Architecture,District,https://catalog.archives.gov/id/47720405,FALSE,FALSE,FALSE,TRUE,FALSE,1996-12-27,NA,"See also: US Post Office, Former",NA,96001525,Belmont,"Belmont Historic District, Gaston, North Carolina"
14000228,NA,Bessemer City Downtown Historic District,North Carolina,Gaston,Bessemer City,"Roughly bounded by 13th & E. Alabama Sts., E. & W. Virginia, E. Alabama & W. Pennsylvania Aves.",Listed,Single,FALSE,23,Commerce; Industry,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2014-05-19,NA,NA,NA,14000228,Bessemer City Downtown,"Bessemer City Downtown Historic District, Gaston, North Carolina"
16000560,NA,Cherryville Downtown Historic District,North Carolina,Gaston,Cherryville,"Main, Mountain, 1st, S. Jacob,  S. Oak & N. Mulberry Sts.",Listed,Single,FALSE,19,Architecture; Commerce,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2016-08-17,NA,NA,NA,16000560,Cherryville Downtown,"Cherryville Downtown Historic District, Gaston, North Carolina"
73001344,AD,Dallas Historic District (Additional Documentation),North Carolina,Gaston,Dallas,"Bounded by Holland, Main, Gaston and Trade Sts.",Listed,Add.doc.,FALSE,3,Architecture; Politics/Government,District,https://catalog.archives.gov/id/47720395,FALSE,FALSE,FALSE,TRUE,FALSE,1973-07-26,NA,NA,NA,73001344,Dallas (Additional Documentation),"Dallas Historic District (Additional Documentation), Gaston, North Carolina"
100007593,BC,Dallas Historic District (Boundary Increase),North Carolina,Gaston,Dallas,"All or portions of Balthis, North Cedar, West Church, North Hoffman, Lewis, West Main, North Maple, McSwain, North and South Oakland, South Pine, Puett, West Trade, West Wilkins and Worth Sts., Brookgreen and Queens Drs.",Listed,Boundary,FALSE,73,Architecture; Education,District,https://catalog.archives.gov/id/47720395,FALSE,FALSE,FALSE,TRUE,FALSE,2022-04-13,NA,NA,NA,73001344,Dallas (Boundary Increase),"Dallas Historic District (Boundary Increase), Gaston, North Carolina"
03001375,NA,Downtown Gastonia Historic District,North Carolina,Gaston,Gastonia,"Roughly bounded by Main Ave., Broad St., Second Ave., and Chester St.",Listed,Single,FALSE,46,Architecture; Commerce; Education; Politics/Government,District,https://catalog.archives.gov/id/47720381,FALSE,FALSE,FALSE,TRUE,FALSE,2004-01-06,NA,NA,NA,03001375,Downtown Gastonia,"Downtown Gastonia Historic District, Gaston, North Carolina"
12000236,NA,Downtown Mount Holly Historic District,North Carolina,Gaston,Mount Holly,"100 blks., N. & S. Main Sts. & W. Central Ave.",Listed,Single,FALSE,8,Architecture; Commerce,District,https://catalog.archives.gov/id/47720403,FALSE,FALSE,FALSE,TRUE,FALSE,2012-04-24,NA,NA,NA,12000236,Downtown Mount Holly,"Downtown Mount Holly Historic District, Gaston, North Carolina"
01001131,NA,Loray Mill Historic District,North Carolina,Gaston,Gastonia,"Roughly bounded by W. Franklin Blvd., S. Vance and S. Trenton Sts., and  W. 6th Ave. B",Listed,Single,FALSE,55,Social History; Industry; Architecture,District,https://catalog.archives.gov/id/47720421,FALSE,TRUE,FALSE,FALSE,FALSE,2001-10-19,NA,NA,NA,01001131,Loray Mill,"Loray Mill Historic District, Gaston, North Carolina"
06000228,NA,Loray Mill Historic District (Boundary Increase),North Carolina,Gaston,Gastonia,"Roughly bounded by S. Vance St., RR right-of-way, S. Hill St. and W. Franklin Blvd.",Listed,Single,FALSE,14.4,Industry; Social History; Architecture,District,https://catalog.archives.gov/id/47720417,FALSE,TRUE,FALSE,FALSE,FALSE,2006-04-05,NA,NA,NA,06000228,Loray Mill (Boundary Increase),"Loray Mill Historic District (Boundary Increase), Gaston, North Carolina"
08001412,NA,Mcadenville Historic District,North Carolina,Gaston,Mcadenville,"100-413 Main St., Elm and Poplar Sts., and cross sts. from I-85 to S. Fork of Catawba River",Listed,Single,FALSE,85,Industry; Architecture,District,https://catalog.archives.gov/id/47720415,FALSE,FALSE,FALSE,TRUE,FALSE,2009-02-05,NA,NA,NA,08001412,Mcadenville,"Mcadenville Historic District, Gaston, North Carolina"
05000941,NA,York-Chester Historic District,North Carolina,Gaston,Gastonia,"Bounded by W. Franklin Blvd., W. Second Ave., South St., W. Tenth Ave., W. Eighth Ave. and S. Clay St.",Listed,Single,FALSE,193,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/47720385,FALSE,FALSE,FALSE,TRUE,FALSE,2005-09-01,NA,NA,NA,05000941,York-Chester,"York-Chester Historic District, Gaston, North Carolina"
100006902,SG,Robbinsville Downtown Historic District,North Carolina,Graham,Robbinsville,"North and South Main St., Moose Branch Rd., Dula St., Laura  St., Circle St., and East Main St.",Listed,Single,FALSE,36,Architecture; Commerce; Education; Politics/Government,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2021-09-03,NA,NA,NA,100006902,Robbinsville Downtown,"Robbinsville Downtown Historic District, Graham, North Carolina"
04000465,NA,Tapoco Lodge Historic District,North Carolina,Graham,Robbinsville,14981 Tapoco Rd.,Listed,Multiple,FALSE,122,Architecture; Entertainment/Recreation,District,https://catalog.archives.gov/id/47717847,FALSE,FALSE,FALSE,TRUE,FALSE,2004-05-21,NA,NA,NA,04000465,Tapoco Lodge,"Tapoco Lodge Historic District, Graham, North Carolina"
