ref_number,prefix,property_name,state,county,city,street_number,status,request_type,restricted_address,acreage_of_property,area_of_significance,category_of_property,external_link,level_of_significance_international,level_of_significance_national,level_of_significance_state,level_of_significance_local,level_of_significance_not_indicated,listed_date,nhl_designated_date,other_names,park_name,property_id,district_name,address
75002165,NA,La Lomita Historic District,Texas,Hidalgo,Mission,5 mi. S of Mission on FM 1016,Listed,Single,FALSE,122,Transportation; Exploration/Settlement; Architecture; Religion,District,https://catalog.archives.gov/id/40972577,FALSE,FALSE,FALSE,TRUE,FALSE,1975-05-28,NA,NA,NA,75002165,La Lomita,"La Lomita Historic District, Hidalgo, Texas"
98001184,NA,Lomita Boulevard Commercial Historic District,Texas,Hidalgo,Mission,400 to 700 Blocks S. Conway Blvd.,Listed,Multiple,FALSE,13,Community Planning And Development; Commerce; Hispanic,Building,https://catalog.archives.gov/id/40969593,FALSE,FALSE,FALSE,TRUE,FALSE,1998-09-18,NA,South Conway Commercial Historic District,NA,98001184,Lomita Boulevard Commercial,"Lomita Boulevard Commercial Historic District, Hidalgo, Texas"
05001459,NA,Oblate Park Historic District,Texas,Hidalgo,Mission,"Roughly bounded by Doherty, Keralum, W. 16th St. and W 10th St.",Listed,Multiple,FALSE,125,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/40969591,FALSE,FALSE,FALSE,TRUE,FALSE,2005-12-22,NA,NA,NA,05001459,Oblate Park,"Oblate Park Historic District, Hidalgo, Texas"
84001879,NA,Hillsboro Residential Historic District,Texas,Hill,Hillsboro,"Roughly bounded by Country Club Rd., Thompson, Corsicana, Pleasant, Franklin, and Elm Sts.",Listed,Multiple,FALSE,38,Landscape Architecture; Commerce; Architecture,District,https://catalog.archives.gov/id/40969625,FALSE,FALSE,FALSE,TRUE,FALSE,1984-07-09,NA,NA,NA,84001879,Hillsboro Residential,"Hillsboro Residential Historic District, Hill, Texas"
74002080,NA,Hood County Courthouse Historic District,Texas,Hood,Granbury,"Courthouse Sq., bounded by Bridge, Pearl, and Houston Sts.",Listed,Single,FALSE,12,Commerce; Architecture; Performing Arts,District,https://catalog.archives.gov/id/40972605,FALSE,FALSE,TRUE,FALSE,FALSE,1974-06-05,NA,NA,NA,74002080,Hood County Courthouse,"Hood County Courthouse Historic District, Hood, Texas"
100009055,RS,Big Spring Downtown Historic District,Texas,Howard,Big Spring,"Roughly bounded by 1st, Goliad, 6th, and South Gregg Sts.",Listed,Resubmission,FALSE,68.4,Community Planning And Development; Commerce; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2024-08-26,NA,NA,NA,100009055,Big Spring Downtown,"Big Spring Downtown Historic District, Howard, Texas"
90002092,NA,Indian Hot Springs Health Resort Historic District,Texas,Hudspeth,Sierra Blanca,Address Restricted,Listed,Multiple,TRUE,36,Historic - Non-Aboriginal; Health/Medicine; Architecture,District,NA,FALSE,FALSE,TRUE,FALSE,FALSE,1991-01-11,NA,Archeological Site No. 41 HZ 444,NA,90002092,Indian Hot Springs Health Resort,"Indian Hot Springs Health Resort Historic District, Hudspeth, Texas"
100006046,SG,Port Arthur Downtown Historic District,Texas,Jefferson,Port Arthur,"Roughly bounded by West Reverend Doctor Ransom Howard St., Fort Worth Ave., Lakeshore Dr., and Waco St.",Listed,Single,FALSE,20.9,Community Planning And Development; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2021-01-14,NA,NA,NA,100006046,Port Arthur Downtown,"Port Arthur Downtown Historic District, Jefferson, Texas"
100002844,SG,Cleburne Downtown Historic District,Texas,Johnson,Cleburne,"Roughly bounded by Brown, Border, Harrell & Buffalo Sts.",Listed,Single,FALSE,54,Architecture; Community Planning And Development,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2018-08-31,NA,NA,NA,100002844,Cleburne Downtown,"Cleburne Downtown Historic District, Johnson, Texas"
76002043,NA,Panna Maria Historic District,Texas,Karnes,Panna Maria And,TX 123,Listed,Single,FALSE,2400,Entertainment/Recreation; Exploration/Settlement; Architecture; Social History,District,https://catalog.archives.gov/id/40972734,FALSE,TRUE,TRUE,FALSE,FALSE,1976-05-13,NA,NA,NA,76002043,Panna Maria,"Panna Maria Historic District, Karnes, Texas"
79002989,NA,Comfort Historic District,Texas,Kendall,Comfort,TX 27,Listed,Single,FALSE,85,Community Planning And Development; Architecture; Social History,District,https://catalog.archives.gov/id/40972758,FALSE,FALSE,TRUE,FALSE,FALSE,1979-05-29,NA,NA,NA,79002989,Comfort,"Comfort Historic District, Kendall, Texas"
04000911,NA,Comfort Historic District (Boundary Increase),Texas,Kendall,Comfort,"Roughly bounded by TX 27. Lindner Ave., Cypress Creek, First St., and Front St.,",Listed,Single,FALSE,192.5,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40972768,FALSE,FALSE,FALSE,TRUE,FALSE,2004-08-25,NA,NA,NA,04000911,Comfort (Boundary Increase),"Comfort Historic District (Boundary Increase), Kendall, Texas"
79002990,NA,Fort Clark Historic District,Texas,Kinney,Brackettville,Off U.S. 90,Listed,Single,FALSE,88,Military; Exploration/Settlement; Architecture,District,https://catalog.archives.gov/id/40972786,FALSE,TRUE,FALSE,FALSE,FALSE,1979-12-06,NA,Fort Clark Springs,NA,79002990,Fort Clark,"Fort Clark Historic District, Kinney, Texas"
100002845,RS,Kingsville Downtown Historic District,Texas,Kleberg,Kingsville,"Roughly bound by E Yoakum & E  King Aves., N 12th St. & UPRR,",Listed,Resubmission,FALSE,25.57,Architecture; Commerce; Community Planning And Development,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2018-10-15,NA,NA,NA,100002845,Kingsville Downtown,"Kingsville Downtown Historic District, Kleberg, Texas"
13000177,NA,Cotulla Downtoun Historic District,Texas,La Salle,Cotulla,"Roughly bounded by Kerr, Tilden, Market and Carrizon Sts.",Listed,Single,FALSE,17,Architecture; Community Planning And Development,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2013-04-16,NA,NA,NA,13000177,Cotulla Downtoun,"Cotulla Downtoun Historic District, La Salle, Texas"
88001936,NA,Church Street Historic District,Texas,Lamar,Paris,"Roughly bounded by E. Austin, 3rd, SE, Washington and 1st, SW Sts.",Listed,Multiple,FALSE,37,Architecture,District,https://catalog.archives.gov/id/40969823,FALSE,FALSE,FALSE,TRUE,FALSE,1988-10-26,NA,"See Also:Maxey, Samuel Bell, House;Scott--Roden Mansion",NA,88001936,Church Street,"Church Street Historic District, Lamar, Texas"
88001937,NA,Paris Commercial Historic District,Texas,Lamar,Paris,"Roughly bounded by Price, 3rd, SE, Sherman and 4th, SW",Listed,Multiple,FALSE,60,Community Planning And Development; Commerce; Architecture,District,https://catalog.archives.gov/id/40969827,FALSE,FALSE,FALSE,TRUE,FALSE,1988-12-22,NA,NA,NA,88001937,Paris Commercial,"Paris Commercial Historic District, Lamar, Texas"
100001226,BC,Paris Commercial Historic District (Boundary Increase),Texas,Lamar,Paris,100 3rd St. NW.,Listed,Boundary,FALSE,0.9,Community Planning And Development; Commerce; Architecture,Building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2017-06-19,NA,NA,NA,88001937,Paris Commercial (Boundary Increase),"Paris Commercial Historic District (Boundary Increase), Lamar, Texas"
88001938,NA,Pine Bluff-Fitzhugh Historic District,Texas,Lamar,Paris,500-900 blks of Pine Bluff and 300-600 blks of Fitzhugh,Listed,Multiple,FALSE,21,Architecture,District,https://catalog.archives.gov/id/40969773,FALSE,FALSE,FALSE,TRUE,FALSE,1988-10-26,NA,NA,NA,88001938,Pine Bluff-Fitzhugh,"Pine Bluff-Fitzhugh Historic District, Lamar, Texas"
03001540,NA,Lampasas Downtown Historic District,Texas,Lampasas,Lampasas,"Roughly bounded by Second St., Pecan St., Fourth St. and Chestnut St.",Listed,Single,FALSE,26,Architecture; Commerce; Community Planning And Development,District,https://catalog.archives.gov/id/40972815,FALSE,FALSE,FALSE,TRUE,FALSE,2004-01-28,NA,NA,NA,03001540,Lampasas Downtown,"Lampasas Downtown Historic District, Lampasas, Texas"
100004095,RS,Yoakum Commercial Historic District,Texas,Lavaca,Yoakum,"Roughly bounded by Nelson St., South St., Culpepper St., and Forrest St.",Listed,Resubmission,FALSE,64.4,Architecture; Commerce,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2019-10-29,NA,NA,NA,100004095,Yoakum Commercial,"Yoakum Commercial Historic District, Lavaca, Texas"
88002542,NA,Llano County Courthouse Historic District,Texas,Llano,Llano,"Roughly bounded by the Llano River, Ford St., Sandstone St., and Berry St.",Listed,Single,FALSE,28,Commerce; Art; Politics/Government; Architecture,District,https://catalog.archives.gov/id/40972856,FALSE,FALSE,FALSE,TRUE,FALSE,1989-02-10,NA,See Also:Llano County Courthouse and Jail,NA,88002542,Llano County Courthouse,"Llano County Courthouse Historic District, Llano, Texas"
98000602,NA,Holden Properties Historic District,Texas,Lubbock,Lubbock,"3103, 3105, 3105A, 3105B, 3107, 3109, and 3111 20th St.",Listed,Single,FALSE,0.9,Architecture; Education,District,https://catalog.archives.gov/id/40972876,FALSE,FALSE,TRUE,TRUE,FALSE,1998-05-29,NA,Adobe Row,NA,98000602,Holden Properties,"Holden Properties Historic District, Lubbock, Texas"
96000276,NA,South Overton Residential Historic District,Texas,Lubbock,Lubbock,"Roughly bounded by Broadway, Ave. Q., 19th St. and University Ave.",Listed,Single,FALSE,175,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/40972884,FALSE,FALSE,FALSE,TRUE,FALSE,1996-03-14,NA,NA,NA,96000276,South Overton Residential,"South Overton Residential Historic District, Lubbock, Texas"
96000523,NA,Texas Technological College Historic District,Texas,Lubbock,Lubbock,"Roughly bounded by 6th St., University Ave., 19th St., and Flint St.",Listed,Single,FALSE,110,Education; Architecture,District,https://catalog.archives.gov/id/40972888,FALSE,FALSE,TRUE,FALSE,FALSE,1996-05-10,NA,Texas Tech University;See Also: Dairy Barn;Silo,NA,96000523,Texas Technological College,"Texas Technological College Historic District, Lubbock, Texas"
71000949,NA,Jefferson Historic District,Texas,Marion,Jefferson,"Roughly bounded by Owens, Dixon, Walnut, Camp, and Taylor Sts.",Listed,Single,FALSE,107,Commerce; Architecture,District,https://catalog.archives.gov/id/40972924,FALSE,FALSE,TRUE,FALSE,FALSE,1971-03-31,NA,NA,NA,71000949,Jefferson,"Jefferson Historic District, Marion, Texas"
74002086,NA,Mason Historic District,Texas,Mason,Mason,Irregular pattern along both sides of U.S. 87 and TX 29,Listed,Single,FALSE,230,Commerce; Military; Agriculture; Architecture,District,https://catalog.archives.gov/id/40972936,FALSE,FALSE,TRUE,FALSE,FALSE,1974-09-17,NA,See Also:Mason Historic District (Boundary Increase),NA,74002086,Mason,"Mason Historic District, Mason, Texas"
91001526,NA,Mason Historic District (Boundary Increase),Texas,Mason,Mason,"Roughly, Post Hill Rd. from College Ave. to Spruce St.",Listed,Single,FALSE,20,Commerce; Military; Agriculture; Architecture,District,https://catalog.archives.gov/id/40972942,FALSE,FALSE,FALSE,TRUE,FALSE,1991-10-16,NA,See Also:Mason Historic District,NA,91001526,Mason (Boundary Increase),"Mason Historic District (Boundary Increase), Mason, Texas"
07000496,NA,South Side Residential Historic District,Texas,Matagorda,Bay City,"Roughly bounded by Ave. F, 2nd St., Ave. G, Ave. K, 4th St., Ave J, 5th St., 4th St.",Listed,Single,FALSE,35.2,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40972958,FALSE,FALSE,FALSE,TRUE,FALSE,2007-05-30,NA,NA,NA,07000496,South Side Residential,"South Side Residential Historic District, Matagorda, Texas"
07000495,NA,Castle Heights Historic District,Texas,Mclennan,Waco,"Roughly bounded by Waco Dr., Oriental Rd., Franklin Ave. and 39th St.",Listed,Single,FALSE,96,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/40972991,FALSE,FALSE,FALSE,TRUE,FALSE,2009-11-17,NA,NA,NA,07000495,Castle Heights,"Castle Heights Historic District, Mclennan, Texas"
03000807,NA,Texas Textile Mills-L.l. Sams Company Historic District,Texas,Mclennan,Waco,2100 River St.,Listed,Single,FALSE,6,Industry,District,https://catalog.archives.gov/id/40973015,FALSE,FALSE,FALSE,TRUE,FALSE,2004-12-13,NA,NA,NA,03000807,Texas Textile Mills-L.l. Sams Company,"Texas Textile Mills-L.l. Sams Company Historic District, Mclennan, Texas"
94000672,NA,Veterans Administration Hospital Historic District,Texas,Mclennan,Waco,4800 Memorial Dr.,Listed,Single,FALSE,125,Architecture; Politics/Government; Health/Medicine,District,https://catalog.archives.gov/id/40972999,FALSE,TRUE,FALSE,FALSE,FALSE,1994-07-18,NA,Veterans Affairs Medical Center (VAMC)--Waco,NA,94000672,Veterans Administration Hospital,"Veterans Administration Hospital Historic District, Mclennan, Texas"
11001094,NA,Waco Downtown Historic District,Texas,Mclennan,Waco,"Roughly bounded by Mary Ave., S. 14th St., Columbus Ave., & S. University Park Dr.",Listed,Single,FALSE,227,Architecture; Commerce; Industry,District,https://catalog.archives.gov/id/40973005,FALSE,FALSE,FALSE,TRUE,FALSE,2012-02-03,NA,NA,NA,11001094,Waco Downtown,"Waco Downtown Historic District, Mclennan, Texas"
70000758,NA,Castroville Historic District,Texas,Medina,Castroville,"Roughly bounded by Medina River, SR 471, Gime, Houston, and Constantinople",Listed,Single,FALSE,420.6,Architecture,District,https://catalog.archives.gov/id/40973022,FALSE,FALSE,FALSE,TRUE,FALSE,1970-04-03,NA,NA,NA,70000758,Castroville,"Castroville Historic District, Medina, Texas"
76002051,NA,D'hanis Historic District,Texas,Medina,D'hanis,7 mi. W of Hondo,Listed,Single,FALSE,125,European; Exploration/Settlement; Architecture,District,https://catalog.archives.gov/id/40973030,FALSE,FALSE,FALSE,TRUE,FALSE,1976-06-24,NA,NA,NA,76002051,D'hanis,"D'hanis Historic District, Medina, Texas"
71000955,NA,Fort Mckavett Historic District,Texas,Menard,Fort Mckavett,S bank of the San Saba River,Listed,Single,FALSE,140,Military,District,https://catalog.archives.gov/id/40973037,FALSE,FALSE,TRUE,FALSE,FALSE,1971-07-14,NA,NA,NA,71000955,Fort Mckavett,"Fort Mckavett Historic District, Menard, Texas"
08000478,NA,Nacogdoches Downtown Historic District,Texas,Nacogdoches,Nacogdoches,"Roughly bounded by Southern Pacific RR tracks, Banita Cr., Pilar, Mound, Arnold, North & Hospital Sts.",Listed,Single,FALSE,79,Commerce; Architecture; Politics/Government,District,https://catalog.archives.gov/id/40973078,FALSE,FALSE,TRUE,FALSE,FALSE,2008-05-29,NA,NA,NA,08000478,Nacogdoches Downtown,"Nacogdoches Downtown Historic District, Nacogdoches, Texas"
92000017,NA,Sterne-Hoya Historic District,Texas,Nacogdoches,Nacogdoches,"100--200 blocks of S. Lanana St., 500 block of E. Main St. (S side), 500 block of E. Pilar St.",Listed,Multiple,FALSE,7,Architecture,District,https://catalog.archives.gov/id/40969862,FALSE,FALSE,FALSE,TRUE,FALSE,1992-02-14,NA,"See Also:Sterne, Adolphus, House",NA,92000017,Sterne-Hoya,"Sterne-Hoya Historic District, Nacogdoches, Texas"
92000018,NA,Virginia Avenue Historic District,Texas,Nacogdoches,Nacogdoches,"500 block of Bremond (W side), 500--1800 blocks of Virginia Ave., 521 Weaver",Listed,Multiple,FALSE,15,Architecture,District,https://catalog.archives.gov/id/40969874,FALSE,FALSE,FALSE,TRUE,FALSE,1992-02-14,NA,NA,NA,92000018,Virginia Avenue,"Virginia Avenue Historic District, Nacogdoches, Texas"
92000019,NA,Washington Square Historic District,Texas,Nacogdoches,Nacogdoches,"Roughly bounded by Houston, Logansport, N. Lanana, E. Hospital and N. Fredonia Sts.",Listed,Multiple,FALSE,70,Architecture,District,https://catalog.archives.gov/id/40969876,FALSE,FALSE,FALSE,TRUE,FALSE,1992-02-14,NA,"See Also:Blount, Stephen William and Mary Price, House;Old N",NA,92000019,Washington Square,"Washington Square Historic District, Nacogdoches, Texas"
92001759,AD,Zion Hill Historic District,Texas,Nacogdoches,Nacogdoches,"Roughly bounded by Park St., Lanana Cr., Oak Grove Cemetery and N. Lanana St.",Listed,Add.doc.,FALSE,10,Black; Architecture,District,https://catalog.archives.gov/id/40969886,FALSE,FALSE,FALSE,TRUE,FALSE,1993-01-07,NA,NA,NA,92001759,Zion Hill,"Zion Hill Historic District, Nacogdoches, Texas"
95000601,NA,Corsicana Commercial Historic District,Texas,Navarro,Corsicana,"Roughly bounded by 2nd Ave., the Southern Pacific RR tracks, 7th Ave. and Main St.",Listed,Multiple,FALSE,65,Community Planning And Development; Commerce; Architecture,District,https://catalog.archives.gov/id/40969892,FALSE,FALSE,FALSE,TRUE,FALSE,1995-05-18,NA,NA,NA,95000601,Corsicana Commercial,"Corsicana Commercial Historic District, Navarro, Texas"
95000800,NA,Mills Place Historic District,Texas,Navarro,Corsicana,"Roughly bounded by W. 2nd Ave., Mills Place Dr. and W. Park Ave.",Listed,Multiple,FALSE,20,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/40969896,FALSE,FALSE,FALSE,TRUE,FALSE,1995-06-30,NA,NA,NA,95000800,Mills Place,"Mills Place Historic District, Navarro, Texas"
95000912,NA,West Side Historic District,Texas,Navarro,Corsicana,"Roughly bounded by W. 3rd Ave., 15th St., W. 6th Ave. and 31st St.",Listed,Multiple,FALSE,230,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40969898,FALSE,FALSE,FALSE,TRUE,FALSE,1995-07-28,NA,Carriage House Neighborhood,NA,95000912,West Side,"West Side Historic District, Navarro, Texas"
84001915,NA,Sweetwater Commercial Historic District,Texas,Nolan,Sweetwater,"Roughly between 1st and 5th, and Ash and Texas and Pacific RR tracks",Listed,Single,FALSE,37,Commerce; Transportation; Politics/Government; Architecture; Communications,District,https://catalog.archives.gov/id/40973102,FALSE,FALSE,FALSE,TRUE,FALSE,1984-06-07,NA,NA,NA,84001915,Sweetwater Commercial,"Sweetwater Commercial Historic District, Nolan, Texas"
99001600,NA,Navy Park Historic District,Texas,Orange,Orange,"Roughly bounded by W. Dewey Ave., Farragut St., Cooper's Gully Tract and 6th Ave.",Listed,Single,FALSE,100,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40973140,FALSE,FALSE,FALSE,TRUE,FALSE,1999-12-22,NA,NA,NA,99001600,Navy Park,"Navy Park Historic District, Orange, Texas"
100005524,SG,Mineral Wells Central Historic District,Texas,Palo Pinto,Mineral Wells,"Roughly bounded by NW 9thSt., NE 3rd Ave., SE 6th St., and NW 3rd Ave.",Listed,Single,FALSE,63.5,Community Planning And Development; Commerce; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2020-09-04,NA,NA,NA,100005524,Mineral Wells Central,"Mineral Wells Central Historic District, Palo Pinto, Texas"
90001745,NA,Weatherford Downtown Historic District,Texas,Parker,Weatherford,"Roughly bounded by Waco, Water, Walnut and Lee Sts.",Listed,Multiple,FALSE,31,Industry; Commerce; Politics/Government; Architecture; Religion,District,https://catalog.archives.gov/id/40969921,FALSE,FALSE,FALSE,TRUE,FALSE,1990-11-23,NA,See Also:Parker County Courthouse,NA,90001745,Weatherford Downtown,"Weatherford Downtown Historic District, Parker, Texas"
73001971,NA,Fort Stockton Historic District,Texas,Pecos,Fort Stockton,E edge of town,Listed,Single,FALSE,75,Architecture,District,https://catalog.archives.gov/id/40973167,FALSE,FALSE,TRUE,FALSE,FALSE,1973-04-02,NA,NA,NA,73001971,Fort Stockton,"Fort Stockton Historic District, Pecos, Texas"
92000370,NA,Plemons-Mrs. M. D. Oliver-Eakle Additions Historic District,Texas,Potter,Amarillo,"Roughly bounded by 16th Ave., Taylor St., 26th Ave., Van Buren St., I-40 and Madison St.",Listed,Single,FALSE,180,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40973194,FALSE,FALSE,FALSE,TRUE,FALSE,1992-04-21,NA,Plemons/Eakle Neighborhood;See Also:Polk Street Methodist Ch,NA,92000370,Plemons-Mrs. M. D. Oliver-Eakle Additions,"Plemons-Mrs. M. D. Oliver-Eakle Additions Historic District, Potter, Texas"
94000982,NA,Us Route 66-Sixth Street Historic District,Texas,Potter,Amarillo,Sixth Ave. between Georgia and Forrest Aves.,Listed,Single,FALSE,40,Transportation; Community Planning And Development,District,https://catalog.archives.gov/id/40973220,FALSE,FALSE,TRUE,FALSE,FALSE,1994-08-23,NA,Fifth Street;Ozark Trail;Sixth Avenue;Will Rogers Memorial H,NA,94000982,Us Route 66-Sixth Street,"Us Route 66-Sixth Street Historic District, Potter, Texas"
92000581,NA,Wolflin Historic District,Texas,Potter,Amarillo,"Roughly bounded by Wolflin Ave., Washington St., SW. 34th Ave., Parker St., SW. 30th Ave. and Lipscomb St.",Listed,Single,FALSE,210,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40973196,FALSE,FALSE,FALSE,TRUE,FALSE,1992-05-21,NA,NA,NA,92000581,Wolflin,"Wolflin Historic District, Potter, Texas"
100007597,SG,Central Marfa Historic District,Texas,Presidio,Marfa,"Roughly bounded by Washington, Dallas,  Dean, Russell, Austin and Abbott Sts.",Listed,Single,FALSE,58.6,Community Planning And Development; Architecture; Ethnic Heritage-Hispanic; Art,District,NA,FALSE,TRUE,FALSE,TRUE,FALSE,2022-04-18,NA,NA,NA,100007597,Central Marfa,"Central Marfa Historic District, Presidio, Texas"
95000366,NA,El Fortin Del Cibolo Historic District,Texas,Presidio,Shafter,"Approximately 4 mi. NW of Shafter, W of US 67",Listed,Multiple,FALSE,606.6,Agriculture; Exploration/Settlement,District,https://catalog.archives.gov/id/40969933,FALSE,FALSE,FALSE,TRUE,FALSE,1995-04-06,NA,Cibolo Ranch Headquarter,NA,95000366,El Fortin Del Cibolo,"El Fortin Del Cibolo Historic District, Presidio, Texas"
06001152,AD,Fort D.a. Russell Historic District/ Donald Judd Historic District (Additional Documentation),Texas,Presidio,Marfa,"Roughly bounded by Ridge, El Paso, Kelly Sts, US 67 and FM 2810",Listed,Add.doc.,FALSE,426.9,Military; Art,District,https://catalog.archives.gov/id/40973234,FALSE,FALSE,FALSE,TRUE,FALSE,2006-12-14,NA,NA,NA,06001152,Fort D.a. Russell/ Donald Judd Historic District (Additional Documentation),"Fort D.a. Russell Historic District/ Donald Judd Historic District (Additional Documentation), Presidio, Texas"
95000367,NA,La Morita Historic District,Texas,Presidio,Shafter,"Approximately 5 mi. SW of Shafter, E of US 67",Listed,Multiple,FALSE,116.2,Agriculture; Exploration/Settlement,District,https://catalog.archives.gov/id/40969935,FALSE,FALSE,FALSE,TRUE,FALSE,1995-04-06,NA,Morita Ranch Compouns,NA,95000367,La Morita,"La Morita Historic District, Presidio, Texas"
92000584,NA,Llano Cemetery Historic District,Texas,Randall,Amarillo,2900 South Hayes,Listed,Single,FALSE,52,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40973247,FALSE,FALSE,FALSE,TRUE,FALSE,1992-05-21,NA,Amarillo Cemetery,NA,92000584,Llano Cemetery,"Llano Cemetery Historic District, Randall, Texas"
100005602,SG,Bogata Historic District,Texas,Red River,Bogata,"Main St., roughly between Mount Pleasant Rd. and 2nd St.",Listed,Single,FALSE,3.8,Community Planning And Development; Commerce,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2020-09-24,NA,NA,NA,100005602,Bogata,"Bogata Historic District, Red River, Texas"
78002978,NA,Calvert Historic District,Texas,Robertson,Calvert,"Roughly bounded by Main, Garritt, Pin Oak, Maple, and Barton Sts.",Listed,Single,FALSE,70,Commerce; Agriculture; Architecture,District,https://catalog.archives.gov/id/40973266,FALSE,FALSE,FALSE,TRUE,FALSE,1978-04-03,NA,See Also:Hammond House,NA,78002978,Calvert,"Calvert Historic District, Robertson, Texas"
95000219,NA,Henderson Commercial Historic District,Texas,Rusk,Henderson,"Roughly bounded by Charlevoix, Marshall, Elk and Van Buren Sts.",Listed,Single,FALSE,25,Commerce,District,https://catalog.archives.gov/id/40973293,FALSE,FALSE,FALSE,TRUE,FALSE,1995-03-10,NA,NA,NA,95000219,Henderson Commercial,"Henderson Commercial Historic District, Rusk, Texas"
07000269,NA,San Augustine Commercial Historic District,Texas,San Augustine,San Augustine,"Roughly bounded by Main St., Montgomery St., Congress St., Broadway, Columbia St., property lines and Golden Way",Listed,Single,FALSE,14.2,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40973312,FALSE,FALSE,FALSE,TRUE,FALSE,2007-04-03,NA,NA,NA,07000269,San Augustine Commercial,"San Augustine Commercial Historic District, San Augustine, Texas"
06000508,NA,San Augustine Residential Historic District,Texas,San Augustine,San Augustine,"Roughly surrounding TX 147, TX 3230 and TX 2213",Listed,Single,FALSE,260,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40973314,FALSE,FALSE,TRUE,FALSE,FALSE,2006-10-16,NA,NA,NA,06000508,San Augustine Residential,"San Augustine Residential Historic District, San Augustine, Texas"
76002065,NA,Shackelford County Courthouse Historic District,Texas,Shackelford,Albany,"Roughly bounded by S. 1st, S. 4th, S. Jacobs, and S. Pecan Sts.",Listed,Single,FALSE,17,Politics/Government; Architecture; Social History,District,https://catalog.archives.gov/id/40973327,FALSE,FALSE,FALSE,TRUE,FALSE,1976-07-30,NA,NA,NA,76002065,Shackelford County Courthouse,"Shackelford County Courthouse Historic District, Shackelford, Texas"
03000559,NA,Azalea Residential Historic District,Texas,Smith,Tyler,"Roughly bounded by S. Robinson Av., Sunnybrook Dr., Fair Ln., Old Bullard Rd., College Av., W. 4th St., Highland Av..",Listed,Multiple,FALSE,460,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40969957,FALSE,FALSE,FALSE,TRUE,FALSE,2003-06-23,NA,NA,NA,03000559,Azalea Residential,"Azalea Residential Historic District, Smith, Texas"
04000379,NA,Brick Streets Neighborhood Historic District,Texas,Smith,Tyler,"Roughly bounded by South Broadway, W. Dobbs St., S. Kennedy Ave., S. Vine Ave., Interior Propery Lines, S. College Ave.",Listed,Multiple,FALSE,132.6,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40969959,FALSE,FALSE,FALSE,TRUE,FALSE,2004-04-28,NA,NA,NA,04000379,Brick Streets Neighborhood,"Brick Streets Neighborhood Historic District, Smith, Texas"
99001023,NA,Charnwood Residential Historic District,Texas,Smith,Tyler,"Roughly bounded by E Houston, RR tracks, E Wells, S Donnybrook, E Dobbs, and S Broadway",Listed,Single,FALSE,59.5,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40973349,FALSE,FALSE,FALSE,TRUE,FALSE,1999-08-20,NA,NA,NA,99001023,Charnwood Residential,"Charnwood Residential Historic District, Smith, Texas"
02000649,NA,Donnybrook Duplex Residential Historic District,Texas,Smith,Tyler,"Roughly bounded by E. 6th St., Donnybrook Ave., E. 8th St., and S. Wall",Listed,Multiple,FALSE,2.8,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40969955,FALSE,FALSE,FALSE,TRUE,FALSE,2002-06-14,NA,NA,NA,02000649,Donnybrook Duplex Residential,"Donnybrook Duplex Residential Historic District, Smith, Texas"
02000647,NA,East Ferguson Residential Historic District,Texas,Smith,Tyler,423-513 E. Ferguson St.,Listed,Multiple,FALSE,1.4,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/40969951,FALSE,FALSE,FALSE,TRUE,FALSE,2002-06-14,NA,NA,NA,02000647,East Ferguson Residential,"East Ferguson Residential Historic District, Smith, Texas"
100012639,SG,Pollard Residential Historic District,Texas,Smith,Tyler,Roughly bounded by Troup Highway to the north and northeast; Paluxy Drive to the east; East Southeast Loop 323 to the south; and New Copeland Road to the west,Listed,Single,FALSE,579.88,Community Planning And Development; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2026-01-29,NA,NA,NA,100012639,Pollard Residential,"Pollard Residential Historic District, Smith, Texas"
