system:index,impervious_surface,institution_type,name,.geo
00000000000000000093_0,93,Fortune 500 HQ,"435. Arthur Gallagher Rolling Meadows, IL, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.0168279498341,42.05364213314324]}"
00000000000000000094_0,100,Fortune 500 HQ,"434. Olin Corporation,Clayton, MO, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.33323867975541,38.64828098125042]}"
00000000000000000095_0,37,Fortune 500 HQ,317. Owens & Minor,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.37345542685188,37.6086396465128]}"
00000000000000000096_0,2,Fortune 500 HQ,"433. Travelcenters of America, Westlake, Ohio, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.91785287665668,41.45524171949816]}"
00000000000000000097_0,78,Fortune 500 HQ,"316. Sonic Automotive, Colwick Road, Charlotte, NC, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.79688054213268,35.17677908356761]}"
00000000000000000098_0,42,Fortune 500 HQ,"432. Packaging Corp of America, Lake Forest, IL, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.84046861182124,42.258526939584385]}"
00000000000000000099_0,90,Fortune 500 HQ,315. Mohawk Industries,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.95119793779494,34.50250042343273]}"
0000000000000000009a_0,88,Fortune 500 HQ,"431. Owens Corning, Toledo, OH, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.53438302277901,41.64611717923922]}"
0000000000000000009b_0,89,Fortune 500 HQ,314. Republic Services,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.07415974956417,33.44826095827196]}"
0000000000000000009c_0,98,Fortune 500 HQ,"430. Insight Enterprises, Inc., Tempe, AZ, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.95257122328523,33.342200224029696]}"
0000000000000000009d_0,99,Fortune 500 HQ,"429. Sanmina Corporation, San Jose, CA, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.93008100343458,37.39079464485773]}"
0000000000000000009e_0,34,Fortune 500 HQ,"428. Toll Brothers, Horsham, PA, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.12849096900563,40.1785196813784]}"
0000000000000000009f_0,85,Fortune 500 HQ,313. Eastman Chemical,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.56173524825256,36.54849402615318]}"
000000000000000000a0_0,92,Fortune 500 HQ,"427. American Financial Group, Cincinnati, OH, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.51197551195511,39.103222806115554]}"
000000000000000000a1_0,94,Fortune 500 HQ,312. PulteGroup,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.38810588196073,33.749027167057044]}"
000000000000000000a2_0,96,Fortune 500 HQ,"426. Celanese Corporation,  Irving, TX, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.94368091519449,32.87122785898487]}"
000000000000000000a3_0,92,Fortune 500 HQ,"425. Avery Dennison, Glendale, CA, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.25521174395891,34.1424641044672]}"
000000000000000000a4_0,90,Fortune 500 HQ,311. Leidos Holdings,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.43611999524921,37.540833813522745]}"
000000000000000000a5_0,94,Fortune 500 HQ,"424. NVR Inc, Reston, VA, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.35013660754154,38.95203898541568]}"
000000000000000000a6_0,91,Fortune 500 HQ,"423. Graybar Electric Supply, St. Louis, MO, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.33276145247376,38.70831969020222]}"
000000000000000000a7_0,97,Fortune 500 HQ,"422. Everett, WA, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.20221128745497,47.97904199588884]}"
000000000000000000a8_0,89,Fortune 500 HQ,"421. Western & Southern Financial Group Findlay, OH, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.62887756671093,41.04281420770708]}"
000000000000000000a9_0,84,Fortune 500 HQ,"420. Spirit Aerosystems Holdings, Wichita, KS, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.33020620488188,37.68720447121621]}"
000000000000000000aa_0,0,Fortune 500 HQ,"419. Newmont Goldcorp, Greenwood Village, CO, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.95074532128226,39.617235885490935]}"
000000000000000000ab_0,87,Fortune 500 HQ,"418. American Axle and Manufacturing, Detroit, MI, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.04592160934433,42.33138025414474]}"
000000000000000000ac_0,98,Fortune 500 HQ,"417. Magellan Health, Scottsdale, AZ, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.92730056889035,33.50840281504664]}"
000000000000000000ad_0,98,Fortune 500 HQ,"416. Motorola Solutions Inc, Chicago, IL, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.6404808321735,41.88092310776785]}"
000000000000000000ae_0,95,Fortune 500 HQ,"415. Citizens Financial Group, Providence, RI, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.41066772388506,41.82728324960908]}"
000000000000000000af_0,82,Fortune 500 HQ,"414. J M Smucker Co Store & Cafe,  Orville, OH, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.76285978477317,40.802820553751495]}"
000000000000000000b0_0,80,Fortune 500 HQ,"413. Keycorp, Cleveland, OH, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.44196517117658,41.385428942368335]}"
000000000000000000b1_0,78,Fortune 500 HQ,"412. Dover Corporation, IL, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.00769001564468,41.83320525668584]}"
000000000000000000b2_0,100,Fortune 500 HQ,"411. Apache Corp, Houston, TX, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.46162689117331,29.744796372760444]}"
000000000000000000b3_0,95,Fortune 500 HQ,"410. American Tower Corporation, Boston, MA, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.07980501646166,42.34652879467546]}"
000000000000000000b4_0,75,Fortune 500 HQ,"409. Keurig Dr Pepper, Inc., Burlington, MA, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.22099943397251,42.48166250115029]}"
000000000000000000b5_0,61,Fortune 500 HQ,"408. Casey's General Stores Inc, IA, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.57328314387412,41.69376359141193]}"
000000000000000000b6_0,85,Fortune 500 HQ,"407. Raymond James Financial, St. Petersburg, FL, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.66691345442662,27.888613409526435]}"
000000000000000000b7_0,84,Fortune 500 HQ,"406. Weyerhaeuser Company Seattle, WA, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.33274427491891,47.600509217560464]}"
000000000000000000b8_0,94,Fortune 500 HQ,"405. Activision Blizzard, Santa Monica, CA, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.45240775435494,34.01982654910295]}"
000000000000000000b9_0,93,Fortune 500 HQ,"404. Quest Diagnostics Corporate, Secaucus, NJ, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.04485675423966,40.787869278983734]}"
000000000000000000ba_0,91,Fortune 500 HQ,"403. Constellation Brands Inc, High Point Drive, Victor, NY, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.43463877829542,43.028412677782505]}"
000000000000000000bb_0,87,Fortune 500 HQ,"402. Fidelity National Financial, Inc.,, Riverside Avenue, Jacksonville, FL, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.67655175853639,30.31812361192484]}"
000000000000000000bc_0,94,Fortune 500 HQ,"401. A-Mark Previous Metals El Segundo, CA, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.41653468778838,33.91922882625904]}"
000000000000000000bd_0,78,Fortune 500 HQ,"400. UGI Corporation, North Gulph Road, King of Prussia, PA, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.40707571392448,40.088494847308795]}"
000000000000000000be_0,100,Fortune 500 HQ,310. United Natural Foods,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.41293260589968,41.8241193524715]}"
000000000000000000bf_0,96,Fortune 500 HQ,309. Chesapeake Energy,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.51629344879578,35.46752383638149]}"
000000000000000000c0_0,87,Fortune 500 HQ,308. Navistar International,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.074862428584,41.80103711346457]}"
000000000000000000c1_0,71,Fortune 500 HQ,307. Delek US Holdings,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.7826740266244,36.03310079586371]}"
000000000000000000c2_0,89,Fortune 500 HQ,306. American Family Insurance Group,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.40133582167019,43.07294055780676]}"
000000000000000000c3_0,83,Fortune 500 HQ,305. IQVIA Holdings,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.89864033556486,35.99406393747721]}"
000000000000000000c4_0,94,Fortune 500 HQ,304. SunTrust Banks,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.38810588196073,33.749027167057044]}"
000000000000000000c5_0,87,Fortune 500 HQ,303. Ally Financial,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.04592160934433,42.33138025414474]}"
000000000000000000c6_0,89,Fortune 500 HQ,302. Targa Resources,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.36965665356581,29.760533237441532]}"
000000000000000000c7_0,99,Fortune 500 HQ,"301. BorgWarner Propulsion Technical Center, Automation Avenue, Auburn Hills, MI, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.25365756965626,42.69706830976803]}"
000000000000000000c8_0,90,Fortune 500 HQ,"300. Silver Spring, MD, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.02596567704691,38.99069288409924]}"
000000000000000000c9_0,100,Fortune 500 HQ,"299. CenterPoint Energy Plaza, Louisiana Street, Houston, TX, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.36813171983151,29.757007993811488]}"
000000000000000000ca_0,96,Fortune 500 HQ,"298. Pacific Life Insurance Co, Newport Center Drive, Newport Beach, CA, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.8774614797287,33.61941555172805]}"
000000000000000000cb_0,96,Fortune 500 HQ,297. DEVON ENERGY,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.51629344879578,35.46752383638149]}"
000000000000000000cc_0,92,Fortune 500 HQ,296. AES,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.10679837786432,38.88004820008293]}"
000000000000000000cd_0,87,Fortune 500 HQ,295. EBAY,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.88640354421072,37.33808980277822]}"
000000000000000000ce_0,50,Fortune 500 HQ,294. Molson Coors Brewing,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.99007272364317,39.73918407675204]}"
000000000000000000cf_0,0,Fortune 500 HQ,293. Universal Health Services,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.38369712146915,40.101335298268246]}"
000000000000000000d0_0,72,Fortune 500 HQ,292. Live Nation Entertainment,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.40052304466172,34.07367579376623]}"
000000000000000000d1_0,1,Fortune 500 HQ,291. NRG Energy,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.66734208569433,40.35739935090492]}"
000000000000000000d2_0,86,Fortune 500 HQ,"290. L3 Technologies, Third Avenue, New York, NY, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97600979369572,40.749324225404095]}"
000000000000000000d3_0,100,Fortune 500 HQ,"289. Charles Schwab, Main Street, San Francisco, CA, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.39271146256277,37.79061005328578]}"
000000000000000000d4_0,67,Fortune 500 HQ,288. Entergy,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.07143106145246,29.95103836482379]}"
000000000000000000d5_0,85,Fortune 500 HQ,287. Lam Research,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.98878226095658,37.548630376663674]}"
000000000000000000d6_0,49,Fortune 500 HQ,286. Baxter International,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.84449659296124,42.17100638632097]}"
000000000000000000d7_0,89,Fortune 500 HQ,285. Office Depot,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.12898492200137,26.36830619054889]}"
000000000000000000d8_0,6,Fortune 500 HQ,284. Crown Holdings,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.84604244673359,40.245703099880345]}"
000000000000000000d9_0,89,Fortune 500 HQ,283. Quanta Service,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.36965665356581,29.760533237441532]}"
000000000000000000da_0,42,Fortune 500 HQ,282. W.W. Grainger,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.84046861182124,42.258526939584385]}"
000000000000000000db_0,81,Fortune 500 HQ,281. AutoZone,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.04899181639523,35.14944253498343]}"
000000000000000000dc_0,85,Fortune 500 HQ,280. Expedia Group,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.20164064722988,47.61018972608644]}"
000000000000000000dd_0,81,Fortune 500 HQ,279. Corning,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.05472559741717,42.14282479024593]}"
000000000000000000de_0,73,Fortune 500 HQ,278. Laboratory Corp. of America,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.43765382616033,36.09575158513807]}"
000000000000000000df_0,35,Fortune 500 HQ,277. Norfolk Southern,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.28580172859098,36.8507683487027]}"
000000000000000000e0_0,92,Fortune 500 HQ,"276. Huntsman LLC, Woodloch Forest Drive, The Woodlands, TX, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.45642188716306,30.15952364558399]}"
000000000000000000e1_0,66,Fortune 500 HQ,"275. Reliance Steel & Aluminum Co, South Grand Avenue, Los Angeles, CA, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.25164436369703,34.05155104501399]}"
000000000000000000e2_0,91,Fortune 500 HQ,"274. Xcel Energy, Nicollet Mall, Minneapolis, MN, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.27069513628457,44.97953339218619]}"
000000000000000000e3_0,85,Fortune 500 HQ,273. Unum Group,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.30973696860582,35.04561101694409]}"
000000000000000000e4_0,74,Fortune 500 HQ,"272. Group 1 Automotive, Gessner Road, Houston, TX, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.5439870350447,29.77763069285535]}"
000000000000000000e5_0,81,Fortune 500 HQ,271. BALL,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.08681577408866,39.9204565222284]}"
000000000000000000e6_0,52,Fortune 500 HQ,270. Farmers Insurance Exchange,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77339662646317,38.67850236888073]}"
000000000000000000e7_0,93,Fortune 500 HQ,269. Sempra Energy,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.16089962104648,32.71564131734473]}"
000000000000000000e8_0,40,Fortune 500 HQ,268. Nvidia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.9553216172563,37.35412758573032]}"
000000000000000000e9_0,42,Fortune 500 HQ,267. Tenneco,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.84046861182124,42.258526939584385]}"
000000000000000000ea_0,88,Fortune 500 HQ,"266. MGM Resorts International Career Center, Grier Drive, Las Vegas, NV, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.14523972064552,36.07122487248109]}"
000000000000000000eb_0,91,Fortune 500 HQ,265. Lithia Motors,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.8754245903544,42.326433703763634]}"
000000000000000000ec_0,94,Fortune 500 HQ,264. Steel Dynamics,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.13938407249174,41.079207907043646]}"
000000000000000000ed_0,96,Fortune 500 HQ,"263. FirstEnergy Corp., South Main Street, Akron, OH, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.51842643797042,41.08345785172868]}"
000000000000000000ee_0,96,Fortune 500 HQ,262. LKQ,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.6298578670572,41.87807905701323]}"
000000000000000000ef_0,87,Fortune 500 HQ,261. J.C. Penney,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.69890688998554,33.0197789286007]}"
000000000000000000f0_0,90,Fortune 500 HQ,"260. CSX Corporation, Water Street, Jacksonville, FL, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.66406905474594,30.324408122709524]}"
000000000000000000f1_0,100,Fortune 500 HQ,"259. Consolidated Edison Inc, East 16th Street, New York, NY, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9728500914535,40.727849517994066]}"
000000000000000000f2_0,95,Fortune 500 HQ,"258. Bed Bath & Beyond, Broadway, New York, NY, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.98189905440701,40.77265637584487]}"
000000000000000000f3_0,83,Fortune 500 HQ,257. Murphy USA,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.66619982927901,33.20776180272476]}"
000000000000000000f4_0,52,Fortune 500 HQ,"256. ONEOK Field, North Elgin Avenue, Tulsa, OK, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.98889514319482,36.16048300881197]}"
000000000000000000f5_0,85,Fortune 500 HQ,"255. Edison International, Walnut Grove Avenue, Rosemead, CA, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.08071775434121,34.05394345629962]}"
000000000000000000f6_0,86,Fortune 500 HQ,"254. Global Partners LP, South Street, Waltham, MA, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.26231770292719,42.354757705132705]}"
000000000000000000f7_0,94,Fortune 500 HQ,"253. Discover Financial Services, Lake Cook Road, Riverwoods, IL, USA","{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.89019875927569,42.15665314427828]}"
000000000000000000f8_0,94,Fortune 500 HQ,252.VF,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.79213131934212,36.07261270581438]}"
