latitude,longitude,name,type,popup
30.411175640727,-87.214954001134,Saenger Theatre,NRHP-Listed Only,"<strong>Saenger Theatre</strong><br/>Pensacola, FL<br/>Listed: 7/19/76<br/>Type: NRHP-Listed Only"
29.813401428896,-85.30342481346,Port Theatre (Additional Documentation),NRHP-Listed Only,"<strong>Port Theatre (Additional Documentation)</strong><br/>Port St. Joe, FL<br/>Listed: 6/5/03<br/>Type: NRHP-Listed Only"
26.753946420156,-80.933939693931,Dixie Crystal Theatre,NRHP-Listed Only,"<strong>Dixie Crystal Theatre</strong><br/>Clewiston, FL<br/>Listed: 9/25/98<br/>Type: NRHP-Listed Only"
27.950421188935,-82.458773005036,Tampa Theater and Office Building,NRHP-Listed Only,"<strong>Tampa Theater and Office Building</strong><br/>Tampa, FL<br/>Listed: 1/3/78<br/>Type: NRHP-Listed Only"
27.639097230341,-80.399058852531,Vero Theatre,NRHP-Listed Only,"<strong>Vero Theatre</strong><br/>Vero Beach, FL<br/>Listed: 4/28/92<br/>Type: NRHP-Listed Only"
27.199383008852,-80.254372619211,Lyric Theatre,NRHP-Listed Only,"<strong>Lyric Theatre</strong><br/>Stuart, FL<br/>Listed: 11/12/93<br/>Type: NRHP-Listed Only"
25.72742601192,-80.252831271036,Ace Theatre,NRHP-Listed Only,"<strong>Ace Theatre</strong><br/>Miami, FL<br/>Listed: 6/13/16<br/>Type: NRHP-Listed Only"
25.782089515488,-80.197766944858,Lyric Theater,NRHP-Listed Only,"<strong>Lyric Theater</strong><br/>Miami, FL<br/>Listed: 1/4/89<br/>Type: NRHP-Listed Only"
25.773916782706,-80.190499164253,Olympia Theater and Office Building,NRHP-Listed Only,"<strong>Olympia Theater and Office Building</strong><br/>Miami, FL<br/>Listed: 3/8/84<br/>Type: NRHP-Listed Only"
28.593449997061,-81.348880027118,"Russell, Annie, Theatre",NRHP-Listed Only,"<strong>Russell, Annie, Theatre</strong><br/>Winter Park, FL<br/>Listed: 7/15/98<br/>Type: NRHP-Listed Only"
26.719998497428,-80.037842760273,Paramount Theatre Building,NRHP-Listed Only,"<strong>Paramount Theatre Building</strong><br/>Palm Beach, FL<br/>Listed: 12/12/73<br/>Type: NRHP-Listed Only"
28.043322809061,-81.957395133543,Polk Theatre and Office Building,NRHP-Listed Only,"<strong>Polk Theatre and Office Building</strong><br/>Lakeland, FL<br/>Listed: 5/27/93<br/>Type: NRHP-Listed Only"
27.336957864922,-82.543449612609,Edwards Theatre,NRHP-Listed Only,"<strong>Edwards Theatre</strong><br/>Sarasota, FL<br/>Listed: 3/22/84<br/>Type: NRHP-Listed Only"
28.81065859404,-81.266769897783007,Ritz Theater,NRHP-Listed Only,"<strong>Ritz Theater</strong><br/>Sanford, FL<br/>Listed: 1/29/01<br/>Type: NRHP-Listed Only"
27.447000731457,-80.323935374768,Sunrise Theatre,NRHP-Listed Only,"<strong>Sunrise Theatre</strong><br/>Fort Pierce, FL<br/>Listed: 12/7/01<br/>Type: NRHP-Listed Only"
34.166168507266,-84.795089794693,Grand Theater,NRHP-Listed Only,"<strong>Grand Theater</strong><br/>Cartersville, GA<br/>Listed: 6/28/84<br/>Type: NRHP-Listed Only"
31.577293365997,-84.153858192337,Albany Theatre,NRHP-Listed Only,"<strong>Albany Theatre</strong><br/>Albany, GA<br/>Listed: 8/21/06<br/>Type: NRHP-Listed Only"
33.928638991867,-84.23987697076,Fox Theatre,LHAT Member Theater,"<strong>Fox Theatre</strong><br/>Atlanta, GA<br/>Listed: 5/17/74<br/>Type: LHAT Member Theater"
33.772231379418,-84.384913232357,Fox Theatre Historic District,NRHP-Listed Only,"<strong>Fox Theatre Historic District</strong><br/>Atlanta, GA<br/>Listed: 10/7/78<br/>Type: NRHP-Listed Only"
34.531564919526,-83.985914859914,Holly Theatre,NRHP-Listed Only,"<strong>Holly Theatre</strong><br/>Dahlonega, GA<br/>Listed: 2/21/02<br/>Type: NRHP-Listed Only"
32.461789088539,-84.982540414195,Liberty Theater,NRHP-Listed Only,"<strong>Liberty Theater</strong><br/>Columbus, GA<br/>Listed: 5/22/84<br/>Type: NRHP-Listed Only"
33.17287798653,-84.912651015871,Royal Theater,LHAT Member Theater,"<strong>Royal Theater</strong><br/>Hogansville, GA<br/>Listed: 6/21/01<br/>Type: LHAT Member Theater"
20.079197702035,-155.467683428651,Honokaa People's Theatre,NRHP-Listed Only,"<strong>Honokaa People's Theatre</strong><br/>Honokaa, HI<br/>Listed: 10/6/15<br/>Type: NRHP-Listed Only"
19.724556822201,-155.086497606284,Palace Theater,NRHP-Listed Only,"<strong>Palace Theater</strong><br/>Hilo, HI<br/>Listed: 5/11/93<br/>Type: NRHP-Listed Only"
21.311028344236,-157.861233948665,Hawaii Theatre,NRHP-Listed Only,"<strong>Hawaii Theatre</strong><br/>Honolulu, HI<br/>Listed: 11/14/78<br/>Type: NRHP-Listed Only"
20.889152279538,-156.501920426498,Iao Theater,NRHP-Listed Only,"<strong>Iao Theater</strong><br/>Wailuku, HI<br/>Listed: 2/9/95<br/>Type: NRHP-Listed Only"
