Ref#,Property Name,State,County,City,Street & Number,Area of Significance,Category of Property,Other Names,Property ID,Address
79002022,Busby Theatre,OKLAHOMA,Pittsburg,McAlester,Washington Ave. and 2nd St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,Church of Christ,79002022,"Washington Ave. and 2nd St., McAlester, OKLAHOMA"
03000513,OKLA Theater,OKLAHOMA,Pittsburg,McAlester,18 E. Choctaw,ARCHITECTURE,BUILDING,NA,03000513,"18 E. Choctaw, McAlester, OKLAHOMA"
88001418,Clayton High School-Auditorium,OKLAHOMA,Pushmataha,Clayton,W. Pine St.,ECONOMICS; EDUCATION; ARCHITECTURE; SOCIAL HISTORY,BUILDING,NA,88001418,"W. Pine St., Clayton, OKLAHOMA"
84000377,Ramona Theatre,OKLAHOMA,Tillman,Frederick,114 S. 9th St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,84000377,"114 S. 9th St., Frederick, OKLAHOMA"
03000098,Circle Theater,OKLAHOMA,Tulsa,Tulsa,10 S. Lewis Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Chilton Building,03000098,"10 S. Lewis Ave., Tulsa, OKLAHOMA"
08001153,"Woodward Theater, The",OKLAHOMA,Woodward,Woodward,818 Main,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,08001153,"818 Main, Woodward, OKLAHOMA"
09000060,Whiteside Theatre,OREGON,Benton,Corvallis,361 SW Madison Ave.,ARCHITECTURE,BUILDING,NA,09000060,"361 SW Madison Ave., Corvallis, OREGON"
91000053,Union Fishermen's Cooperative Packing Company Alderbrook Station,OREGON,Clatsop,Astoria,4900 Ash St.,INDUSTRY,BUILDING,NA,91000053,"4900 Ash St., Astoria, OREGON"
10000281,Egyptian Theatre,OREGON,Coos,Coos Bay,229 S. Broadway,ARCHITECTURE; ART,BUILDING,NA,10000281,"229 S. Broadway, Coos Bay, OREGON"
100009056,Liberty Theatre,OREGON,Coos,North Bend,2100 Sherman Ave.,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,Little Theatre on the Bay,100009056,"2100 Sherman Ave., North Bend, OREGON"
90000842,Valley Theater,OREGON,Hood River,Parkdale,4945 Baseline Rd.,ENTERTAINMENT/RECREATION,BUILDING,Old Theater Mercantile,90000842,"4945 Baseline Rd., Parkdale, OREGON"
05000640,Rogue Theatre,OREGON,Josephine,Grants Pass,"143 SE ""H"" St.",ARCHITECTURE,BUILDING,NA,05000640,"143 SE ""H"" St., Grants Pass, OREGON"
11000295,Klamath County Armory & Auditorium,OREGON,Klamath,Klamath Falls,1451 Main St.,ARCHITECTURE; ENTERTAINMENT/RECREATION; MILITARY; SOCIAL HISTORY,BUILDING,Klamath County Museum,11000295,"1451 Main St., Klamath Falls, OREGON"
100010118,Alger Theatre,OREGON,Lake,Lakeview,24 South F Street,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,"The Alger Community Theater,; The Alger Theater",100010118,"24 South F Street, Lakeview, OREGON"
91001560,Lane County Farmers' Union Cooperative Wholesalers' Association Building,OREGON,Lane,Eugene,532 Olive St.,INDUSTRY; COMMERCE; AGRICULTURE,BUILDING,Farmers' Union Cooperative Building,91001560,"532 Olive St., Eugene, OREGON"
82003733,McDonald Theater Building,OREGON,Lane,Eugene,1004-1044 Willamette St.,COMMERCE; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,82003733,"1004-1044 Willamette St., Eugene, OREGON"
88001523,Pacific Cooperative Poultry Producers Egg-Taking Station,OREGON,Lane,Eugene,506 Olive St.,COMMERCE; AGRICULTURE,BUILDING,NA,88001523,"506 Olive St., Eugene, OREGON"
100007459,Rex Theater,OREGON,Malheur,Vale,240 A St. West,ENTERTAINMENT/RECREATION,building,NA,100007459,"240 A St. West, Vale, OREGON"
84003032,Vale Hotel and Grand Opera House,OREGON,Malheur,Vale,123 S. Main St.,COMMERCE; ARCHITECTURE,BUILDING,Drexel Hotel,84003032,"123 S. Main St., Vale, OREGON"
91001575,Elsinore Theater,OREGON,Marion,Salem,170 High St. SE.,ENTERTAINMENT/RECREATION; PERFORMING ARTS; ARCHITECTURE,BUILDING,NA,91001575,"170 High St. SE., Salem, OREGON"
78002302,Reed Opera House and McCornack Block Addition,OREGON,Marion,Salem,"189 and 177 Liberty St., NE",COMMERCE; POLITICS/GOVERNMENT; ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,78002302,"189 and 177 Liberty St., NE, Salem, OREGON"
80003357,Auditorium and Music Hall,OREGON,Multnomah,Portland,"920, 924, 926, 928 SW 3rd Ave.",ARCHITECTURE,BUILDING,NA,80003357,"920, 924, 926, 928 SW 3rd Ave., Portland, OREGON"
89000099,Bagdad Theatre,OREGON,Multnomah,Portland,3708--26 SE Hawthorne,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,89000099,"3708--26 SE Hawthorne, Portland, OREGON"
93001566,Frances Building and Echo Theater,OREGON,Multnomah,Portland,3628--3646 SE. Hawthorne Blvd.,ENTERTAINMENT/RECREATION; COMMUNITY PLANNING AND DEVELOPMENT,BUILDING,NA,93001566,"3628--3646 SE. Hawthorne Blvd., Portland, OREGON"
83002172,Hollywood Theatre,OREGON,Multnomah,Portland,4122 NE Sandy Blvd.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,83002172,"4122 NE Sandy Blvd., Portland, OREGON"
76001585,Paramount Theatre,OREGON,Multnomah,Portland,1037 SW Broadway,ARCHITECTURE,BUILDING,Portland Public Theatre,76001585,"1037 SW Broadway, Portland, OREGON"
80003383,Elgin City Hall and Opera House,OREGON,Union,Elgin,Albany and N. 8th Sts.,ARCHITECTURE,BUILDING,Elgin City Hall,80003383,"Albany and N. 8th Sts., Elgin, OREGON"
99000948,Liberty Theater,OREGON,Union,Lagrande,1008 and 1010 Adams Ave.,SOCIAL HISTORY; ARCHITECTURE,BUILDING,Orpheum Theater;Arcade Theater,99000948,"1008 and 1010 Adams Ave., Lagrande, OREGON"
12000085,O.K. Theatre,OREGON,Wallowa,Enterprise,208 W. Main St.,COMMERCE; ENTERTAINMENT/RECREATION,BUILDING,Vista Theatre,12000085,"208 W. Main St., Enterprise, OREGON"
78002326,The Dalles Civic Auditorium,OREGON,Wasco,The Dalles,E. 4th and Federal Sts.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,78002326,"E. 4th and Federal Sts., The Dalles, OREGON"
14000401,99W Drive-in Theatre,OREGON,Yamhill,Newberg,3110 Portland Rd.,ENTERTAINMENT/RECREATION,SITE,NA,14000401,"3110 Portland Rd., Newberg, OREGON"
100003055,Cameo Theatre,OREGON,Yamhill,Newberg,304 E 1st St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,building,NA,100003055,"304 E 1st St., Newberg, OREGON"
10001071,New Granada Theater,PENNSYLVANIA,Allegheny,Pittsburgh,2007-2013 Centre Ave,BLACK; ENTERTAINMENT/RECREATION,BUILDING,Pythian Temple,10001071,"2007-2013 Centre Ave, Pittsburgh, PENNSYLVANIA"
86000303,Stanley Theater and Clark Building,PENNSYLVANIA,Allegheny,Pittsburgh,207 Seventh St. and 701--717 Liberty Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,86000303,"207 Seventh St. and 701--717 Liberty Ave., Pittsburgh, PENNSYLVANIA"
73001592,Mishler Theatre,PENNSYLVANIA,Blair,Altoona,1208 12th Ave.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,73001592,"1208 12th Ave., Altoona, PENNSYLVANIA"
79002186,Rowland Theater,PENNSYLVANIA,Centre,Philipsburg,Front St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,79002186,"Front St., Philipsburg, PENNSYLVANIA"
79002207,Warner Theater,PENNSYLVANIA,Chester,West Chester,120 N. High St.,ART; ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,79002207,"120 N. High St., West Chester, PENNSYLVANIA"
82001532,Colonial Theatre,PENNSYLVANIA,Dauphin,Harrisburg,3rd and Market Sts.,COMMERCE; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,82001532,"3rd and Market Sts., Harrisburg, PENNSYLVANIA"
86003575,Lansdowne Theatre,PENNSYLVANIA,Delaware,Lansdowne,29 N. Lansdowne Ave.,ARCHITECTURE,BUILDING,NA,86003575,"29 N. Lansdowne Ave., Lansdowne, PENNSYLVANIA"
82003787,Warner Theater,PENNSYLVANIA,Erie,Erie,811 State St.,ARCHITECTURE,BUILDING,NA,82003787,"811 State St., Erie, PENNSYLVANIA"
85001001,Jefferson Theater,PENNSYLVANIA,Jefferson,Punxsutawney,230 N. Findley St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,85001001,"230 N. Findley St., Punxsutawney, PENNSYLVANIA"
69000156,Fulton Opera House,PENNSYLVANIA,Lancaster,Lancaster,12-14 N. Prince St.,PERFORMING ARTS,BUILDING,NA,69000156,"12-14 N. Prince St., Lancaster, PENNSYLVANIA"
100009917,Nineteenth Street Theater,PENNSYLVANIA,Lehigh,Allentown,527 N. Nineteenth Street,ARCHITECTURE,building,Civic Theater of Allentown,100009917,"527 N. Nineteenth Street, Allentown, PENNSYLVANIA"
80003564,Comerford Theater,PENNSYLVANIA,Luzerne,Wilkes-Barre,71 Public Sq.,ARCHITECTURE,BUILDING,Paramount Theatre,80003564,"71 Public Sq., Wilkes-Barre, PENNSYLVANIA"
98000899,Embassy Theatre,PENNSYLVANIA,Mifflin,Lewistown,6 S. Main St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,98000899,"6 S. Main St., Lewistown, PENNSYLVANIA"
83002263,Keswick Theatre,PENNSYLVANIA,Montgomery,Glenside,291 Keswick Ave.,COMMERCE; ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NA,83002263,"291 Keswick Ave., Glenside, PENNSYLVANIA"
05001491,Seville Theatre,PENNSYLVANIA,Montgomery,Lower Merion Township,822-826 W. Lancaster Ave.,ARCHITECTURE,BUILDING,Bryn Mawr Theatre,05001491,"822-826 W. Lancaster Ave., Lower Merion Township, PENNSYLVANIA"
82003804,State Theatre,PENNSYLVANIA,Northampton,Easton,454 Northampton St.,ENTERTAINMENT/RECREATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,Neumeyers Vaudeville House,82003804,"454 Northampton St., Easton, PENNSYLVANIA"
78002442,Arch Street Opera House,PENNSYLVANIA,Philadelphia,Philadelphia,1003--1005 Arch St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,"Troc, The",78002442,"1003--1005 Arch St., Philadelphia, PENNSYLVANIA"
15000735,Friends Housing Cooperative,PENNSYLVANIA,Philadelphia,Philadelphia,"Bounded by Fairmount Ave., 8th, Franklin & Brown Sts.",SOCIAL HISTORY; ARCHITECTURE,DISTRICT,NA,15000735,"Bounded by Fairmount Ave., 8th, Franklin & Brown Sts., Philadelphia, PENNSYLVANIA"
100006793,Leader Theater,PENNSYLVANIA,Philadelphia,Philadelphia,4102-4104 Lancaster Ave.,ENTERTAINMENT/RECREATION,building,Leader Theatre,100006793,"4102-4104 Lancaster Ave., Philadelphia, PENNSYLVANIA"
72001163,Metropolitan Opera House,PENNSYLVANIA,Philadelphia,Philadelphia,858 N. Broad St.,PERFORMING ARTS,BUILDING,The Met;Philadelphia Evangelistic Center,72001163,"858 N. Broad St., Philadelphia, PENNSYLVANIA"
80003619,Royal Theater,PENNSYLVANIA,Philadelphia,Philadelphia,1524--1534 South St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,80003619,"1524--1534 South St., Philadelphia, PENNSYLVANIA"
82003817,Uptown Theater and Office Building,PENNSYLVANIA,Philadelphia,Philadelphia,2240-2248 N. Broad St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,Uptown Theater,82003817,"2240-2248 N. Broad St., Philadelphia, PENNSYLVANIA"
66000693,Walnut Street Theatre,PENNSYLVANIA,Philadelphia,Philadelphia,9th and Walnut Sts.,PERFORMING ARTS,BUILDING,NA,66000693,"9th and Walnut Sts., Philadelphia, PENNSYLVANIA"
86000041,Corregimiento Plaza Theater,PUERTO RICO,Arecibo,Arecibo,Llaguerry and Toribio Pagan Sts.,PERFORMING ARTS,BUILDING,Oliver Theater,86000041,"Llaguerry and Toribio Pagan Sts., Arecibo, PUERTO RICO"
100007054,La Perla Auditorium and Public Library,PUERTO RICO,Ponce,Ponce,Calle Mayor Esq. Cristina,ARCHITECTURE; SOCIAL HISTORY,building,El Teatro La Perla; La Perla,100007054,"Calle Mayor Esq. Cristina, Ponce, PUERTO RICO"
83000181,Leroy Theatre,RHODE ISLAND,Providence,Pawtucket,66 Broad St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,83000181,"66 Broad St., Pawtucket, RHODE ISLAND"
77000027,Loew's State Theatre,RHODE ISLAND,Providence,Providence,220 Weybosset St.,ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY,BUILDING,NA,77000027,"220 Weybosset St., Providence, RHODE ISLAND"
72000004,Trinity Square Repertory Theatre,RHODE ISLAND,Providence,Providence,201 Washington St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Majestic Theatre,72000004,"201 Washington St., Providence, RHODE ISLAND"
93001181,Veterans Memorial Auditorium-Masonic Temple,RHODE ISLAND,Providence,Providence,Jct. of Brownell and Park Sts.,ARCHITECTURE,BUILDING,Veterans Memorial Auditorium,93001181,"Jct. of Brownell and Park Sts., Providence, RHODE ISLAND"
80004597,Theatre-By-the-Sea,RHODE ISLAND,Washington,South Kingstown,Card Ponds Rd.,PERFORMING ARTS,BUILDING,NA,80004597,"Card Ponds Rd., South Kingstown, RHODE ISLAND"
70000558,Abbeville Opera House,SOUTH CAROLINA,Abbeville,Abbeville,Court Sq.,ART; SOCIAL HISTORY,BUILDING,NA,70000558,"Court Sq., Abbeville, SOUTH CAROLINA"
73001684,Dock Street Theatre,SOUTH CAROLINA,Charleston,Charleston,135 Church St.,ARCHITECTURE; SOCIAL HISTORY,BUILDING,Planters' Hotel,73001684,"135 Church St., Charleston, SOUTH CAROLINA"
73001704,Chester City Hall and Opera House,SOUTH CAROLINA,Chester,Chester,Corner of West End and Columbia Sts.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,73001704,"Corner of West End and Columbia Sts., Chester, SOUTH CAROLINA"
80003665,Republic Theater,SOUTH CAROLINA,Chester,Great Falls,806 Dearborn St.,INDUSTRY; ARCHITECTURE; PERFORMING ARTS,BUILDING,Falls Theater,80003665,"806 Dearborn St., Great Falls, SOUTH CAROLINA"
100010415,Darlington Theatre,SOUTH CAROLINA,Darlington,Darlington,108 Pearl Street,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,Darlington Cinema,100010415,"108 Pearl Street, Darlington, SOUTH CAROLINA"
96000144,Parker High School Auditorium,SOUTH CAROLINA,Greenville,City View,900 Woodside Ave.,INDUSTRY; ARCHITECTURE; EDUCATION,BUILDING,Parker Middle School Auditorium,96000144,"900 Woodside Ave., City View, SOUTH CAROLINA"
100010398,State Theatre,SOUTH CAROLINA,Greenwood,Greenwood,110 Main Street,ENTERTAINMENT/RECREATION,building,Greenwood Community Theatre,100010398,"110 Main Street, Greenwood, SOUTH CAROLINA"
12000849,Palmetto Theatre,SOUTH CAROLINA,Hampton,Hampton,109 Lee Ave.,ARCHITECTURE,BUILDING,Palmetto Theater,12000849,"109 Lee Ave., Hampton, SOUTH CAROLINA"
09000914,Ashwood School Gymnasium and Auditorium,SOUTH CAROLINA,Lee,Bishopville,160 Ashwood School Rd.,ARCHITECTURE; POLITICS/GOVERNMENT; SOCIAL HISTORY,BUILDING,NA,09000914,"160 Ashwood School Rd., Bishopville, SOUTH CAROLINA"
69000171,Newberry Opera House,SOUTH CAROLINA,Newberry,Newberry,Boyce and Nance Sts.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,69000171,"Boyce and Nance Sts., Newberry, SOUTH CAROLINA"
98001646,Easley High School Auditorium,SOUTH CAROLINA,Pickens,Easley,112 Russell St.,EDUCATION; ARCHITECTURE; ENGINEERING,BUILDING,NA,98001646,"112 Russell St., Easley, SOUTH CAROLINA"
03000658,Carver Theatre,SOUTH CAROLINA,Richland,Columbia,1519 Harden St.,BLACK,BUILDING,NA,03000658,"1519 Harden St., Columbia, SOUTH CAROLINA"
05001104,Columbia Township Auditorium,SOUTH CAROLINA,Richland,Columbia,1703 Taylor St.,SOCIAL HISTORY; BLACK; ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,Township Auditorium,05001104,"1703 Taylor St., Columbia, SOUTH CAROLINA"
74001873,Town Theatre,SOUTH CAROLINA,Richland,Columbia,1012 Sumter St.,EDUCATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,74001873,"1012 Sumter St., Columbia, SOUTH CAROLINA"
100003059,"Washington. Booker T., High School Auditorium",SOUTH CAROLINA,Richland,Columbia,1400 Wheat St.,EDUCATION; ETHNIC HERITAGE-BLACK,building,NA,100003059,"1400 Wheat St., Columbia, SOUTH CAROLINA"
93001406,Saluda Theatre,SOUTH CAROLINA,Saluda,Salude,107 Law Range,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,93001406,"107 Law Range, Salude, SOUTH CAROLINA"
96000405,Palmetto Theater,SOUTH CAROLINA,Spartanburg,Spartanburg,172 E. Main St.,ARCHITECTURE,BUILDING,NA,96000405,"172 E. Main St., Spartanburg, SOUTH CAROLINA"
73001733,Sumter Town Hall-Opera House,SOUTH CAROLINA,Sumter,Sumter,N. Main St.,ENTERTAINMENT/RECREATION; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,Opera House;Academy of Music,73001733,"N. Main St., Sumter, SOUTH CAROLINA"
13000570,Inland Theater,SOUTH DAKOTA,Bennett,Martin,306 Main,ARCHITECTURE,BUILDING,NA,13000570,"306 Main, Martin, SOUTH DAKOTA"
96001224,Scotland Royal Theater,SOUTH DAKOTA,Bon Homme,Scotland,565 Main St.,ARCHITECTURE,BUILDING,NA,96001224,"565 Main St., Scotland, SOUTH DAKOTA"
87000224,Coolidge Sylvan Theatre,SOUTH DAKOTA,Brookings,Brookings,Medary Ave.,ENTERTAINMENT/RECREATION,STRUCTURE,NA,87000224,"Medary Ave., Brookings, SOUTH DAKOTA"
00000723,Volga Auditorium,SOUTH DAKOTA,Brookings,Volga,212 Kasan Ave.,SOCIAL HISTORY; ECONOMICS; ARCHITECTURE,BUILDING,NA,00000723,"212 Kasan Ave., Volga, SOUTH DAKOTA"
88002839,Garden City Opera House,SOUTH DAKOTA,Clark,Garden City,First and Railroad Sts.,ENTERTAINMENT/RECREATION,BUILDING,NA,88002839,"First and Railroad Sts., Garden City, SOUTH DAKOTA"
100007416,Mount Vernon City Auditorium,SOUTH DAKOTA,Davison,Mount Vernon,Main St. and East 1st Ave.,ENTERTAINMENT/RECREATION; EDUCATION,building,Old Gym,100007416,"Main St. and East 1st Ave., Mount Vernon, SOUTH DAKOTA"
01000097,Roslyn Auditorium,SOUTH DAKOTA,Day,Roslyn,510 Main,SOCIAL HISTORY; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,01000097,"510 Main, Roslyn, SOUTH DAKOTA"
84003278,"Slettebak Grocercies, Hardware and Opera House",SOUTH DAKOTA,Douglas,Armour,Address Restricted,COMMUNITY PLANNING AND DEVELOPMENT; ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,84003278,"Address Restricted, Armour, SOUTH DAKOTA"
88002838,Stevens Opera Block,SOUTH DAKOTA,Douglas,Delmont,Main St.,COMMERCE; ENTERTAINMENT/RECREATION,BUILDING,Delmont Opera House;Stevens Hall,88002838,"Main St., Delmont, SOUTH DAKOTA"
100002809,Hyde County Memorial Auditorium,SOUTH DAKOTA,Hyde,Highmore,200 2nd St SW,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,100002809,"200 2nd St SW, Highmore, SOUTH DAKOTA"
76001738,Wessington Springs Opera House,SOUTH DAKOTA,Jerauld,Wessington Springs,111 Dakota Ave. N.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,76001738,"111 Dakota Ave. N., Wessington Springs, SOUTH DAKOTA"
02000020,Dell Rapids Amphitheater,SOUTH DAKOTA,Minnehaha,Dell Rapids,City Park,ARCHITECTURE; SOCIAL HISTORY,STRUCTURE,NA,02000020,"City Park, Dell Rapids, SOUTH DAKOTA"
83003016,Orpheum Theatre,SOUTH DAKOTA,Minnehaha,Sioux Falls,315 N. Phillips Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,83003016,"315 N. Phillips Ave., Sioux Falls, SOUTH DAKOTA"
00001214,Crystal Theatre,SOUTH DAKOTA,Moody,Flandreau,215 E. Second Ave.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,00001214,"215 E. Second Ave., Flandreau, SOUTH DAKOTA"
87000556,Sorum Cooperative Store,SOUTH DAKOTA,Perkins,Sorum,Main St.,COMMERCE; ARCHITECTURE,BUILDING,NA,87000556,"Main St., Sorum, SOUTH DAKOTA"
07000530,Glud Theatre,SOUTH DAKOTA,Turner,Viborg,119 N. Main St.,ARCHITECTURE,BUILDING,Lund Theatre,07000530,"119 N. Main St., Viborg, SOUTH DAKOTA"
86001189,Mobridge Auditorium,SOUTH DAKOTA,Walworth,Mobridge,212 Main St.,NATIVE AMERICAN; ART; ARCHITECTURE,BUILDING,NA,86001189,"212 Main St., Mobridge, SOUTH DAKOTA"
87001730,Selby Opera House,SOUTH DAKOTA,Walworth,Selby,3409 Main St.,PERFORMING ARTS,BUILDING,NA,87001730,"3409 Main St., Selby, SOUTH DAKOTA"
98001446,Ritz Theatre and Hoskins Rexall Drug Store No. 2,TENNESSEE,Anderson,Clinton,111-121 N. Main St.,ARCHITECTURE,BUILDING,Red Speeks' Country Music Theatre,98001446,"111-121 N. Main St., Clinton, TENNESSEE"
12000115,Court Theatre,TENNESSEE,Carroll,Huntingdon,155 Court Sq.,ENTERTAINMENT/RECREATION,BUILDING,NA,12000115,"155 Court Sq., Huntingdon, TENNESSEE"
93001477,Palace Theater,TENNESSEE,Cumberland,Crossville,210 N. Main St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,93001477,"210 N. Main St., Crossville, TENNESSEE"
80003788,"Cole, Anna Russell, Auditorium",TENNESSEE,Davidson,Nashville,Tennessee Preparatory School campus,COMMERCE; SOCIAL HISTORY,BUILDING,NA,80003788,"Tennessee Preparatory School campus, Nashville, TENNESSEE"
71000819,Ryman Auditorium,TENNESSEE,Davidson,Nashville,116 Fifth Ave. North,RELIGION; PERFORMING ARTS,BUILDING,Grand Old Opry House;Union Gospel Tabernacle,71000819,"116 Fifth Ave. North, Nashville, TENNESSEE"
80003823,Soldiers and Sailors Memorial Auditorium,TENNESSEE,Hamilton,Chattanooga,McCallie Ave.,ARCHITECTURE,BUILDING,Municipal Auditorium,80003823,"McCallie Ave., Chattanooga, TENNESSEE"
73001779,Tivoli Theater (Additional Documentation),TENNESSEE,Hamilton,Chattanooga,709 Broad St.,ARCHITECTURE,building,NA,73001779,"709 Broad St., Chattanooga, TENNESSEE"
82003979,Burwell Building Tennessee Theater,TENNESSEE,Knox,Knoxville,600 S. Gay St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Knoxville Banking and Trust Co. Building,82003979,"600 S. Gay St., Knoxville, TENNESSEE"
97000804,Crockett Theater,TENNESSEE,Lawrence,Lawrenceburg,205 N. Military St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,David Crockett Theater,97000804,"205 N. Military St., Lawrenceburg, TENNESSEE"
100007126,Dixie Theatre,TENNESSEE,Marshall,Lewisburg,110 West Church St.,ENTERTAINMENT/RECREATION,building,Marshall County Community Theatre,100007126,"110 West Church St., Lewisburg, TENNESSEE"
99000363,Capitol Theatre,TENNESSEE,Obion,Union City,118 S. First St.,ENTERTAINMENT/RECREATION,BUILDING,NA,99000363,"118 S. First St., Union City, TENNESSEE"
100011179,First National Bank Operations Center,TENNESSEE,Shelby,Memphis,55 N. Danny Thomas Blvd,ARCHITECTURE,building,300 Court; First Tennessee Bank Operations Center,100011179,"55 N. Danny Thomas Blvd, Memphis, TENNESSEE"
77001289,Orpheum Theatre,TENNESSEE,Shelby,Memphis,197 S. Main St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,77001289,"197 S. Main St., Memphis, TENNESSEE"
85000701,Paramount Theatre and Office Building,TENNESSEE,Sullivan,Bristol,516 State St.,ARCHITECTURE,BUILDING,NA,85000701,"516 State St., Bristol, TENNESSEE"
92000248,Ruffin Theater,TENNESSEE,Tipton,Covington,113 W. Pleasant Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,92000248,"113 W. Pleasant Ave., Covington, TENNESSEE"
10000464,Varsity Theatre,TENNESSEE,Weakley,Martin,104 Oxford St,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,The Sideline,10000464,"104 Oxford St, Martin, TENNESSEE"
88002767,Pines Theatre,TEXAS,Angelina,Lufkin,"113 First St., South",ARCHITECTURE,BUILDING,NA,88002767,"113 First St., South, Lufkin, TEXAS"
01001265,Rialto Theater,TEXAS,Bee,Beeville,112-114 N. Washington St.,ARCHITECTURE,BUILDING,Hall-Rialto Theater,01001265,"112-114 N. Washington St., Beeville, TEXAS"
92001403,Aztec Theater,TEXAS,Bexar,San Antonio,104 N. St. Mary's St.,ARCHITECTURE,BUILDING,Aztec Theater and Office Building,92001403,"104 N. St. Mary's St., San Antonio, TEXAS"
99000283,Brady Building-Empire Theater,TEXAS,Bexar,San Antonio,204 E. Houston St.--226 N. St. Mary's St.,ENTERTAINMENT/RECREATION; COMMERCE,BUILDING,NA,99000283,"204 E. Houston St.--226 N. St. Mary's St., San Antonio, TEXAS"
03001162,"Carver, George Washington, Library and Auditorium",TEXAS,Bexar,San Antonio,226 N. Hackberry St.,BLACK; PERFORMING ARTS; ARCHITECTURE,BUILDING,Carver Community Cultural Center,03001162,"226 N. Hackberry St., San Antonio, TEXAS"
81000624,City of San Antonio Municipal Auditorium,TEXAS,Bexar,San Antonio,100 Auditorium Circle,POLITICS/GOVERNMENT; ARCHITECTURE; RELIGION; PERFORMING ARTS,BUILDING,NA,81000624,"100 Auditorium Circle, San Antonio, TEXAS"
75001952,Majestic Theatre,TEXAS,Bexar,San Antonio,230 E. Houston St.,COMMERCE; COMMUNICATIONS; PERFORMING ARTS; ART; ARCHITECTURE,BUILDING,NA,75001952,"230 E. Houston St., San Antonio, TEXAS"
78002897,Saenger Theater,TEXAS,Bowie,Texarkana,219 Main St.,ART; ENTERTAINMENT/RECREATION; ARCHITECTURE; COMMUNICATIONS,BUILDING,Paramount Theater,78002897,"219 Main St., Texarkana, TEXAS"
73002276,Stafford Bank and Opera House,TEXAS,Colorado,Columbus,Milan and Spring Sts.,ARCHITECTURE; PERFORMING ARTS,BUILDING,R. E. Stafford's Building,73002276,"Milan and Spring Sts., Columbus, TEXAS"
08000240,Brauntex Theater,TEXAS,Comal,New Braunfels,290 W. San Antonio,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,08000240,"290 W. San Antonio, New Braunfels, TEXAS"
100004752,Forest Theatre,TEXAS,Dallas,Dallas,1904 Martin Luther King Jr. Blvd.,SOCIAL HISTORY; ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,100004752,"1904 Martin Luther King Jr. Blvd., Dallas, TEXAS"
