Ref#,Property Name,State,County,City,Street & Number,Area of Significance,Category of Property,Other Names,Property ID,Address
77001437,Majestic Theatre,TEXAS,Dallas,Dallas,1925 Elm St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,77001437,"1925 Elm St., Dallas, TEXAS"
80004091,McFarlin Memorial Auditorium,TEXAS,Dallas,Dallas,6405 Hillcrest Rd.,EDUCATION; ARCHITECTURE,BUILDING,NA,80004091,"6405 Hillcrest Rd., Dallas, TEXAS"
03000187,Texas Theatre,TEXAS,Dallas,Dallas,231 W. Jefferson Blvd.,POLITICS/GOVERNMENT; ENTERTAINMENT/RECREATION,BUILDING,NA,03000187,"231 W. Jefferson Blvd., Dallas, TEXAS"
80004109,Palace Theatre,TEXAS,El Paso,El Paso,209 S. El Paso St.,ARCHITECTURE,BUILDING,NA,80004109,"209 S. El Paso St., El Paso, TEXAS"
87000902,Plaza Theatre,TEXAS,El Paso,El Paso,125 Pioneer Plaza,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,87000902,"125 Pioneer Plaza, El Paso, TEXAS"
74002071,Grand Opera House,TEXAS,Galveston,Galveston,2012-2020 Ave. E,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,74002071,"2012-2020 Ave. E, Galveston, TEXAS"
03001414,Gonzales Memorial Museum and Amphitheater Historic District,TEXAS,Gonzales,Gonzales,414 Smith St.,POLITICS/GOVERNMENT; COMMUNITY PLANNING AND DEVELOPMENT; ARCHITECTURE,BUILDING,NA,03001414,"414 Smith St., Gonzales, TEXAS"
100001375,Heights Theater,TEXAS,Harris,Houston,339 W. 19th St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,100001375,"339 W. 19th St., Houston, TEXAS"
100010951,River Oaks Theatre,TEXAS,Harris,Houston,2050 West Gray Street,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,2009 West Gray Street,100010951,"2050 West Gray Street, Houston, TEXAS"
98001124,Border Theater,TEXAS,Hidalgo,Mission,905 North Conway Blvd.,COMMUNITY PLANNING AND DEVELOPMENT; ENTERTAINMENT/RECREATION,BUILDING,NA,98001124,"905 North Conway Blvd., Mission, TEXAS"
02000909,Roosevelt School Auditorium and Classroom Addition,TEXAS,Hidalgo,Mission,407 E. 3rd St.,EDUCATION; HISPANIC,BUILDING,NA,02000909,"407 E. 3rd St., Mission, TEXAS"
11000652,Edna Theatre,TEXAS,Jackson,Edna,201 W. Main St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,11000652,"201 W. Main St., Edna, TEXAS"
78002962,Jefferson Theater,TEXAS,Jefferson,Beaumont,345 Fannin St.,ENTERTAINMENT/RECREATION; PERFORMING ARTS,BUILDING,NA,78002962,"345 Fannin St., Beaumont, TEXAS"
98000447,Cactus Theater,TEXAS,Lubbock,Lubbock,1812 Buddy Holly Ave.,ENTERTAINMENT/RECREATION,BUILDING,NA,98000447,"1812 Buddy Holly Ave., Lubbock, TEXAS"
69000374,Jefferson Playhouse,TEXAS,Marion,Jefferson,NW corner of Market and Henderson Sts.,ARCHITECTURE,BUILDING,Sinai Hebrew Synagogue;St Mary's Catholic School,69000374,"NW corner of Market and Henderson Sts., Jefferson, TEXAS"
75001999,Devine Opera House,TEXAS,Medina,Devine,Transportation Blvd.,PERFORMING ARTS,BUILDING,Briscoe Building,75001999,"Transportation Blvd., Devine, TEXAS"
100011087,Rainbow Theater,TEXAS,Medina,Castroville,410 Paris Street,ENTERTAINMENT/RECREATION,building,Rainbow Theatre,100011087,"410 Paris Street, Castroville, TEXAS"
100009892,Ritz Theatre,TEXAS,Nueces,Corpus Christi,715 North Chaparral Street,ENTERTAINMENT/RECREATION,building,R. and R. Ritz Theatre,100009892,"715 North Chaparral Street, Corpus Christi, TEXAS"
11000982,Ridglea Theatre,TEXAS,Tarrant,Fort Worth,6025-6033 Camp Bowie Blvd. & 3309 Winthrop Ave.,ARCHITECTURE; ENTERTAINMENT/RECREATION; ART,BUILDING,NA,11000982,"6025-6033 Camp Bowie Blvd. & 3309 Winthrop Ave., Fort Worth, TEXAS"
82001739,Paramount Theater,TEXAS,Taylor,Abilene,352 Cypress St.,ARCHITECTURE,BUILDING,See Also:Abilene Commercial Historic District,82001739,"352 Cypress St., Abilene, TEXAS"
78002991,Millett Opera House,TEXAS,Travis,Austin,110 E. 9th St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,78002991,"110 E. 9th St., Austin, TEXAS"
76002072,Paramount Theatre,TEXAS,Travis,Austin,713 Congress Ave.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,76002072,"713 Congress Ave., Austin, TEXAS"
78002996,Grand Opera House,TEXAS,Uvalde,Uvalde,E. North and N. Getty Sts.,ENTERTAINMENT/RECREATION; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,NA,78002996,"E. North and N. Getty Sts., Uvalde, TEXAS"
100009409,Plaza Theater,TEXAS,Wilbarger,Vernon,1701-1717 Cumberland St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,Vernon Plaza Theater,100009409,"1701-1717 Cumberland St., Vernon, TEXAS"
03000770,Rig Theater,TEXAS,Winkler,Wink,213-215 E. Hendricks Blvd.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,03000770,"213-215 E. Hendricks Blvd., Wink, TEXAS"
93000565,National Theater,TEXAS,Young,Graham,522 Oak St.,ARCHITECTURE,BUILDING,NA,93000565,"522 Oak St., Graham, TEXAS"
82004078,Beaver Opera House,UTAH,Beaver,Beaver,55 E. Center St.,ARCHITECTURE,BUILDING,NA,82004078,"55 E. Center St., Beaver, UTAH"
91001544,Elberta Theatre,UTAH,Box Elder,Brigham City,53 S. Main St.,COMMERCE; ENTERTAINMENT/RECREATION,BUILDING,Capitol Theatre,91001544,"53 S. Main St., Brigham City, UTAH"
82004116,Star Theatre,UTAH,Carbon,Price,20 E. Main St.,ENTERTAINMENT/RECREATION; EUROPEAN; ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,82004116,"20 E. Main St., Price, UTAH"
100005544,Scipio Cooperative Mercantile Institution Building,UTAH,Millard,Scipio,130 North State St.,COMMERCE,building,E. M. Brown General Merchandise,100005544,"130 North State St., Scipio, UTAH"
85000962,Empress Theatre,UTAH,Salt Lake,Magna,9104 W. 2700 South,COMMERCE; ARCHITECTURE,BUILDING,NA,85000962,"9104 W. 2700 South, Magna, UTAH"
01000959,"Iris Theater, Apartments and Commercial Building",UTAH,Salt Lake,Murray,4861 S. State St.,ENTERTAINMENT/RECREATION; COMMERCE; SOCIAL HISTORY; ARCHITECTURE,BUILDING,Vista Theatre; Desert Star Playhouse,01000959,"4861 S. State St., Murray, UTAH"
01000476,Murray Theater,UTAH,Salt Lake,Murray,4961 S. State St.,ARCHITECTURE; ENTERTAINMENT/RECREATION; SOCIAL HISTORY,BUILDING,NA,01000476,"4961 S. State St., Murray, UTAH"
76002257,Orpheum Theatre,UTAH,Salt Lake,Salt Lake City,46 W. 2nd South,ARCHITECTURE; PERFORMING ARTS,BUILDING,Capitol Theatre,76002257,"46 W. 2nd South, Salt Lake City, UTAH"
89001416,Casino Theatre,UTAH,Sanpete,Gunnison,78 S. Main St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Star Theater,89001416,"78 S. Main St., Gunnison, UTAH"
73001862,Ephraim United Order Cooperative Building,UTAH,Sanpete,Ephraim,Main and 1st North Sts.,COMMERCE; EDUCATION; RELIGION,BUILDING,NA,73001862,"Main and 1st North Sts., Ephraim, UTAH"
96000590,Moroni Opera House,UTAH,Sanpete,Moroni,Jct. of UT 132 and W. Main St.,ARCHITECTURE; ENTERTAINMENT/RECREATION; SOCIAL HISTORY,BUILDING,NA,96000590,"Jct. of UT 132 and W. Main St., Moroni, UTAH"
00001176,Wales Co-operative Mercantile Institution,UTAH,Sanpete,Wales,150 N. State St.,COMMERCE; SOCIAL HISTORY,BUILDING,Wales Commercial Mercantile,00001176,"150 N. State St., Wales, UTAH"
80003960,Glenwood Cooperative Store,UTAH,Sevier,Glenwood,15 W. Center St.,COMMERCE; RELIGION; SOCIAL HISTORY,BUILDING,NA,80003960,"15 W. Center St., Glenwood, UTAH"
08000385,Timpanogos Cooperative Marketing Association Building,UTAH,Utah,Orem,380 S. Orem Blvd.,TRANSPORTATION; AGRICULTURE; COMMERCE,BUILDING,Snow Station; Orem Railroad Depot and Packing Sheds,08000385,"380 S. Orem Blvd., Orem, UTAH"
94001206,Utah State Training School Amphitheater and Wall,UTAH,Utah,American Fork,Roughly 845 E. 700 N,SOCIAL HISTORY,STRUCTURE,NA,94001206,"Roughly 845 E. 700 N, American Fork, UTAH"
86003717,South Campground Amphitheater,UTAH,Washington,Springdale,South Campground,ARCHITECTURE,STRUCTURE,NA,86003717,"South Campground, Springdale, UTAH"
78002714,Peery's Egyptian Theatre,UTAH,Weber,Ogden,2439 Washington Blvd.,ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY,BUILDING,Egyptian Theatre,78002714,"2439 Washington Blvd., Ogden, UTAH"
78000235,Enosburg Opera House,VERMONT,Franklin,Enosburg Falls,31 Depot St.,COMMERCE; ARCHITECTURE,BUILDING,NA,78000235,"31 Depot St., Enosburg Falls, VERMONT"
76000143,Haskell Free Library and Opera House,VERMONT,Orleans,Derby Line,Caswell Ave.,EDUCATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,76000143,"Caswell Ave., Derby Line, VERMONT"
73000198,Barre City Hall and Opera House,VERMONT,Washington,Barre,12 N. Main St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,73000198,"12 N. Main St., Barre, VERMONT"
03001166,Union Co-operative Store Bakery,VERMONT,Washington,Barre,46 1/2 Granite St.,COMMERCE; EUROPEAN,BUILDING,NA,03001166,"46 1/2 Granite St., Barre, VERMONT"
88002164,Bellows Falls Co-operative Creamery Complex,VERMONT,Windham,Rockingham,Island St.,INDUSTRY; ARCHITECTURE,BUILDING,Bellows Falls Co-operative Creamery,88002164,"Island St., Rockingham, VERMONT"
100003611,Buchanan Theatre,VIRGINIA,Botetourt,Buchanan,19778 Main St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,Star Theatre; DHR ID# 180-0028-0117,100003611,"19778 Main St., Buchanan, VIRGINIA"
08000420,Pitts Theatre,VIRGINIA,Culpeper,Culpeper,303-307 S. Main St.,ARCHITECTURE,BUILDING,State Theatre (DHR No. 204-5053),08000420,"303-307 S. Main St., Culpeper, VIRGINIA"
100010926,DAW Theatre,VIRGINIA,Essex,Tappahannock,152 Prince Street,ENTERTAINMENT/RECREATION,building,310-0024-0024,100010926,"152 Prince Street, Tappahannock, VIRGINIA"
05001226,Henrico Theatre,VIRGINIA,Henrico,Highland Springs,305 E. Nine Mile Rd.,ARCHITECTURE,BUILDING,043-0287,05001226,"305 E. Nine Mile Rd., Highland Springs, VIRGINIA"
00001434,Beacon Theatre,VIRGINIA,Hopewell,Hopewell (Independent City),401 N. Main St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,Broadway Theatre; DHR File no. 116-0010,00001434,"401 N. Main St., Hopewell (Independent City), VIRGINIA"
03000448,Colonial Theatre,VIRGINIA,Mecklenburg,South Hill,220 S. Mecklenburg Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,301-5054,03000448,"220 S. Mecklenburg Ave., South Hill, VIRGINIA"
82004575,Attucks Theatre,VIRGINIA,Norfolk,Norfolk (Independent City),1008--1012 Church St.,BLACK; ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,82004575,"1008--1012 Church St., Norfolk (Independent City), VIRGINIA"
80004312,Wells Theatre,VIRGINIA,Norfolk,Norfolk (Independent City),Tazewell St. and Monticello Ave.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,80004312,"Tazewell St. and Monticello Ave., Norfolk (Independent City), VIRGINIA"
97000203,Commodore Theatre,VIRGINIA,Portsmouth,Portsmouth (Independent City),421 High St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,VDHR File No.124-0101,97000203,"421 High St., Portsmouth (Independent City), VIRGINIA"
79003074,Dalton Theatre Building,VIRGINIA,Pulaski,Pulaski,Washington Ave.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,79003074,"Washington Ave., Pulaski, VIRGINIA"
79003289,Byrd Theatre,VIRGINIA,Richmond,Richmond (Independent City),2908 W. Cary St.,ENTERTAINMENT/RECREATION; EXPLORATION/SETTLEMENT; ARCHITECTURE,BUILDING,NA,79003289,"2908 W. Cary St., Richmond (Independent City), VIRGINIA"
79003292,Loews Theatre,VIRGINIA,Richmond,Richmond (Independent City),6th and Grace Sts.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,79003292,"6th and Grace Sts., Richmond (Independent City), VIRGINIA"
03000188,National Theater,VIRGINIA,Richmond,Richmond (Independent City),700-710 E. Broad St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,Towne Theater; 127-178-1,03000188,"700-710 E. Broad St., Richmond (Independent City), VIRGINIA"
92001710,Lincoln Theatre,VIRGINIA,Smyth,Marion,117 E. Main St.,ART; ARCHITECTURE,BUILDING,DHR File No. 119-09,92001710,"117 E. Main St., Marion, VIRGINIA"
07000802,Moonlite Theatre,VIRGINIA,Washington,Abingdon,17555 Lee Highway,ENTERTAINMENT/RECREATION,BUILDING,Moonlite Drive-in; 095-5256,07000802,"17555 Lee Highway, Abingdon, VIRGINIA"
91001495,Ruby Theater,WASHINGTON,Chelan,Chelan,135 E. Woodin Ave.,ENTERTAINMENT/RECREATION,BUILDING,NA,91001495,"135 E. Woodin Ave., Chelan, WASHINGTON"
91000632,Sequim Opera House,WASHINGTON,Clallam,Sequim,119 N. Sequim Ave.,ENTERTAINMENT/RECREATION,BUILDING,NA,91000632,"119 N. Sequim Ave., Sequim, WASHINGTON"
12000421,Kiggins Theater,WASHINGTON,Clark,Vancouver,1011 Main St.,ARCHITECTURE; COMMERCE; ENTERTAINMENT/RECREATION,BUILDING,NA,12000421,"1011 Main St., Vancouver, WASHINGTON"
85003014,Columbia Theater,WASHINGTON,Cowlitz,Longview,1225 Vandercook Way,COMMUNITY PLANNING AND DEVELOPMENT; COMMERCE; ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY,BUILDING,NA,85003014,"1225 Vandercook Way, Longview, WASHINGTON"
99000402,Nifty Theatre,WASHINGTON,Douglas,Waterville,201 Locust,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,99000402,"201 Locust, Waterville, WASHINGTON"
87001334,Seventh Street Theater,WASHINGTON,Grays Harbor,Hoquiam,313 Seventh St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,87001334,"313 Seventh St., Hoquiam, WASHINGTON"
75001854,Coliseum Theater,WASHINGTON,King,Seattle,5th Ave. and Pike St.,ARCHITECTURE,BUILDING,NA,75001854,"5th Ave. and Pike St., Seattle, WASHINGTON"
83003338,Eagles Auditorium Building,WASHINGTON,King,Seattle,1416 7th Ave.,ARCHITECTURE; SOCIAL HISTORY,BUILDING,Eagles Temple;Senator Hotel,83003338,"1416 7th Ave., Seattle, WASHINGTON"
74001958,Moore Theatre and Hotel,WASHINGTON,King,Seattle,1932 2nd Ave.,ENGINEERING; ARCHITECTURE,BUILDING,NA,74001958,"1932 2nd Ave., Seattle, WASHINGTON"
74001959,Paramount Theatre,WASHINGTON,King,Seattle,911 Pine St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,74001959,"911 Pine St., Seattle, WASHINGTON"
86000970,Showboat Theatre,WASHINGTON,King,Seattle,"University of Washington, 1705 N.E. Pacific St.",EDUCATION; PERFORMING ARTS,BUILDING,NA,86000970,"University of Washington, 1705 N.E. Pacific St., Seattle, WASHINGTON"
92001288,Harrington Bank Block and Opera House,WASHINGTON,Lincoln,Harrington,"Jct. of Third and Willis Sts., NW corner",ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,92001288,"Jct. of Third and Willis Sts., NW corner, Harrington, WASHINGTON"
91000540,Raymond Theater,WASHINGTON,Pacific,Raymond,325 N. Third St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,91000540,"325 N. Third St., Raymond, WASHINGTON"
07001458,"Auditorium Dance Hall, The",WASHINGTON,Pierce,Tacoma,1308-1310 Fawcett Ave.,ENTERTAINMENT/RECREATION,BUILDING,Crescent Ballroom,07001458,"1308-1310 Fawcett Ave., Tacoma, WASHINGTON"
09001235,Blue Mouse Theatre,WASHINGTON,Pierce,Tacoma,2611 N. Proctor St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Blue Mouse Junior; Proctor Street Theatre; The Bijou; Proctor Theatre; Proctor Street Blue Mouse Theatre,09001235,"2611 N. Proctor St., Tacoma, WASHINGTON"
93000357,Masonic Temple Building-Temple Theater,WASHINGTON,Pierce,Tacoma,47 St. Helens Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY,BUILDING,Heilig's Theater;John Hamrick's Temple Theater,93000357,"47 St. Helens Ave., Tacoma, WASHINGTON"
76001902,Pantages Theatre,WASHINGTON,Pierce,Tacoma,901 and 909 Broadway,COMMERCE; ENTERTAINMENT/RECREATION; ARCHITECTURE; INVENTION,BUILDING,Jones Building;The Roxy,76001902,"901 and 909 Broadway, Tacoma, WASHINGTON"
92001041,Rialto Theater,WASHINGTON,Pierce,Tacoma,310 Ninth St.,ENTERTAINMENT/RECREATION,BUILDING,NA,92001041,"310 Ninth St., Tacoma, WASHINGTON"
87001987,Lincoln Theater and Commercial Block,WASHINGTON,Skagit,Mt. Vernon,301--329 Kincaid St. & 710--740 First St.,ENTERTAINMENT/RECREATION,BUILDING,NA,87001987,"301--329 Kincaid St. & 710--740 First St., Mt. Vernon, WASHINGTON"
82004288,Marysville Opera House,WASHINGTON,Snohomish,Marysville,1225 3rd St.,ARCHITECTURE; SOCIAL HISTORY,BUILDING,Marysville I.O.O.F.,82004288,"1225 3rd St., Marysville, WASHINGTON"
88002758,Clemmer Theater,WASHINGTON,Spokane,Spokane,W. 901 Sprague Ave.,ENTERTAINMENT/RECREATION; PERFORMING ARTS,BUILDING,State Theater,88002758,"W. 901 Sprague Ave., Spokane, WASHINGTON"
01001287,Fox Theater,WASHINGTON,Spokane,Spokane,1005 W. Sprague Ave.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,01001287,"1005 W. Sprague Ave., Spokane, WASHINGTON"
13000999,Garland Theater,WASHINGTON,Spokane,Spokane,924 W. Garland Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,13000999,"924 W. Garland Ave., Spokane, WASHINGTON"
97000319,Opera House and I. O. O. F. Lodge,WASHINGTON,Stevens,Colville,151 W. 1st Ave.,SOCIAL HISTORY; ARCHITECTURE,BUILDING,Colville Opera House;Odd Fellows Hall,97000319,"151 W. 1st Ave., Colville, WASHINGTON"
93000358,Liberty Theater,WASHINGTON,Walla Walla,Walla Walla,50 E. Main St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,American Theater,93000358,"50 E. Main St., Walla Walla, WASHINGTON"
78002786,Mount Baker Theatre,WASHINGTON,Whatcom,Bellingham,106 N. Commercial St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,78002786,"106 N. Commercial St., Bellingham, WASHINGTON"
04000200,Cordova Theater,WASHINGTON,Whitman,Pullman,135 N. Grand Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,04000200,"135 N. Grand Ave., Pullman, WASHINGTON"
73001895,Capitol Theatre,WASHINGTON,Yakima,Yakima,19 S. 3rd St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Mercy Theatre;Lowe State Theatre,73001895,"19 S. 3rd St., Yakima, WASHINGTON"
79002569,Apollo Theatre,WEST VIRGINIA,Berkeley,Martinsburg,128 E. Martin St,ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,Martinsburg/Berkeley County Civic Center,79002569,"128 E. Martin St, Martinsburg, WEST VIRGINIA"
01000788,"Smith, Silas P., Opera, House",WEST VIRGINIA,Doddridge,West Union,117 Court St.,PERFORMING ARTS,BUILDING,Doddridge County Public Library,01000788,"117 Court St., West Union, WEST VIRGINIA"
78002798,New Opera House,WEST VIRGINIA,Jefferson,Charles Town,200--204 N. George St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,The Old Opera House;The Opera House,78002798,"200--204 N. George St., Charles Town, WEST VIRGINIA"
99001398,Charleston Municipal Auditorium,WEST VIRGINIA,Kanawha,Charleston,224-232 Virginia St. E.,ARCHITECTURE; ENTERTAINMENT/RECREATION; PERFORMING ARTS,BUILDING,NA,99001398,"224-232 Virginia St. E., Charleston, WEST VIRGINIA"
80004026,Kearse Theater,WEST VIRGINIA,Kanawha,Charleston,"161, 165, 167 Summers St.",ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,80004026,"161, 165, 167 Summers St., Charleston, WEST VIRGINIA"
85003408,Plaza Theatre,WEST VIRGINIA,Kanawha,Charleston,123 Summers St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,Capitol Theater,85003408,"123 Summers St., Charleston, WEST VIRGINIA"
84003631,Metropolitan Theatre,WEST VIRGINIA,Monongalia,Morgantown,371 S. High St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,84003631,"371 S. High St., Morgantown, WEST VIRGINIA"
00000253,Marlinton Opera House,WEST VIRGINIA,Pocahontas,Marlinton,Third Ave.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,00000253,"Third Ave., Marlinton, WEST VIRGINIA"
89000182,Robey Theatre,WEST VIRGINIA,Roane,Spencer,318 Main St.,ENTERTAINMENT/RECREATION,BUILDING,NA,89000182,"318 Main St., Spencer, WEST VIRGINIA"
79002602,Cottrill Opera House,WEST VIRGINIA,Tucker,Thomas,East Ave.,SOCIAL HISTORY; PERFORMING ARTS,BUILDING,Sutton`s Opera House,79002602,"East Ave., Thomas, WEST VIRGINIA"
82001787,Smoot Theater,WEST VIRGINIA,Wood,Parkersburg,213 5th St.,ARCHITECTURE,BUILDING,NA,82001787,"213 5th St., Parkersburg, WEST VIRGINIA"
76000049,Booth Cooperage,WISCONSIN,Bayfield,Bayfield,1 East Washington St.,INDUSTRY,BUILDING,Old Cooperage Shop,76000049,"1 East Washington St., Bayfield, WISCONSIN"
00000256,Fox Theatre,WISCONSIN,Brown,Green Bay,117 S. Washington St.,ARCHITECTURE,BUILDING,Bay Theater,00000256,"117 S. Washington St., Green Bay, WISCONSIN"
89000068,Mt. Horeb Opera Block,WISCONSIN,Dane,Mt. Horeb,109--117 E. Main St.,COMMERCE; ARCHITECTURE; SOCIAL HISTORY,BUILDING,Mt. Horeb Opera House;Masonic Temple;Opera House Antique Mal,89000068,"109--117 E. Main St., Mt. Horeb, WISCONSIN"
07001460,Orpheum Theater,WISCONSIN,Dane,Madison,216 State St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,07001460,"216 State St., Madison, WISCONSIN"
100008612,Paoli Co-Operative Creamery Company Plant,WISCONSIN,Dane,Montrose,6858 Paoli Rd.,INDUSTRY,building,NA,100008612,"6858 Paoli Rd., Montrose, WISCONSIN"
81000041,Lake Nebagamon Auditorium,WISCONSIN,Douglas,Lake Nebagamon,1st St.,ARCHITECTURE; SOCIAL HISTORY,BUILDING,NA,81000041,"1st St., Lake Nebagamon, WISCONSIN"
99000921,Thrasher's Opera House,WISCONSIN,Green Lake,Green Lake,506 Mill St.,ENTERTAINMENT/RECREATION,BUILDING,NA,99000921,"506 Mill St., Green Lake, WISCONSIN"
80000154,Star Theatre,WISCONSIN,Lafayette,Argyle,200 S. North St.,ARCHITECTURE; SOCIAL HISTORY,BUILDING,Partridge Hall,80000154,"200 S. North St., Argyle, WISCONSIN"
84003699,Antigo Opera House,WISCONSIN,Langlade,Antigo,1016 5th Ave.,COMMUNITY PLANNING AND DEVELOPMENT,BUILDING,NA,84003699,"1016 5th Ave., Antigo, WISCONSIN"
93000159,Bijou Theatre Building,WISCONSIN,Marinette,Marinette,1722--1726 Main St.,ARCHITECTURE,BUILDING,NA,93000159,"1722--1726 Main St., Marinette, WISCONSIN"
100008594,Oriental Theatre,WISCONSIN,Milwaukee,Milwaukee,2216-2230 North Farwell Ave.,ARCHITECTURE,building,NA,100008594,"2216-2230 North Farwell Ave., Milwaukee, WISCONSIN"
72000063,Pabst Theater,WISCONSIN,Milwaukee,Milwaukee,144 E. Wells St.,EUROPEAN; ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,72000063,"144 E. Wells St., Milwaukee, WISCONSIN"
07000711,St. Croix Falls Auditorium,WISCONSIN,Polk,St. Croix Falls,201 N Washington St,ENTERTAINMENT/RECREATION,BUILDING,Auditorium Theatre,07000711,"201 N Washington St, St. Croix Falls, WISCONSIN"
82000698,Fox Theater,WISCONSIN,Portage,Stevens Point,1116-1128 Main St.,ARCHITECTURE,BUILDING,Grand Opera House,82000698,"1116-1128 Main St., Stevens Point, WISCONSIN"
85002329,Prentice Co-operative Creamery Company,WISCONSIN,Price,Prentice,700 Main St.,INDUSTRY; AGRICULTURE,BUILDING,Prentek Corporation,85002329,"700 Main St., Prentice, WISCONSIN"
82000702,Uptown Theater,WISCONSIN,Racine,Racine,1426-1430 Washington Ave.,ARCHITECTURE,BUILDING,Majestic Theater;See Also:Historic Sixth Street Business Dis,82000702,"1426-1430 Washington Ave., Racine, WISCONSIN"
80000182,Richland Center City Auditorium,WISCONSIN,Richland,Richland Center,182 N. Central Ave.,POLITICS/GOVERNMENT; SOCIAL HISTORY,BUILDING,NA,80000182,"182 N. Central Ave., Richland Center, WISCONSIN"
